geneA,geneB,selfpairs
YPL271W,YGL191W,0
YPL078C,YJR121W,0
YPR042C,YGL064C,0
YDL160C,YKR016W,0
YPR042C,YHR076W,0
Q0275,YIL111W,0
YGR174C,YML129C,0
YER154W,YML129C,0
Q0085,YDR231C,0
YEL024W,Q0045,0
Q0250,YBR039W,0
YDL160C,YDL160C-A,0
YDL160C,YDR119W-A,0
YLR203C,Q0275,0
YPL215W,YMR244C-A,0
YNL305C,YML129C,0
YML129C,YJL166W,0
YDL160C-A,Q0275,0
YNL305C,YBL030C,0
YGL122C,Q0250,0
YGR033C,YBL075C,0
YKR016W,YEL024W,0
YBL030C,Q0085,0
YGL122C,YKR016W,0
YDL160C,Q0130,0
YJR121W,YEL024W,0
YIL051C,YNR017W,0
YBR039W,YEL024W,0
YGL187C,YDR231C,0
YDR119W-A,YNL305C,0
YGL187C,YOR065W,0
YIL157C,YDL156W,0
Q0250,Q0020,0
Q0250,YGL191W,0
YGR222W,YBL099W,0
YML030W,YIL051C,0
YGL187C,Q0050,0
Q0250,YNR017W,0
YBL045C,YBR024W,0
YOR065W,Q0250,0
YJL014W,YGL122C,0
YOL027C,Q0070,0
Q0085,YDR231C,0
Q0085,YPR042C,0
Q0275,YNL026W,0
YGR132C,Q0050,0
Q0120,YBL045C,0
YGL187C,YKR016W,0
Q0250,Q0130,0
YPL271W,YJL014W,0
YGR222W,Q0045,0
YML030W,YPR191W,0
YER154W,YPR042C,0
YOR065W,YNR017W,0
Q0020,YNR017W,0
Q0250,YBL075C,0
Q0275,YPL271W,0
YDR231C,YLR203C,0
YKL016C,YGL187C,0
YKL016C,YPL078C,0
YGR062C,YBR120C,0
YBR037C,YGR132C,0
YGL122C,YDR119W-A,0
YDL160C,YPR125W,0
YDL160C,YJR045C,0
YEL024W,YJL062W-A,0
YMR244C-A,Q0110,0
YNL026W,YPR191W,0
YNR018W,YPL215W,0
YPL078C,YLR320W,0
YGR112W,YBR255C-A,0
YEL024W,YLR395C,0
YDL156W,YPR042C,0
YEL024W,Q0130,0
YHR076W,YNL052W,0
YNR018W,YJL062W-A,0
YGL122C,YLR203C,0
YDL156W,YGR062C,0
Q0275,YJL166W,0
YJR045C,YKL155C,0
Q0045,YDR377W,0
YDL004W,YBL045C,0
YNL052W,YDL160C,0
YKL016C,YHR051W,0
YKR016W,YDR377W,0
YBL045C,YNR018W,0
YKR016W,Q0060,0
Q0085,YDL160C,0
YJR045C,YLR320W,0
Q0085,YDL160C,0
Q0080,YLR203C,0
YIL157C,YOR090C,0
YGL187C,YBR255C-A,0
YHR051W,Q0050,0
Q0105,YPR125W,0
YGR112W,YBR024W,0
YBL045C,YOR065W,0
YHL004W,YHR051W,0
YGL191W,YBL099W,0
YNL305C,YLR203C,0
YGL187C,YHR051W,0
YNL052W,YBR039W,0
YNR019W,YIL157C,0
YGL122C,YDL160C,0
YGL122C,YGL191W,0
Q0080,YBL099W,0
YDR529C,YJL062W-A,0
YGR037C,YKR016W,0
YNR018W,YGR062C,0
YGL122C,Q0045,0
YKR016W,YML129C,0
YBL045C,YKR016W,0
YDL160C,YGL122C,0
YGR174C,Q0250,0
YJL166W,YPL271W,0
YBR037C,YEL024W,0
YBL045C,YLR320W,0
YGR112W,Q0105,0
YGL187C,YBL045C,0
YNR019W,YGL187C,0
YJR045C,Q0050,0
YML081C-A,YIL111W,0
YPR125W,YDL004W,0
YKR016W,YER154W,0
YLR203C,YDL160C,0
Q0275,YDL160C,0
YDL004W,YOR065W,0
YOL027C,YJR045C,0
YOR065W,YNL052W,0
YDL160C,YKR016W,0
YOR065W,YJR045C,0
YCR106W,Q0105,0
YPR042C,YOR065W,0
YKR016W,YGL187C,0
YGR037C,YDR231C,0
YKL016C,YBR039W,0
YPR125W,YJL062W-A,0
YNL052W,Q0085,0
YPR042C,YBR037C,0
YNL052W,YPR042C,0
YBL099W,Q0250,0
YIL111W,YDR529C,0
Q0080,YKR016W,0
YGR174C,YPR191W,0
YNL052W,YLR295C,0
YKL016C,Q0115,0
YBL045C,YBL030C,0
YJR045C,Q0055,0
YNR019W,YMR256C,0
YML030W,YGR037C,0
YNR018W,YEL024W,0
YML129C,YGR033C,0
YLR320W,YDR231C,0
YBR255C-A,YDL160C,0
YBL099W,Q0250,0
YOR065W,YJL062W-A,0
YOR090C,YLR203C,0
YBR120C,YNR018W,0
YDL160C,YDR119W-A,0
YLR395C,YHR051W,0
YBL045C,YJR045C,0
YDL160C,YPR191W,0
YDR529C,YGR033C,0
YBL030C,YPL078C,0
YDL004W,Q0275,0
Q0140,Q0045,0
YOL027C,YPR191W,0
Q0110,Q0085,0
YLR382C,Q0085,0
Q0105,Q0140,0
YGR222W,YPL215W,0
YBR037C,YKR016W,0
YJR045C,YGL122C,0
YPR042C,YBL030C,0
YGL064C,Q0080,0
YKL016C,YPR125W,0
YGR132C,Q0080,0
YOR090C,YGL122C,0
YKR016W,YDL160C,0
YBR255C-A,YOR065W,0
YML129C,Q0130,0
Q0250,YDL160C,0
YER154W,YJR121W,0
YBL030C,YER154W,0
YPR191W,YNL052W,0
YPR042C,YML030W,0
YDR231C,YBL075C,0
YPL271W,YGR222W,0
YDL156W,YBL075C,0
YJR045C,YMR244C-A,0
YML030W,YBL045C,0
YKL016C,YDL160C,0
YMR256C,YPR042C,0
YML129C,Q0105,0
YJR121W,Q0105,0
YBL045C,YLR295C,0
YLR295C,YDR377W,0
YML030W,YGL122C,0
YML129C,Q0045,0
Q0110,YLR067C,0
YML030W,YBL045C,0
YHL038C,YKR016W,0
YDL004W,Q0250,0
YKR016W,YHL004W,0
YPR042C,YKR016W,0
Q0055,YGL187C,0
YGR033C,YNR017W,0
YDL160C,YJR045C,0
Q0045,Q0075,0
YPL078C,Q0250,0
YJL062W-A,YHR076W,0
YPR042C,YNR018W,0
YKR016W,YGL122C,0
Q0050,YJR045C,0
YDR231C,YBR039W,0
YPL078C,YPR125W,0
YPL271W,YGL122C,0
YHL038C,YHR051W,0
YGR033C,YNL026W,0
YBR009C,YOL027C,0
YMR256C,YDL107W,0
YGL122C,YLR320W,0
YDL160C,YLR203C,0
YKR016W,YNL305C,0
YDL160C,YBL045C,0
Q0250,YNR018W,0
YML030W,YBL030C,0
YPR191W,YKR016W,0
YGL187C,YDR119W-A,0
YNR018W,YNR017W,0
YNR017W,YPR042C,0
YJR045C,YLR203C,0
YGL191W,YLR393W,0
YPR042C,YJR045C,0
YPR125W,YNL030W,0
YNL026W,YJR045C,0
YDL160C,YJL062W-A,0
YKR016W,YJR045C,0
YNL026W,YBL030C,0
YKL016C,YGL187C,0
YJR121W,Q0105,0
YBR039W,Q0045,0
YBL030C,YDR529C,0
YML081C-A,Q0250,0
YER154W,YGR174C,0
Q0250,YOL027C,0
YPL078C,YGL187C,0
YDR231C,YEL024W,0
YDR231C,YGL122C,0
YJR045C,Q0105,0
YLR320W,YPR191W,0
Q0275,YGR033C,0
YBL099W,Q0130,0
YBL045C,YPR042C,0
YHR051W,YEL024W,0
YBR009C,YGL122C,0
YGL187C,YPL271W,0
YHR051W,Q0045,0
YML030W,YPR042C,0
YNL052W,Q0045,0
YDR375C,Q0085,0
YGL191W,YGR132C,0
YBR185C,YJL166W,0
YGL187C,Q0050,0
YDR231C,YJL166W,0
YGL122C,Q0130,0
YOL027C,YEL024W,0
YLR203C,YDR529C,0
YBL045C,YBR185C,0
YHR076W,YGL187C,0
YGL122C,YOL027C,0
Q0275,YPL078C,0
YKR016W,YJR121W,0
YGR033C,YGL191W,0
YDR231C,YGL187C,0
YKR016W,YDL107W,0
YKR016W,Q0065,0
Q0250,YLR203C,0
YNL026W,YDR119W-A,0
Q0065,Q0045,0
YPR191W,YIL157C,0
Q0130,YLR203C,0
YKR016W,YGR062C,0
Q0250,YHR076W,0
YPR125W,YGR033C,0
YPR042C,YML129C,0
YNL052W,YDR377W,0
Q0085,YDL004W,0
YLR295C,YBL099W,0
YGL187C,YEL024W,0
Q0105,YER154W,0
YGL187C,Q0275,0
YHL004W,YBR255C-A,0
YMR244C-A,Q0080,0
YOR090C,YLR203C,0
YML129C,YGL122C,0
YGR112W,YKL016C,0
YGL187C,Q0080,0
YGL122C,YBR185C,0
Q0250,YEL024W,0
YLR295C,YKR016W,0
YGR112W,YGL122C,0
YDL160C,YBL030C,0
YPL078C,YBL045C,0
YDL160C,YPR191W,0
YML081C-A,YIL111W,0
YNL026W,YDR375C,0
YJR045C,YKL155C,0
Q0045,YGL187C,0
Q0275,YGR174C,0
YER142C,YPR042C,0
YNR017W,YHR051W,0
YJR121W,YBL045C,0
YDR231C,YOR090C,0
Q0275,YDL160C,0
Q0120,YDL160C,0
YPR191W,YGL122C,0
YDR529C,YNL052W,0
YOL027C,YMR256C,0
Q0120,Q0045,0
YHL004W,YPR042C,0
Q0045,YNR018W,0
YPR191W,YDL160C,0
YJR045C,YNR017W,0
Q0105,YBL030C,0
Q0105,YGL122C,0
YJR045C,YDL160C,0
YBL045C,YIL157C,0
Q0160,YBR009C,0
