id1	id2	tag	tag_counts	selfpairs
Q0085	YDR529C	Q0085_YDR529C	1	0
YGL187C	YPR191W	YGL187C_YPR191W	1	0
YBL045C	YLR203C	YBL045C_YLR203C	1	0
YGR112W	YHR051W	YGR112W_YHR051W	1	0
YBL075C	YPR191W	YBL075C_YPR191W	1	0
YBL030C	YGR062C	YBL030C_YGR062C	1	0
YGR112W	YNL155W	YGR112W_YNL155W	1	0
Q0158	YPL172C	Q0158_YPL172C	1	0
YDL156W	YLR067C	YDL156W_YLR067C	1	0
YPL078C	YPR125W	YPL078C_YPR125W	1	0
YEL024W	YGL191W	YEL024W_YGL191W	1	0
YBL099W	YOR065W	YBL099W_YOR065W	1	0
YGL122C	YGR222W	YGL122C_YGR222W	1	0
Q0075	YGL187C	Q0075_YGL187C	1	0
Q0045	Q0120	Q0045_Q0120	1	0
YDR377W	YML030W	YDR377W_YML030W	1	0
YJL166W	YKL016C	YJL166W_YKL016C	1	0
Q0045	Q0085	Q0045_Q0085	1	0
Q0080	YLR295C	Q0080_YLR295C	1	0
Q0085	YLR067C	Q0085_YLR067C	1	0
Q0045	YJR045C	Q0045_YJR045C	1	0
YKL155C	YNL305C	YKL155C_YNL305C	1	0
YBL099W	YJR045C	YBL099W_YJR045C	1	0
Q0045	YLR203C	Q0045_YLR203C	1	0
Q0055	YPR191W	Q0055_YPR191W	1	0
Q0065	YBR037C	Q0065_YBR037C	1	0
Q0275	YBL045C	Q0275_YBL045C	1	0
YKL155C	YPL271W	YKL155C_YPL271W	1	0
YGL187C	YGR033C	YGL187C_YGR033C	1	0
YGL187C	YMR256C	YGL187C_YMR256C	1	0
YGL122C	YIL051C	YGL122C_YIL051C	1	0
Q0105	YDR377W	Q0105_YDR377W	1	0
Q0120	YBR039W	Q0120_YBR039W	1	0
Q0250	YLR295C	Q0250_YLR295C	1	0
YML081C-A	YPR191W	YML081C-A_YPR191W	1	0
YBL030C	YNL030W	YBL030C_YNL030W	1	0
YLR320W	YML129C	YLR320W_YML129C	1	0
YDL160C	YML030W	YDL160C_YML030W	1	0
YBL045C	YJR121W	YBL045C_YJR121W	1	0
YBL099W	YDL160C	YBL099W_YDL160C	1	0
YJL166W	YKL016C	YJL166W_YKL016C	1	0
Q0115	YJL062W-A	Q0115_YJL062W-A	1	0
YGR132C	YPL078C	YGR132C_YPL078C	1	0
YDL160C	YIL157C	YDL160C_YIL157C	1	0
Q0045	YBR185C	Q0045_YBR185C	1	0
YGL122C	YLR320W	YGL122C_YLR320W	1	0
YOR065W	YPL078C	YOR065W_YPL078C	1	0
YML129C	YNL305C	YML129C_YNL305C	1	0
YBL030C	YHR076W	YBL030C_YHR076W	1	0
YDR119W-A	YML129C	YDR119W-A_YML129C	1	0
YBR185C	YPL078C	YBR185C_YPL078C	1	0
YGR132C	YML030W	YGR132C_YML030W	1	0
YHL038C	YNL026W	YHL038C_YNL026W	1	0
Q0060	Q0250	Q0060_Q0250	1	0
YGL122C	YGR222W	YGL122C_YGR222W	1	0
YPL271W	YPR191W	YPL271W_YPR191W	1	0
YDR377W	YNR018W	YDR377W_YNR018W	1	0
Q0045	YPR042C	Q0045_YPR042C	1	0
YLR295C	YML081C-A	YLR295C_YML081C-A	1	0
YJL062W-A	YPR042C	YJL062W-A_YPR042C	1	0
YGL122C	YMR256C	YGL122C_YMR256C	1	0
YEL024W	YPR042C	YEL024W_YPR042C	1	0
Q0080	YJR121W	Q0080_YJR121W	1	0
YGL187C	YNL155W	YGL187C_YNL155W	1	0
YDR377W	YGL122C	YDR377W_YGL122C	1	0
YHR051W	YNL052W	YHR051W_YNL052W	1	0
YDR119W-A	YOL027C	YDR119W-A_YOL027C	1	0
YNL052W	YPR191W	YNL052W_YPR191W	1	0
YJR045C	YPL172C	YJR045C_YPL172C	1	0
YJR045C	YOR065W	YJR045C_YOR065W	1	0
Q0105	YJR045C	Q0105_YJR045C	1	0
YBR024W	YDL160C	YBR024W_YDL160C	1	0
Q0045	YNL052W	Q0045_YNL052W	1	0
YGL122C	YOR090C	YGL122C_YOR090C	1	0
YDL160C	YLR203C	YDL160C_YLR203C	1	0
YDR119W-A	YGL187C	YDR119W-A_YGL187C	1	0
Q0275	YJR045C	Q0275_YJR045C	1	0
Q0105	YGL187C	Q0105_YGL187C	1	0
YBL045C	YPL271W	YBL045C_YPL271W	1	0
YGR033C	YLR395C	YGR033C_YLR395C	1	0
YDL160C	YMR256C	YDL160C_YMR256C	1	0
YDR119W-A	YKL016C	YDR119W-A_YKL016C	1	0
YDL156W	YOR090C	YDL156W_YOR090C	1	0
YIL111W	YPR042C	YIL111W_YPR042C	1	0
YBR255C-A	YGL191W	YBR255C-A_YGL191W	1	0
YBR024W	YPR042C	YBR024W_YPR042C	1	0
YNL305C	YNR018W	YNL305C_YNR018W	1	0
YJR121W	YNR017W	YJR121W_YNR017W	1	0
Q0275	YJR121W	Q0275_YJR121W	1	0
YIL051C	YML081C-A	YIL051C_YML081C-A	1	0
YBR039W	YPR191W	YBR039W_YPR191W	1	0
YPR042C	YPR191W	YPR042C_YPR191W	1	0
YBR255C-A	YPR191W	YBR255C-A_YPR191W	1	0
YJR121W	YPR042C	YJR121W_YPR042C	1	0
YDR375C	YKR016W	YDR375C_YKR016W	1	0
Q0055	YJR045C	Q0055_YJR045C	1	0
Q0085	YOR065W	Q0085_YOR065W	1	0
Q0250	YOR090C	Q0250_YOR090C	1	0
YBR255C-A	YNL052W	YBR255C-A_YNL052W	1	0
YBL030C	YNL026W	YBL030C_YNL026W	1	0
Q0160	YKR016W	Q0160_YKR016W	1	0
YDR119W-A	YLR203C	YDR119W-A_YLR203C	1	0
YDR231C	YKL016C	YDR231C_YKL016C	1	0
Q0060	Q0255	Q0060_Q0255	1	0
Q0105	YGL122C	Q0105_YGL122C	1	0
Q0050	YNR019W	Q0050_YNR019W	1	0
Q0275	YBL099W	Q0275_YBL099W	1	0
YDR231C	YDR377W	YDR231C_YDR377W	1	0
YJR045C	YKR016W	YJR045C_YKR016W	1	0
YDL160C	YPL078C	YDL160C_YPL078C	1	0
YBR037C	YDR231C	YBR037C_YDR231C	1	0
Q0140	YBR009C	Q0140_YBR009C	1	0
YNL026W	YPR042C	YNL026W_YPR042C	1	0
YNR017W	YPL215W	YNR017W_YPL215W	1	0
YBL045C	YNR017W	YBL045C_YNR017W	1	0
YGR033C	YOR065W	YGR033C_YOR065W	1	0
YGL122C	YPL271W	YGL122C_YPL271W	1	0
YGL122C	YMR244C-A	YGL122C_YMR244C-A	1	0
YKR016W	YPL078C	YKR016W_YPL078C	1	0
YBR039W	YPL078C	YBR039W_YPL078C	1	0
Q0080	YGL187C	Q0080_YGL187C	1	0
YDR119W-A	YHR076W	YDR119W-A_YHR076W	1	0
YDR377W	YNL026W	YDR377W_YNL026W	1	0
YJR121W	YMR256C	YJR121W_YMR256C	1	0
YDL156W	YER154W	YDL156W_YER154W	1	0
YBL099W	YML129C	YBL099W_YML129C	1	0
YBR120C	YGL187C	YBR120C_YGL187C	1	0
YBL075C	YGR112W	YBL075C_YGR112W	1	0
YDR231C	YOR065W	YDR231C_YOR065W	1	0
YJR045C	YPL271W	YJR045C_YPL271W	1	0
YBL099W	YPR042C	YBL099W_YPR042C	1	0
Q0105	YJL166W	Q0105_YJL166W	1	0
YBL045C	YKR016W	YBL045C_YKR016W	1	0
YEL024W	YGL122C	YEL024W_YGL122C	1	0
Q0020	YDL160C-A	Q0020_YDL160C-A	1	0
YBR039W	YPL271W	YBR039W_YPL271W	1	0
