id1	id2	selfpairs
YBR037C	YPR191W	0
YPR125W	YGL122C	0
YJR121W	YDL160C	0
Q0080	YPR042C	0
YPR140W	YBL045C	0
YNR018W	YBR024W	0
YDR375C	YGR033C	0
YJR045C	YGL187C	0
YGL122C	YLR203C	0
YER154W	Q0085	0
YJL062W-A	Q0045	0
YOR065W	YDL160C	0
YDR377W	YGL187C	0
Q0085	YPR042C	0
YOR065W	YBL045C	0
YER142C	YGL122C	0
YPR191W	YGL191W	0
YJR045C	Q0045	0
YGR112W	YJL166W	0
YBL099W	YJL014W	0
Q0140	YEL024W	0
Q0080	Q0130	0
Q0045	Q0255	0
YOR065W	Q0115	0
YGL122C	Q0045	0
Q0085	Q0250	0
Q0275	YBL045C	0
YGL191W	YDL160C	0
YNL026W	YJL062W-A	0
YDR231C	YIL157C	0
YJR121W	YML081C-A	0
YKL155C	Q0065	0
YKL155C	YDR231C	0
YLR393W	Q0250	0
YML081C-A	YPL078C	0
YIL051C	YPR042C	0
YIL157C	YLR067C	0
YNL026W	YBR039W	0
YJL166W	YLR295C	0
YDR231C	YML129C	0
YOR065W	YBL045C	0
YBR009C	YDL160C	0
YOL027C	YHR076W	0
YJR045C	YKR016W	0
YIL157C	YHR051W	0
YGL187C	YBL045C	0
YNL052W	YGR033C	0
YGR112W	YBL075C	0
YLR203C	YBR009C	0
YGR112W	YDL160C	0
YHL038C	YGR033C	0
YKR016W	YER142C	0
YNL026W	YLR382C	0
YIL111W	Q0080	0
YDL160C	YDL107W	0
YLR295C	Q0045	0
YML030W	YKL016C	0
Q0105	YGR132C	0
YNL052W	YPL215W	0
YLR393W	YBL099W	0
YBR255C-A	YDR231C	0
YJR045C	YLR203C	0
YKR016W	YGL187C	0
YML129C	Q0250	0
YPR125W	YGL122C	0
YDR529C	YJR045C	0
YIR021W	YGL187C	0
YOR065W	YKL016C	0
Q0050	YGL064C	0
YPR125W	YJR045C	0
Q0130	YOL027C	0
Q0080	YNR018W	0
Q0045	YBL045C	0
YML129C	YIL157C	0
YDL004W	YDL107W	0
YGL064C	YIL111W	0
YBR185C	YNR019W	0
YHR051W	YNR017W	0
YGL187C	YOR090C	0
YMR244C-A	YKR016W	0
YPL078C	YKR016W	0
YBL045C	YDR119W-A	0
Q0050	Q0070	0
YDR119W-A	Q0250	0
YPR042C	Q0070	0
YPR191W	Q0105	0
YHR051W	YBL045C	0
YGL122C	YGL191W	0
YBL045C	Q0140	0
YJL166W	Q0250	0
YOL027C	YDR231C	0
YBR039W	YGL122C	0
YKL155C	Q0275	0
YPL215W	YLR320W	0
YPR042C	YPR191W	0
YDL160C	YBL030C	0
YHR076W	Q0080	0
YJR045C	YGR174C	0
YGR132C	YGL122C	0
YBL030C	YNL052W	0
YKR016W	YDR529C	0
YBL030C	YJR045C	0
YKR016W	Q0105	0
YJL062W-A	YGL187C	0
YJR045C	YGL122C	0
YPR042C	YLR295C	0
YKR016W	Q0105	0
YHR051W	YDL107W	0
YGR033C	YBL045C	0
YPR191W	YEL024W	0
YNR017W	YBL030C	0
Q0085	YJR121W	0
YPR191W	YJL062W-A	0
YGR174C	Q0080	0
