id1	id2	tag	tag_counts	selfpairs
YBR009C	YNR018W	YBR009C_YNR018W	1	0
YDL160C	YJL166W	YDL160C_YJL166W	1	0
YDR119W-A	YGL064C	YDR119W-A_YGL064C	1	0
Q0085	YNL030W	Q0085_YNL030W	1	0
YBR185C	YGL122C	YBR185C_YGL122C	1	0
YGL122C	YPL271W	YGL122C_YPL271W	1	0
YDR231C	YJR121W	YDR231C_YJR121W	1	0
YGL191W	YPL078C	YGL191W_YPL078C	1	0
YLR295C	YML030W	YLR295C_YML030W	1	0
YCR106W	YLR395C	YCR106W_YLR395C	1	0
YDL160C	YDR231C	YDL160C_YDR231C	1	0
YDL160C	YHR051W	YDL160C_YHR051W	1	0
Q0045	YDR529C	Q0045_YDR529C	1	0
YJL014W	YPR125W	YJL014W_YPR125W	1	0
Q0045	Q0158	Q0045_Q0158	1	0
YHR051W	YML030W	YHR051W_YML030W	1	0
YBL075C	YLR395C	YBL075C_YLR395C	1	0
YER142C	YPR125W	YER142C_YPR125W	1	0
Q0050	YEL024W	Q0050_YEL024W	1	0
YBL030C	YDR231C	YBL030C_YDR231C	1	0
YJR045C	YOR090C	YJR045C_YOR090C	1	0
YEL024W	YER154W	YEL024W_YER154W	1	0
YDR529C	YGL122C	YDR529C_YGL122C	1	0
YDL156W	YHR051W	YDL156W_YHR051W	1	0
YGR062C	YGR174C	YGR062C_YGR174C	1	0
YKR016W	YML030W	YKR016W_YML030W	1	0
YBR185C	YNL052W	YBR185C_YNL052W	1	0
YGL187C	YNR018W	YGL187C_YNR018W	1	0
YML081C-A	YNL030W	YML081C-A_YNL030W	1	0
YGR112W	YGR222W	YGR112W_YGR222W	1	0
YGR062C	YPR125W	YGR062C_YPR125W	1	0
Q0130	YOR065W	Q0130_YOR065W	1	0
Q0045	YEL024W	Q0045_YEL024W	1	0
YDR529C	YKR016W	YDR529C_YKR016W	1	0
Q0275	YIL157C	Q0275_YIL157C	1	0
YDL160C	YIL051C	YDL160C_YIL051C	1	0
YBL030C	YIL157C	YBL030C_YIL157C	1	0
YDL004W	YPR042C	YDL004W_YPR042C	1	0
Q0085	YJR045C	Q0085_YJR045C	1	0
YPL078C	YPR191W	YPL078C_YPR191W	1	0
Q0105	YPR191W	Q0105_YPR191W	1	0
YGR037C	YPR140W	YGR037C_YPR140W	1	0
Q0250	YJL014W	Q0250_YJL014W	1	0
Q0105	YNL305C	Q0105_YNL305C	1	0
YDL160C	YNR019W	YDL160C_YNR019W	1	0
YHR051W	YPL271W	YHR051W_YPL271W	1	0
YNL026W	YPR042C	YNL026W_YPR042C	1	0
YGR033C	YKR016W	YGR033C_YKR016W	1	0
Q0045	YIL111W	Q0045_YIL111W	1	0
YLR203C	YPL271W	YLR203C_YPL271W	1	0
YHL038C	YIL111W	YHL038C_YIL111W	1	0
Q0085	YDR119W-A	Q0085_YDR119W-A	1	0
YDL160C	YGR062C	YDL160C_YGR062C	1	0
YBL045C	YPL215W	YBL045C_YPL215W	1	0
YBL030C	YJR121W	YBL030C_YJR121W	1	0
YKR016W	YLR393W	YKR016W_YLR393W	1	0
YJL062W-A	YNR018W	YJL062W-A_YNR018W	1	0
Q0080	YNR018W	Q0080_YNR018W	1	0
Q0105	YMR256C	Q0105_YMR256C	1	0
YDR231C	YER154W	YDR231C_YER154W	1	0
Q0105	YBL099W	Q0105_YBL099W	1	0
YNL030W	YNL052W	YNL030W_YNL052W	1	0
YBR120C	YGL187C	YBR120C_YGL187C	1	0
YGR112W	YOL027C	YGR112W_YOL027C	1	0
YGR174C	YMR256C	YGR174C_YMR256C	1	0
YBR024W	YPL215W	YBR024W_YPL215W	1	0
Q0105	YGL187C	Q0105_YGL187C	1	0
Q0115	YEL024W	Q0115_YEL024W	1	0
YBL030C	YMR244C-A	YBL030C_YMR244C-A	1	0
YIL157C	YOR065W	YIL157C_YOR065W	1	0
Q0085	Q0130	Q0085_Q0130	1	0
YBL099W	YKR016W	YBL099W_YKR016W	1	0
Q0140	YJL166W	Q0140_YJL166W	1	0
YDR377W	YJL166W	YDR377W_YJL166W	1	0
YHL004W	YJL062W-A	YHL004W_YJL062W-A	1	0
YDR529C	YGL187C	YDR529C_YGL187C	1	0
YBR120C	YJR045C	YBR120C_YJR045C	1	0
Q0250	YDL156W	Q0250_YDL156W	1	0
YLR320W	YPR191W	YLR320W_YPR191W	1	0
YDR377W	YPR042C	YDR377W_YPR042C	1	0
YLR067C	YPR191W	YLR067C_YPR191W	1	0
Q0105	YGL187C	Q0105_YGL187C	1	0
YJR121W	YML129C	YJR121W_YML129C	1	0
YBR009C	YNR017W	YBR009C_YNR017W	1	0
YBL030C	YNR017W	YBL030C_YNR017W	1	0
YBR037C	YNL030W	YBR037C_YNL030W	1	0
Q0250	YPR191W	Q0250_YPR191W	1	0
YHL004W	YLR320W	YHL004W_YLR320W	1	0
YBL030C	YML030W	YBL030C_YML030W	1	0
YIL157C	YJR121W	YIL157C_YJR121W	1	0
YGL122C	YIL157C	YGL122C_YIL157C	1	0
YDR377W	YNR018W	YDR377W_YNR018W	1	0
Q0130	YKL016C	Q0130_YKL016C	1	0
YKL016C	YKL155C	YKL016C_YKL155C	1	0
YGR037C	YLR395C	YGR037C_YLR395C	1	0
YDL160C	YDR231C	YDL160C_YDR231C	1	0
Q0045	YBR185C	Q0045_YBR185C	1	0
YBL045C	YNR017W	YBL045C_YNR017W	1	0
Q0140	YNR017W	Q0140_YNR017W	1	0
YDR231C	YGR033C	YDR231C_YGR033C	1	0
Q0275	YML129C	Q0275_YML129C	1	0
YKL016C	YPR191W	YKL016C_YPR191W	1	0
Q0045	YKL016C	Q0045_YKL016C	1	0
Q0250	YPL078C	Q0250_YPL078C	1	0
YBR009C	YGR132C	YBR009C_YGR132C	1	0
YBR037C	YPR191W	YBR037C_YPR191W	1	0
YBL045C	YLR393W	YBL045C_YLR393W	1	0
Q0140	YGR132C	Q0140_YGR132C	1	0
YLR320W	YPR191W	YLR320W_YPR191W	1	0
YLR395C	YPL078C	YLR395C_YPL078C	1	0
Q0050	YGR112W	Q0050_YGR112W	1	0
YGL187C	YOR090C	YGL187C_YOR090C	1	0
YBL045C	YHR051W	YBL045C_YHR051W	1	0
YJL166W	YPR042C	YJL166W_YPR042C	1	0
YGR112W	YOR090C	YGR112W_YOR090C	1	0
Q0105	YJR045C	Q0105_YJR045C	1	0
YDL160C	YDR231C	YDL160C_YDR231C	1	0
Q0140	Q0250	Q0140_Q0250	1	0
YGR222W	YLR395C	YGR222W_YLR395C	1	0
YDL160C	YML030W	YDL160C_YML030W	1	0
YBR037C	YHR051W	YBR037C_YHR051W	1	0
YDL156W	YNR017W	YDL156W_YNR017W	1	0
YBR039W	YNR018W	YBR039W_YNR018W	1	0
Q0275	YIL157C	Q0275_YIL157C	1	0
YIR021W	YJR045C	YIR021W_YJR045C	1	0
Q0045	YBR255C-A	Q0045_YBR255C-A	1	0
YGL122C	YLR067C	YGL122C_YLR067C	1	0
YDR377W	YKR016W	YDR377W_YKR016W	1	0
YHL004W	YJR045C	YHL004W_YJR045C	1	0
Q0250	YGL064C	Q0250_YGL064C	1	0
YOL027C	YPR191W	YOL027C_YPR191W	1	0
YBL045C	YNL026W	YBL045C_YNL026W	1	0
YDL107W	YGL191W	YDL107W_YGL191W	1	0
YBL099W	YPL078C	YBL099W_YPL078C	1	0
YGR033C	YOR065W	YGR033C_YOR065W	1	0
YGL191W	YJL014W	YGL191W_YJL014W	1	0
YDR119W-A	YGL187C	YDR119W-A_YGL187C	1	0
