geneA,geneB,selfpairs
YMR256C,YJR045C,0
YJR121W,YIR021W,0
YGR112W,YGL187C,0
YGR222W,YMR256C,0
YLR067C,YJL062W-A,0
YBR009C,YBL099W,0
YIL157C,YJL166W,0
YBR120C,YKR016W,0
YHR051W,Q0158,0
Q0275,Q0140,0
Q0045,YDL160C,0
Q0105,YOL027C,0
YPR042C,YDL107W,0
Q0045,YKR016W,0
YGL191W,YOR065W,0
YPL271W,Q0045,0
YOL027C,YJR045C,0
YNR017W,YLR393W,0
YBR039W,YBR120C,0
YNR017W,YBL099W,0
YGL191W,YNR017W,0
YEL024W,YKR016W,0
Q0045,YJL062W-A,0
YKR016W,YLR395C,0
YDL156W,YML081C-A,0
YGR062C,YBL030C,0
YGL122C,YIL111W,0
YNL026W,YDR231C,0
YML129C,YNL305C,0
YGL122C,YPL078C,0
YDL160C,YHR051W,0
YBL045C,Q0250,0
YHR076W,YKL155C,0
YGR174C,YHR051W,0
YLR395C,YNL026W,0
YPR125W,Q0075,0
YKL016C,YGL122C,0
YJR045C,Q0045,0
YDR529C,YJR045C,0
YPR191W,Q0085,0
YDL107W,YER154W,0
YDL156W,YJR045C,0
YJR045C,Q0275,0
YGL187C,YGR112W,0
Q0140,YGL187C,0
YBR009C,YOR090C,0
YJR121W,YBR024W,0
YML129C,YLR203C,0
Q0110,Q0250,0
Q0105,YJR045C,0
YEL024W,YDL160C,0
YGL191W,YNR018W,0
YML081C-A,Q0055,0
YDR375C,YNL052W,0
Q0115,YBR037C,0
YDR231C,YBL030C,0
YBL045C,Q0275,0
YPR042C,YGL187C,0
YGL122C,YJR121W,0
YGL187C,YKR016W,0
YGL122C,YHR051W,0
YBL045C,YKL016C,0
YJR045C,YHR051W,0
YPR042C,YGL187C,0
YPL078C,YLR393W,0
YOR090C,Q0085,0
YBL030C,YJR121W,0
YGR174C,YPR042C,0
YNL026W,YML129C,0
YJR045C,YOR090C,0
YPR042C,YHR051W,0
Q0250,YJR045C,0
YML030W,YJL014W,0
Q0050,YJR045C,0
YDL004W,YDR231C,0
YHL004W,YGR112W,0
YJR121W,YDL160C,0
YPR042C,YDL156W,0
YGL122C,YDR231C,0
YDR119W-A,YBL045C,0
YBL045C,YPL078C,0
YGL122C,YGL064C,0
YBL030C,YJR121W,0
YPL078C,YDR231C,0
YPR191W,YLR203C,0
YKR016W,YDL160C,0
Q0250,Q0140,0
Q0020,YGL187C,0
YGL187C,YBR120C,0
YKR016W,YBR039W,0
Q0045,YNR018W,0
YJL166W,YDL160C,0
YLR203C,YER154W,0
YKL155C,YBR009C,0
YNR018W,YOL027C,0
YML030W,YGR033C,0
YGL187C,YDL160C,0
Q0085,YBL045C,0
Q0250,YLR203C,0
YKR016W,YGR174C,0
Q0085,YGR222W,0
YBL030C,YGL191W,0
YNL030W,YDL160C,0
YDR119W-A,YNR017W,0
YHL004W,YKR016W,0
YLR395C,YBL099W,0
Q0255,YJR045C,0
YDL160C,YPR042C,0
YDL160C,YPL172C,0
YPR191W,Q0045,0
YKR016W,YPL215W,0
YPL271W,YBR024W,0
YDL160C,YKR016W,0
YOR090C,YOR065W,0
YML030W,YLR395C,0
YIL157C,Q0275,0
YKR016W,YGR174C,0
YBL045C,YGL122C,0
YJR045C,YHR051W,0
YJR045C,YBL099W,0
YBR037C,YNR018W,0
YLR203C,Q0275,0
Q0020,YBR255C-A,0
YDL160C,YPR042C,0
YBR185C,Q0275,0
YDL156W,YNL026W,0
YOR065W,YBL099W,0
YBR255C-A,YNR018W,0
YJR045C,YBL030C,0
YBR255C-A,Q0250,0
YKL016C,YJL062W-A,0
Q0045,YBR024W,0
YLR393W,YIL157C,0
YLR320W,YEL024W,0
YJL166W,YNL052W,0
YBR039W,Q0160,0
YER154W,YPL271W,0
Q0080,YGR132C,0
YGL122C,YDR377W,0
YGR174C,YPR191W,0
YNL305C,YLR295C,0
YLR320W,YBL045C,0
YPR042C,YBL030C,0
YOL027C,YDL160C,0
YJL062W-A,YBL099W,0
YGL187C,YDL160C,0
YBL099W,YBR255C-A,0
Q0085,YJR045C,0
YLR295C,YBL030C,0
YKR016W,YGR112W,0
YGL191W,YGL122C,0
YGR222W,YML030W,0
Q0045,YGL187C,0
YKR016W,YDL004W,0
YBL099W,Q0065,0
YDL107W,YGL187C,0
YPL271W,Q0045,0
Q0085,YGR222W,0
YDR377W,YLR295C,0
YJR045C,YPR042C,0
YDL107W,YDR119W-A,0
YDR377W,YPR191W,0
YLR067C,YBR024W,0
YNL026W,YPR191W,0
Q0105,Q0120,0
YDR375C,YHL004W,0
YIL157C,YOL027C,0
YNR017W,YEL024W,0
YNR018W,YBR037C,0
YGR132C,Q0250,0
Q0045,YGR033C,0
Q0275,YKR016W,0
YLR203C,YML030W,0
YMR256C,YBL045C,0
YGR112W,YHR076W,0
YGL122C,YPR042C,0
YKR016W,Q0250,0
YNL305C,Q0105,0
YDR377W,YGL122C,0
YER154W,YDL160C,0
Q0250,YNL155W,0
YDL160C-A,YJL166W,0
YIL111W,YNL026W,0
YBL045C,YNL026W,0
YKR016W,Q0105,0
Q0140,Q0250,0
YJR121W,YKR016W,0
YGL122C,YDL160C,0
YGL122C,YNL026W,0
YNR017W,Q0045,0
YLR382C,YGR132C,0
YDR231C,YPR042C,0
YNL026W,YDL160C,0
YDL160C,YDR231C,0
YNR019W,YLR295C,0
Q0250,YNL026W,0
YBR039W,YGL122C,0
Q0250,YGL122C,0
YOR065W,Q0250,0
Q0045,YJR045C,0
YPR140W,YDR231C,0
YBR255C-A,Q0085,0
YGL187C,YGL122C,0
Q0045,YLR203C,0
YGL187C,Q0085,0
YGL122C,YNL026W,0
YNR017W,YJL062W-A,0
Q0045,YER142C,0
YOR065W,YPL271W,0
YGL122C,YKL016C,0
YDL160C,YPR191W,0
Q0045,YDL160C,0
YBR009C,YOR090C,0
YGL122C,YJR045C,0
YGL187C,Q0105,0
YNL026W,YMR256C,0
YPL271W,YJL166W,0
YHL038C,YDL160C,0
Q0130,Q0255,0
YML081C-A,YBL045C,0
YPR042C,YDR119W-A,0
YKL155C,YBL045C,0
YBL030C,YNL026W,0
YJR121W,YDL160C,0
YLR320W,YML030W,0
YPL078C,Q0045,0
YJL062W-A,YGR033C,0
Q0085,YPR191W,0
YPL271W,YBL045C,0
YDR231C,Q0140,0
Q0275,YKL016C,0
YBL045C,YPR125W,0
YKR016W,YML030W,0
YJR045C,YGL187C,0
YJR045C,YGL122C,0
YPR191W,YDL160C,0
YPL215W,YKR016W,0
YGL122C,YNR017W,0
YOL027C,YOR065W,0
YLR295C,YDL004W,0
YGR033C,YDR529C,0
YNL052W,YNL030W,0
YPR042C,YGL191W,0
YHR051W,YBR185C,0
Q0045,Q0050,0
YBR120C,YER142C,0
YBL075C,YHR076W,0
YKL016C,YPR042C,0
YPL172C,Q0105,0
YNR018W,YDR375C,0
YGR037C,YJR045C,0
Q0140,YDL160C,0
YGL187C,YBL030C,0
Q0080,YBL030C,0
YKR016W,YOR065W,0
YBL045C,YJR045C,0
YER154W,YBR255C-A,0
YBL030C,YKL016C,0
