id1	id2	selfpairs
YLR395C	YDL004W	0
YJL062W-A	YEL024W	0
YPL078C	Q0085	0
YNR017W	YML129C	0
YGR112W	YKR016W	0
Q0085	YNL305C	0
YGR033C	Q0250	0
Q0080	YDL107W	0
YDL004W	YLR203C	0
YBL099W	YDL160C	0
YDR119W-A	YBR185C	0
YML129C	YJR121W	0
Q0250	YDR377W	0
YDL160C	YBL075C	0
YOR065W	YDR231C	0
YBR039W	YKR016W	0
YLR393W	YKL155C	0
Q0045	YGR112W	0
YNL052W	YPR042C	0
YLR320W	YDR231C	0
Q0045	Q0140	0
YJR045C	YML081C-A	0
YPR042C	YBL030C	0
YGL187C	Q0250	0
YGL187C	YKL155C	0
YJR045C	YDL160C	0
YIL157C	YBL045C	0
Q0050	YBR255C-A	0
YGL191W	YGR112W	0
YJL062W-A	YEL024W	0
Q0250	YGL122C	0
YKR016W	YBL045C	0
YJR045C	YKR016W	0
YPR042C	YML081C-A	0
YGL187C	YDL160C	0
YDR529C	YBL045C	0
YHR076W	YKR016W	0
YGL122C	YGL187C	0
YHR051W	YJR045C	0
YPR042C	YDR377W	0
YJR045C	Q0250	0
YIL157C	YJR121W	0
YBL045C	YML030W	0
YML129C	Q0080	0
YNR017W	Q0250	0
YGL122C	YDL107W	0
YDR375C	YBR024W	0
YGR037C	YNR017W	0
YOL027C	YML030W	0
YPL078C	YJR045C	0
YIL111W	YPL078C	0
YHR051W	YEL024W	0
YML081C-A	YPR191W	0
YNR018W	YML030W	0
YJR121W	YGL187C	0
YPL215W	YLR320W	0
YHR051W	YKR016W	0
YJL166W	YNR018W	0
YKR016W	YPR042C	0
YGR062C	YDL160C	0
YLR320W	YGR112W	0
Q0085	YGL187C	0
YPR125W	YGL187C	0
YDR231C	YBR120C	0
YLR295C	YJL166W	0
YJL166W	YPR191W	0
YDR119W-A	YJL166W	0
Q0045	Q0250	0
YDL160C	YGL064C	0
YOR090C	Q0250	0
YBL045C	YPR191W	0
YBL045C	Q0045	0
YLR320W	YPL078C	0
YGL187C	YDR529C	0
YER154W	YPR191W	0
YNR019W	YBR185C	0
YNR017W	YOL027C	0
YEL024W	YHL038C	0
YBL030C	YPR125W	0
Q0050	YPL271W	0
YEL024W	YBL030C	0
YJL062W-A	YNR018W	0
YBL045C	YEL024W	0
YNL030W	Q0080	0
YNL052W	YGL122C	0
YKR016W	YGL187C	0
YKL016C	YEL024W	0
YML030W	YGR062C	0
YKR016W	YGL122C	0
YPR042C	YLR203C	0
YNL026W	YDL160C	0
YDR377W	YHR051W	0
YGL187C	YOR065W	0
Q0140	YHR076W	0
YNL030W	YPR042C	0
YGR174C	YDL160C	0
YIL111W	Q0080	0
YPR191W	YBL099W	0
YBR037C	YDL160C	0
YNL052W	YGR112W	0
YNL030W	YDL160C	0
YJR045C	YJL014W	0
YOR090C	YDL156W	0
YGL122C	YPR042C	0
YDL107W	YBL045C	0
YDR529C	YDL160C	0
YGR037C	YPL271W	0
YPL172C	YJR121W	0
YNR017W	YNL052W	0
YDR231C	YNR017W	0
YPL271W	Q0275	0
Q0045	YGL187C	0
YKR016W	YBR120C	0
YKL016C	YBL075C	0
