id1	id2	selfpairs
YNL026W	YIL051C	0
YNR018W	YPR191W	0
YDL107W	YJL062W-A	0
YDL160C	Q0115	0
YNL026W	YGL122C	0
YJL166W	YNL305C	0
Q0045	Q0085	0
YLR395C	YIL157C	0
YIL157C	Q0085	0
YJR121W	YHR076W	0
YBL030C	YLR320W	0
YDL160C	YPL078C	0
YPR191W	Q0158	0
YLR395C	Q0080	0
YPL215W	YML129C	0
YKL016C	YEL024W	0
YNL026W	YHL004W	0
YGL122C	YGL187C	0
YBL045C	Q0275	0
Q0105	YPR042C	0
YKL016C	YDL160C	0
YJL014W	YLR320W	0
YNL026W	YPR042C	0
Q0085	YBL030C	0
YLR295C	YDR231C	0
YEL024W	YDR119W-A	0
Q0250	Q0140	0
YGL122C	YMR256C	0
YDR375C	YOR090C	0
YDR529C	YBR039W	0
YDR119W-A	YKR016W	0
YNL305C	YGR062C	0
Q0105	Q0020	0
YOR090C	Q0070	0
Q0085	YNL030W	0
YJR045C	YJR121W	0
YDL107W	Q0105	0
YHL004W	Q0085	0
YKR016W	YBL045C	0
YGR132C	YIL157C	0
YDL004W	Q0105	0
YGL122C	YJR121W	0
YPL215W	YJR045C	0
YKR016W	YDL004W	0
YNR018W	YML081C-A	0
Q0130	YPR191W	0
YDL160C	YGL187C	0
Q0045	YBL045C	0
YKR016W	Q0070	0
YHR051W	YLR395C	0
YBR255C-A	YIL111W	0
YGR112W	YEL024W	0
Q0105	YGL122C	0
YBL045C	YDR231C	0
YGR112W	YGL187C	0
YDL160C	YPR191W	0
YGL122C	YLR320W	0
YLR393W	YGR037C	0
YKR016W	YGR112W	0
Q0255	YDL004W	0
YEL024W	Q0250	0
YGL122C	Q0140	0
YKR016W	YDL160C	0
YDL160C	YDL107W	0
YKR016W	YDR119W-A	0
YGR222W	YMR256C	0
Q0250	YBR185C	0
YPR042C	Q0105	0
Q0045	YNR018W	0
YNR018W	YBR009C	0
YBL045C	Q0250	0
YIL051C	YER142C	0
YNL026W	Q0045	0
YJL014W	YGL187C	0
YBR037C	YBL030C	0
YBR039W	YBL045C	0
YJR121W	Q0250	0
Q0120	YBR009C	0
Q0130	YER154W	0
YJL062W-A	Q0140	0
YBR024W	YDR119W-A	0
YPL078C	YKL016C	0
Q0130	YDL160C	0
YGL187C	YGL122C	0
YBR009C	Q0120	0
Q0045	YGR222W	0
YPL215W	Q0050	0
Q0080	YGL122C	0
YBL045C	YDL160C	0
YML129C	YBL045C	0
Q0130	Q0115	0
YBR255C-A	YGL064C	0
Q0050	YLR320W	0
