geneA,geneB,selfpairs
YBL099W,YML081C-A,0
YOR065W,YJL166W,0
Q0140,YLR320W,0
YLR395C,YNR018W,0
YJR045C,YBR255C-A,0
YGL122C,Q0140,0
YGR033C,YPR042C,0
YDL107W,YNR018W,0
YPR042C,YIL111W,0
YGL122C,YNR017W,0
Q0020,YDR529C,0
YBL045C,YBL099W,0
YPR125W,YGL187C,0
YGR062C,YNL026W,0
YDR529C,YJR121W,0
Q0130,YIL051C,0
YDL160C,Q0050,0
YPR042C,YBR255C-A,0
YDL107W,Q0085,0
YGR112W,YML030W,0
YIL157C,YNL052W,0
YBL099W,YKL016C,0
YGL122C,YGL191W,0
YPL215W,YGL187C,0
Q0250,YGL191W,0
Q0075,YJL062W-A,0
YGL187C,YJL062W-A,0
Q0105,YBR120C,0
YNL155W,YDL160C,0
YOR065W,YJL062W-A,0
YDL160C,Q0250,0
YGL187C,YDR231C,0
YJL062W-A,YGL064C,0
YGL122C,YLR320W,0
YML129C,YNR018W,0
YBL045C,Q0275,0
YBL045C,YBR039W,0
Q0080,YDL160C,0
YGL187C,YNL026W,0
YIL157C,YPL271W,0
YJR121W,YKR016W,0
YKR016W,YDR119W-A,0
YNL026W,YGL187C,0
YHR051W,YLR203C,0
Q0085,YGL122C,0
YGR132C,YNL052W,0
YEL024W,YGL122C,0
YPL078C,YGL122C,0
YDL160C,YIL157C,0
YOL027C,YKR016W,0
Q0250,Q0045,0
YDL107W,YGL122C,0
YDR231C,YLR203C,0
YMR256C,Q0105,0
YGL191W,YGR132C,0
YDR231C,YDR377W,0
YJL062W-A,YLR203C,0
Q0275,YNR018W,0
YKL016C,Q0105,0
YKR016W,YNR017W,0
YLR067C,YDR231C,0
YBR255C-A,YNL026W,0
YGL122C,YJL014W,0
YGL187C,YDL160C,0
YJR121W,YHR051W,0
Q0275,Q0105,0
YPR191W,Q0140,0
Q0250,Q0140,0
YGR112W,YHR051W,0
YNL030W,YGR112W,0
YML081C-A,YPL215W,0
YKR016W,YBR009C,0
Q0045,YJL166W,0
YER154W,YIL157C,0
YGL187C,YBL045C,0
YNR017W,YLR295C,0
YOR065W,YBL045C,0
YPL271W,YKR016W,0
YPR042C,YDL160C,0
YGL122C,YER154W,0
YNR018W,Q0045,0
YHR051W,YDR119W-A,0
YDL004W,YKR016W,0
YGR062C,YBL099W,0
YGL064C,YGL122C,0
YKL016C,YHR051W,0
YBL099W,YOR065W,0
YBR024W,Q0250,0
YDR231C,YBR024W,0
YDR375C,YGL187C,0
Q0045,YNL030W,0
YPL078C,YBR037C,0
YBR009C,YPL271W,0
YGR033C,YDL160C,0
YML081C-A,YJR045C,0
Q0105,YJL166W,0
YGL122C,YBR037C,0
YKR016W,YNR018W,0
YOL027C,Q0250,0
YBL045C,YDL107W,0
YNL305C,YJR045C,0
YJL166W,YNL026W,0
YPR042C,YKR016W,0
Q0275,YPR042C,0
YJR045C,YDR119W-A,0
YPR191W,YOR090C,0
Q0250,Q0120,0
YDR377W,Q0250,0
YBR037C,YPR042C,0
YJR045C,Q0085,0
YKL155C,YKR016W,0
YGR222W,YPR191W,0
YGL191W,Q0250,0
YDL004W,YJR045C,0
Q0140,YBL099W,0
YPR042C,YML030W,0
YLR295C,YDR231C,0
YER154W,YNL026W,0
YBL099W,YNL026W,0
YGR037C,YJL062W-A,0
YJR045C,YJR121W,0
YJL166W,YGL122C,0
