geneA,geneB,selfpairs
YDL160C,Q0045,0
YDR231C,YJR121W,0
YKR016W,YKL016C,0
YPL078C,YBR009C,0
YKL016C,YLR295C,0
YGR112W,Q0250,0
YNR018W,YBR039W,0
YDR375C,YDL004W,0
Q0105,YBR009C,0
YKR016W,YNL030W,0
YNR017W,YBR185C,0
YOR065W,YIR021W,0
YGL187C,YJR045C,0
YNL305C,Q0250,0
YPR191W,YBL099W,0
Q0105,YBL045C,0
YJL062W-A,YOR065W,0
YPR042C,YKR016W,0
YGL122C,Q0250,0
YBL045C,YKL016C,0
YKR016W,YGL122C,0
Q0130,YLR203C,0
YCR106W,YNL026W,0
YGL187C,YGR174C,0
YJR045C,YBR039W,0
YNL030W,YDL160C,0
YPR191W,YBR120C,0
YDR377W,Q0275,0
YGL122C,YDL160C,0
YKR016W,YPL271W,0
Q0110,Q0250,0
Q0080,YHR051W,0
YLR320W,YMR256C,0
YDR231C,YJR045C,0
YBL030C,YGL122C,0
YDL160C,YPL078C,0
YKR016W,YGL187C,0
Q0105,Q0130,0
YJL014W,YNR017W,0
YHR051W,YJR045C,0
Q0085,YGL122C,0
YNL052W,Q0070,0
YGR174C,YGR222W,0
YDR529C,YGL122C,0
Q0250,YML030W,0
YNL026W,YGR112W,0
YJL014W,YGR222W,0
YKR016W,YOR090C,0
Q0120,Q0105,0
YBL030C,YBL045C,0
YBL045C,YGR174C,0
Q0045,YJL166W,0
YIL157C,YDL004W,0
YER142C,YDL160C,0
YML129C,YDL160C,0
YPR042C,YJR121W,0
YGL122C,YIL157C,0
YBL099W,YBR120C,0
YBR120C,YDR377W,0
YGR062C,YOR090C,0
YKL016C,YNL026W,0
YML081C-A,YHL038C,0
Q0250,YDL004W,0
YDR119W-A,YDL160C,0
YPR191W,YBR039W,0
Q0250,YGL122C,0
Q0045,YDR377W,0
YJR045C,YNL026W,0
YJR045C,YNL026W,0
YBL099W,YNR017W,0
YDL160C,YBR009C,0
YGR037C,Q0080,0
YPR191W,YBL045C,0
YLR393W,YGR037C,0
YNL030W,YOR065W,0
YDR231C,Q0105,0
YPL271W,Q0130,0
YJL062W-A,YPL078C,0
YGL122C,YGL064C,0
YLR382C,Q0250,0
Q0275,YPR191W,0
YBR120C,YKL016C,0
YML129C,YNL052W,0
YHR051W,YGR112W,0
YOR065W,Q0085,0
YOR090C,YDR377W,0
YEL024W,Q0140,0
Q0275,YKL155C,0
Q0045,YPR042C,0
YLR395C,YJR045C,0
YKR016W,YER154W,0
YGL122C,YPR191W,0
YJL062W-A,YGL122C,0
YEL024W,YDR529C,0
YLR320W,YGL122C,0
YPR191W,YPL078C,0
Q0250,YJR045C,0
YBL045C,YNL026W,0
YHL004W,YKR016W,0
YIL157C,YNL026W,0
YDL160C,YBR037C,0
YBR039W,YJL166W,0
YPR042C,YKR016W,0
YGR112W,YPR140W,0
YDL160C,YER154W,0
YDR529C,YJR045C,0
YJR045C,Q0275,0
YNL305C,YNL052W,0
YHL004W,YJR121W,0
YNR018W,YJL062W-A,0
YNR018W,YGL122C,0
YNR018W,YKR016W,0
YEL024W,YKR016W,0
YLR395C,Q0045,0
YGL187C,YPR191W,0
YNR018W,YPL271W,0
Q0045,Q0020,0
YGL122C,YPL078C,0
YBR009C,YJR121W,0
YLR395C,YLR203C,0
YNL305C,YBL045C,0
YNL026W,YJR121W,0
YJL166W,YDL156W,0
YBR009C,YDR231C,0
YBR185C,Q0140,0
YJR045C,YDR231C,0
YGL122C,YGL191W,0
YPR140W,YOL027C,0
YKR016W,YBL045C,0
YLR067C,Q0250,0
YPR125W,YEL024W,0
YBL099W,YHR051W,0
YEL024W,YBR185C,0
YGL191W,YHL004W,0
YPR191W,YDR231C,0
YEL024W,YPR042C,0
YBL075C,YGL187C,0
YLR067C,YBR185C,0
Q0105,YDL160C,0
YDL160C,YNL052W,0
YJL014W,YBL030C,0
YBR185C,Q0045,0
YKR016W,YMR256C,0
Q0158,YJR121W,0
YBR009C,Q0055,0
YGR132C,YKR016W,0
YDL160C,Q0250,0
Q0275,YGL187C,0
YGL191W,YML081C-A,0
YBL045C,Q0105,0
YML129C,YMR256C,0
YDR231C,YLR295C,0
YER154W,YPR191W,0
Q0045,YPL271W,0
YDL160C,YGR062C,0
YPL215W,YGR112W,0
YGR112W,Q0085,0
YJL062W-A,YNR017W,0
YGL122C,YOL027C,0
YBL030C,YDR231C,0
YJR121W,YDR375C,0
YGR174C,YDR529C,0
YGL122C,Q0105,0
YBL099W,YGL187C,0
YPR042C,YLR203C,0
YBL099W,Q0120,0
YKR016W,YNR018W,0
YLR295C,Q0250,0
YGL122C,Q0250,0
YBR024W,YOL027C,0
YDL156W,YIL111W,0
YGR033C,YLR295C,0
YPR042C,YDR377W,0
YPL215W,YIL051C,0
YML081C-A,YPL215W,0
YGL122C,YPL172C,0
Q0045,YGR174C,0
YPR191W,YJR121W,0
YKR016W,YGL187C,0
YLR203C,YLR320W,0
YJR121W,YDR231C,0
Q0045,YDR377W,0
YPR125W,YOL027C,0
YBL045C,YPL215W,0
YNL026W,YER154W,0
YGL187C,YPL078C,0
YNR017W,YBR185C,0
Q0255,YGL187C,0
YKR016W,YGR222W,0
Q0105,YBR024W,0
YNL052W,Q0275,0
YDR529C,YPR042C,0
YDR231C,YBR037C,0
YBL045C,YPR191W,0
YJL166W,Q0250,0
YPR125W,YNL030W,0
YER154W,YDL160C,0
Q0115,YNL026W,0
YDL004W,YPL271W,0
YJR045C,YGL122C,0
YER154W,Q0250,0
YML030W,YPR125W,0
YHL038C,YDR231C,0
YER154W,YDL160C,0
YPL078C,Q0120,0
YDR231C,YEL024W,0
YML030W,YDL156W,0
YBL030C,YHR051W,0
YEL024W,YGL122C,0
YNL030W,YOL027C,0
YOR065W,YKR016W,0
YER154W,YKR016W,0
YGR132C,YPL078C,0
YPR042C,YGL187C,0
YPR125W,YMR244C-A,0
Q0045,Q0060,0
Q0045,YGL191W,0
YDL160C,YGR112W,0
YBL045C,YPR191W,0
YOL027C,YNR017W,0
YDL160C,YJL062W-A,0
YGL187C,YPL172C,0
YLR395C,YGL064C,0
YDR231C,YPR042C,0
YKR016W,YGL187C,0
YOL027C,YDL160C,0
YGL064C,YDR231C,0
Q0275,YML129C,0
Q0110,YGL187C,0
YLR203C,YDL107W,0
YGR033C,YLR203C,0
Q0050,YGL122C,0
YGR033C,YJR045C,0
YKL016C,YPL215W,0
YJR045C,YPR042C,0
YJR121W,YJL062W-A,0
YPL078C,YKL155C,0
YOR065W,YKL155C,0
YKR016W,YDL004W,0
YDR231C,YDR375C,0
YBL030C,YNL052W,0
YJR045C,YKR016W,0
YHR051W,Q0045,0
Q0160,YPL078C,0
Q0085,YPR042C,0
YJL166W,YEL024W,0
YLR395C,YDL160C-A,0
Q0250,YJR045C,0
YML129C,YGR037C,0
Q0250,YML030W,0
YEL024W,YML081C-A,0
YNL052W,YGL191W,0
YDL160C,YGL122C,0
Q0105,YGL187C,0
YGR062C,YPR191W,0
YLR295C,YBR255C-A,0
YER154W,Q0045,0
Q0105,YIL111W,0
Q0275,YGR062C,0
YLR203C,YBL030C,0
Q0050,YOL027C,0
YNR017W,YKL155C,0
YBR037C,YDR119W-A,0
YNL052W,YDL160C,0
YGL187C,YDR119W-A,0
YJL062W-A,YBL099W,0
YJR045C,YML030W,0
YGL122C,YPR042C,0
YGL187C,YML030W,0
Q0045,YBR009C,0
YJR045C,YGL187C,0
YLR320W,YBL045C,0
YPR042C,YKR016W,0
YGR112W,YKR016W,0
YDR119W-A,YER154W,0
