id1	id2	selfpairs
YER154W	Q0250	0
YLR067C	YJR045C	0
YML129C	Q0080	0
YGR222W	YBL045C	0
YML129C	YNR018W	0
YPR125W	YGL122C	0
YMR256C	YNL052W	0
YBL045C	Q0045	0
YGL187C	YGR033C	0
YOR065W	YDL156W	0
YKR016W	YBL099W	0
Q0085	YBL045C	0
Q0110	YHR076W	0
Q0250	YML030W	0
Q0045	YGR174C	0
YPL271W	YBL045C	0
YPL215W	YGL122C	0
YDR231C	YML129C	0
YLR395C	YJR045C	0
YJR045C	YPL078C	0
YDR231C	Q0050	0
YHR051W	YGL191W	0
YPR125W	YBL030C	0
YGR033C	Q0105	0
YOR090C	YML030W	0
YDR119W-A	YBL045C	0
YPL215W	YNR018W	0
YNR018W	YKR016W	0
YNR019W	YEL024W	0
Q0045	YBL030C	0
YBL030C	YBR255C-A	0
YDR529C	YJR121W	0
Q0275	YGL187C	0
YMR244C-A	Q0110	0
Q0080	YGL122C	0
YDL156W	YKL155C	0
Q0045	Q0130	0
YKR016W	YDR377W	0
YHL038C	YNL155W	0
YDL160C	Q0085	0
YGL187C	YNL052W	0
YGR033C	YBL075C	0
YDL160C	Q0275	0
YKR016W	Q0105	0
YKL155C	YBR255C-A	0
YNL305C	YJL166W	0
YNR018W	YHL004W	0
YDR231C	Q0255	0
YJR045C	YGR112W	0
YLR320W	YJR045C	0
YLR320W	Q0275	0
YDR377W	YLR320W	0
YGL122C	YMR244C-A	0
YPR042C	YGR222W	0
YGL187C	Q0060	0
Q0045	Q0250	0
YKL016C	YLR203C	0
YGR222W	Q0085	0
YLR203C	YIL157C	0
YJR045C	YNR018W	0
Q0105	YDL156W	0
YGL064C	Q0275	0
YHL004W	YML030W	0
YGR112W	YPR191W	0
YOR090C	YGR062C	0
YMR244C-A	YLR395C	0
YKR016W	YLR203C	0
YGL064C	YJR045C	0
YML030W	YBR185C	0
YGL187C	YHR051W	0
Q0275	Q0045	0
YNL052W	Q0045	0
YHR051W	YML081C-A	0
YJR045C	YDR377W	0
YJL166W	Q0020	0
YML030W	YBL099W	0
YKL016C	YGL122C	0
YNR018W	YPL078C	0
YDR231C	YJL166W	0
Q0250	Q0105	0
YML030W	YDL160C	0
Q0080	YML129C	0
YML030W	Q0085	0
Q0140	Q0045	0
YKR016W	YBL045C	0
YBL045C	Q0250	0
YPL215W	YDL160C	0
YBL045C	YPR042C	0
YGR112W	Q0045	0
YBL030C	Q0140	0
Q0085	YNL305C	0
YHL004W	YBR009C	0
YGR033C	YNR017W	0
YBL099W	YJR121W	0
YGL187C	YLR320W	0
YEL024W	YDL160C	0
YPR042C	YML030W	0
Q0110	Q0045	0
YJR045C	YGL187C	0
YNL026W	YDR529C	0
YLR203C	YDR231C	0
YNR017W	Q0250	0
YJR045C	YLR295C	0
YDR231C	Q0250	0
Q0275	Q0045	0
YLR203C	YBR009C	0
YPL078C	YOL027C	0
YGL122C	YJR045C	0
YKL016C	Q0250	0
Q0045	YDL160C	0
YNL026W	YLR203C	0
YPR042C	YHR051W	0
YGL122C	YGR037C	0
YDL107W	YKR016W	0
YGL187C	Q0250	0
YBR039W	YML081C-A	0
YLR295C	YDL160C	0
YHR076W	YIL157C	0
Q0275	YBR037C	0
YJR045C	YLR295C	0
YIL157C	Q0275	0
YPL078C	YPR140W	0
Q0110	YOR090C	0
YGR033C	YDL160C	0
YEL024W	YDR231C	0
YPL078C	YGR222W	0
YBL045C	YBR185C	0
YHL004W	YDL160C	0
Q0080	YJR121W	0
YOR090C	YDL156W	0
YLR295C	YDL160C	0
YGL187C	YGR062C	0
YLR067C	YLR395C	0
YDL160C-A	YNL026W	0
YDL160C	Q0250	0
YDL107W	YKR016W	0
YDL160C	YPR042C	0
YEL024W	Q0250	0
YNL026W	YGR222W	0
YDR377W	Q0130	0
YDL160C	YNL026W	0
YBR039W	YPL271W	0
YMR256C	YOR090C	0
Q0050	YML129C	0
YDR231C	YKR016W	0
YKR016W	YHR051W	0
YEL024W	YMR256C	0
YDL107W	YPR140W	0
Q0045	YDR375C	0
Q0140	YPL078C	0
YBR255C-A	YGL187C	0
YNL052W	YGR132C	0
YJR045C	Q0080	0
YDR119W-A	YBR024W	0
YGL187C	YGL122C	0
YKR016W	YGL187C	0
YJR045C	YBL045C	0
YDR529C	YBL099W	0
YJL062W-A	YJR045C	0
YDL156W	YPR042C	0
YDR231C	YDR377W	0
YGL122C	YOL027C	0
YJR045C	YIL111W	0
Q0130	YNL026W	0
YPL271W	Q0085	0
YKR016W	YPR042C	0
YDL160C	YNL052W	0
YJL062W-A	YJR121W	0
YPR042C	YKR016W	0
YNL305C	YGL191W	0
YDL107W	YDR119W-A	0
Q0120	YJL166W	0
YNL052W	YNR017W	0
YNL026W	YDL160C	0
YDR231C	Q0160	0
YDL004W	YJL062W-A	0
YKR016W	YNL030W	0
YOL027C	YGL187C	0
YOL027C	YBL045C	0
Q0250	YBL045C	0
YMR256C	YOR065W	0
YHR076W	YBL099W	0
YKR016W	YLR395C	0
YJL166W	YML030W	0
Q0250	YER154W	0
YNL155W	YGR174C	0
YLR203C	YIL111W	0
YDL160C	YLR203C	0
YDR119W-A	YDL160C	0
YGR112W	YBR009C	0
YGR112W	YKR016W	0
YGL191W	YML030W	0
YHR076W	YDL004W	0
YBL030C	YGR062C	0
Q0085	YBR185C	0
YNR018W	YGR112W	0
YNR018W	YGL187C	0
YPL271W	YGL187C	0
Q0115	YDL160C	0
YDL160C	YJL166W	0
YGR112W	YLR067C	0
YGL191W	YNL030W	0
YER154W	YGL187C	0
YKR016W	YBR120C	0
YDR529C	YDR231C	0
YGL122C	YGR174C	0
