geneA,geneB,selfpairs
YBL045C,Q0080,0
YEL024W,Q0120,0
YPL215W,YBR039W,0
YHR051W,YGR132C,0
YPL078C,YPR042C,0
Q0250,YGL191W,0
YDL107W,YKR016W,0
YIL157C,YNL052W,0
YPR191W,YGL122C,0
YLR067C,YBR120C,0
YER154W,YDL160C,0
YBL045C,YDL160C,0
Q0130,YDL156W,0
YGL122C,YGL187C,0
Q0050,YHR051W,0
YDL160C,YKL016C,0
YJR045C,YNL305C,0
Q0045,YKR016W,0
YNL026W,YLR203C,0
YDL160C-A,YPL078C,0
YJR045C,YPR125W,0
YML129C,YBR009C,0
YKL016C,YHR051W,0
YPL172C,YOL027C,0
YPL078C,YGL122C,0
YOL027C,YPL172C,0
YJL014W,YGL187C,0
YDL107W,Q0045,0
Q0065,YBR185C,0
YJL166W,YDL160C,0
Q0080,YDL160C,0
Q0160,YNR019W,0
YNR018W,YHR076W,0
YBR009C,YBL030C,0
YML030W,Q0250,0
YDR231C,Q0140,0
YBL030C,YDL004W,0
YNL026W,YPR042C,0
YKR016W,YLR295C,0
YPR042C,YGL064C,0
YNR018W,YGL187C,0
YOR065W,Q0250,0
YPR042C,YBL099W,0
YPL078C,YLR203C,0
YBL030C,YBR039W,0
Q0045,YBR039W,0
YKR016W,YNR017W,0
YLR395C,YHL038C,0
YBR037C,YNL052W,0
YBR024W,YNR017W,0
Q0275,YJR045C,0
YPL215W,Q0158,0
Q0045,YLR295C,0
YEL024W,YGR112W,0
YNL030W,YKR016W,0
YNR018W,YGR033C,0
YPR042C,YJL062W-A,0
YNR018W,YBR039W,0
YGL122C,YGL191W,0
YJR045C,YER142C,0
YDL160C,YKL016C,0
YDR231C,YDL004W,0
Q0140,Q0080,0
YGR112W,YJR045C,0
YPR191W,YNR017W,0
YDL004W,YHL004W,0
Q0085,Q0115,0
YLR320W,YHR051W,0
YGL064C,Q0250,0
YLR320W,YNL026W,0
YBL045C,YDL004W,0
YLR203C,YBR255C-A,0
YBL099W,YER154W,0
YHR076W,YDL160C,0
YLR295C,YER154W,0
YBL045C,Q0275,0
YNL305C,Q0045,0
YJR045C,YGL187C,0
YDL156W,Q0275,0
YGL122C,YNL052W,0
YPL271W,Q0250,0
YIL157C,YGL122C,0
YDR377W,Q0275,0
YKR016W,YDR231C,0
Q0085,Q0250,0
YDR231C,YNR017W,0
YBL030C,YDR375C,0
Q0140,Q0250,0
YBL099W,YJR045C,0
YPR042C,YER154W,0
Q0250,YPR140W,0
YOR065W,YGL064C,0
YJR121W,YHR051W,0
YPR125W,YJR045C,0
YGR112W,YBL099W,0
YPL078C,YPR191W,0
Q0045,YDL107W,0
YPL078C,YDR231C,0
YGL191W,YJR121W,0
Q0085,YBL045C,0
YNL026W,YKL016C,0
YDL160C,Q0250,0
Q0105,YGL122C,0
YKR016W,YML129C,0
Q0140,Q0105,0
YMR244C-A,YPR125W,0
YBL099W,YGR033C,0
YBR024W,YGR112W,0
YLR203C,YIL111W,0
YML030W,YLR295C,0
YNR017W,YJR045C,0
YGL187C,YJL166W,0
YGL187C,YML129C,0
YDR231C,YBR039W,0
YJR045C,Q0045,0
Q0250,YPL078C,0
YML081C-A,YIL051C,0
YDL160C,Q0105,0
YBL045C,YGL122C,0
Q0250,YDL156W,0
YNL305C,YGR174C,0
YGL122C,YHR051W,0
YNR018W,YKR016W,0
Q0110,YPL271W,0
YKL155C,Q0085,0
YGL187C,YOR065W,0
YGL187C,YGL064C,0
YGL122C,YDL107W,0
YML030W,YML129C,0
YPR042C,YDL160C,0
Q0105,YPR125W,0
YML030W,YGL187C,0
YDR529C,YPR042C,0
YJR045C,YGL187C,0
YNL026W,Q0085,0
YMR256C,Q0115,0
YJL166W,YOR090C,0
YBR009C,YLR203C,0
YML129C,Q0105,0
Q0105,YML081C-A,0
YDL160C,YML030W,0
YOL027C,YLR395C,0
YHR076W,YBL030C,0
YDL160C,Q0105,0
YDR377W,YJL166W,0
YBR255C-A,YNR017W,0
YHR051W,YPR042C,0
YPL271W,YNR018W,0
YBL045C,YGR112W,0
YOL027C,YKR016W,0
YML030W,YKL155C,0
YGL187C,YDR231C,0
YIL157C,YOL027C,0
YDL160C,Q0250,0
YKR016W,YPL215W,0
YBL045C,YGR112W,0
YJL062W-A,YPL078C,0
YGR132C,YBR039W,0
YIL111W,YKL016C,0
YLR320W,YDR529C,0
YLR320W,YBL030C,0
YGL122C,YLR382C,0
YMR256C,YDR529C,0
YPR042C,Q0250,0
YLR203C,YNR017W,0
YMR256C,YKL016C,0
YGR033C,YDL160C,0
YBL045C,YHR051W,0
YDR231C,YBL045C,0
YNR018W,YBL045C,0
Q0045,YHR076W,0
