geneA,geneB,selfpairs
YIL111W,YNL052W,0
YBL030C,YJR045C,0
Q0255,YGL122C,0
YLR203C,YDR529C,0
YDR231C,YMR256C,0
YJR045C,YMR256C,0
YJR121W,YDR231C,0
Q0250,YLR203C,0
YNL052W,YGL191W,0
YNL026W,YNR017W,0
YKR016W,YGL187C,0
YBR039W,Q0130,0
YKL016C,Q0045,0
YPR125W,YJR045C,0
YJL166W,Q0130,0
Q0045,YPL215W,0
Q0130,YBR009C,0
YPR191W,YML081C-A,0
YOR065W,YNR017W,0
YBR039W,YPL078C,0
YOR090C,YBL075C,0
YBR024W,YJL166W,0
YDL160C,YBL045C,0
Q0275,YBR255C-A,0
YLR203C,YPR191W,0
YGL122C,YML129C,0
YBR120C,YGR112W,0
YBR255C-A,Q0275,0
YML129C,YKL016C,0
YNR019W,YJR045C,0
YDR375C,YDR231C,0
YDL160C,YPR042C,0
YKL016C,YKR016W,0
YGL187C,YDL160C,0
Q0105,YGL187C,0
YDL160C,Q0050,0
Q0070,YBR255C-A,0
YGL064C,YDL160C,0
Q0275,Q0140,0
YDL004W,YGR112W,0
YBL099W,Q0120,0
YDR119W-A,Q0250,0
Q0085,Q0250,0
YBR120C,YPR042C,0
YEL024W,YJL166W,0
YMR256C,YJR045C,0
YLR295C,Q0055,0
YDL004W,Q0275,0
YBR039W,Q0250,0
Q0045,YPL215W,0
YDR375C,YLR295C,0
YDL160C,Q0250,0
YDR231C,YML030W,0
YJL062W-A,YBR039W,0
YKR016W,YPL215W,0
YBL030C,YIL157C,0
YGR062C,YGL187C,0
YBR024W,YHL004W,0
YHR051W,YBL030C,0
YLR320W,YIL111W,0
YGL187C,YKL016C,0
YDL156W,Q0050,0
YDR375C,YBL030C,0
YNL026W,YIL157C,0
YGR222W,YIL157C,0
YML129C,YDR119W-A,0
YGR033C,Q0080,0
YGL191W,YGR222W,0
Q0250,YKR016W,0
YNL052W,YGL187C,0
YNL030W,YBL045C,0
YKR016W,YPR042C,0
YJR045C,Q0275,0
YBR120C,YKL016C,0
Q0275,YIL111W,0
YPR042C,YNL026W,0
YJR045C,Q0080,0
Q0140,YBR120C,0
YEL024W,YNR017W,0
YNR017W,YNL030W,0
YDR231C,YML129C,0
YJR045C,YHR076W,0
Q0085,YBL045C,0
YBL099W,Q0045,0
Q0105,YGR174C,0
YPL078C,YGR033C,0
YDL160C,Q0130,0
YBR185C,YGR037C,0
Q0275,YBR037C,0
YGR033C,YOR090C,0
YLR320W,YGR112W,0
YKL155C,YDR231C,0
YDR231C,YNL155W,0
YIL157C,YDL160C,0
YDL160C,YPR042C,0
YGL122C,YEL024W,0
YOR090C,Q0275,0
YDR231C,YKL016C,0
YNL030W,YLR203C,0
YPR191W,Q0130,0
YMR244C-A,YPR191W,0
YLR295C,YGL187C,0
YPR042C,YHR051W,0
YBL045C,YDR119W-A,0
YJR045C,YGL191W,0
YLR295C,YKR016W,0
YGL191W,YBR185C,0
YBL099W,YGL187C,0
Q0140,YGR037C,0
YPL271W,YNL026W,0
Q0085,YBR255C-A,0
Q0085,YGL187C,0
YDR377W,Q0275,0
YDL107W,YPR042C,0
YGL122C,YGL187C,0
YOR090C,YKL155C,0
Q0085,YDL160C,0
YNR018W,YDR529C,0
Q0045,YBL099W,0
YHR051W,Q0250,0
YDL160C,YGL187C,0
YPR042C,YPR140W,0
YJR121W,YMR244C-A,0
Q0050,YGL122C,0
YNL052W,YGL187C,0
YJR045C,Q0105,0
YBL099W,YKR016W,0
YDR377W,YCR106W,0
YBL030C,YMR256C,0
YDL160C,YOL027C,0
YIL157C,YBL045C,0
YHR051W,YPL172C,0
YBL099W,YJR045C,0
YML030W,YLR295C,0
YLR320W,YBL045C,0
YPL078C,YGR222W,0
YDL160C,YKR016W,0
YOR065W,YPR042C,0
YDR231C,YPR042C,0
YHR051W,YBL045C,0
YIL111W,Q0250,0
YGL187C,Q0085,0
YGR112W,YBL045C,0
YKL016C,YOL027C,0
YJR121W,Q0250,0
YKL016C,YGL191W,0
YDL004W,YPL078C,0
YLR067C,YGR112W,0
YOR090C,YDL156W,0
YML129C,Q0080,0
Q0045,YGL122C,0
Q0115,Q0085,0
YLR067C,YNL052W,0
YDR529C,YGL122C,0
YJR045C,Q0130,0
YML030W,Q0275,0
Q0250,YJR121W,0
YJL166W,YGR062C,0
YOL027C,YEL024W,0
YGL187C,YNR017W,0
YDL160C,YJL014W,0
Q0045,YMR256C,0
YBR255C-A,YEL024W,0
YPR042C,YGL187C,0
YPR042C,YEL024W,0
Q0085,YDR231C,0
YOR065W,Q0085,0
YEL024W,YPR191W,0
YKR016W,YGL187C,0
YGL187C,YJR045C,0
YOR065W,YPR191W,0
YPR042C,YGL064C,0
YPL271W,YDR377W,0
YGL187C,YGL122C,0
YBL075C,YKL016C,0
YBL030C,YGR112W,0
YNL026W,YHL038C,0
Q0130,YKR016W,0
YBR255C-A,YPR125W,0
YBR039W,Q0050,0
YML081C-A,Q0275,0
YGL122C,Q0045,0
YNL305C,Q0160,0
YPR042C,YGL187C,0
Q0250,YKR016W,0
YDR119W-A,YML129C,0
YLR393W,YDR529C,0
YPR125W,YDL160C,0
YPL215W,YDR231C,0
YLR395C,YML129C,0
YDL004W,YNL155W,0
YPR042C,YGR132C,0
YML129C,YPL215W,0
YDL160C,YPR042C,0
YLR203C,YGL122C,0
YOR065W,YLR320W,0
YML030W,YKR016W,0
YDL004W,YJR045C,0
YDL160C,YGL122C,0
YIL051C,YNL305C,0
YDL160C,Q0250,0
YDL160C,YNR017W,0
YDL156W,YPR191W,0
YJR045C,YPL271W,0
