geneA,geneB,selfpairs
YHR051W,Q0085,0
Q0085,Q0250,0
Q0115,YPR042C,0
YDR119W-A,YJR045C,0
YNL026W,YHR051W,0
Q0085,YDR377W,0
YDR377W,YBL045C,0
YJR045C,YGL122C,0
YKR016W,YGR112W,0
Q0085,YKR016W,0
Q0080,YPL271W,0
Q0250,YDL160C,0
YDL160C,YLR295C,0
YNL155W,YPR191W,0
YJR121W,YDR119W-A,0
Q0045,YGR037C,0
YBL045C,YLR067C,0
YPR042C,YKR016W,0
YOR090C,YDL160C,0
YOL027C,YGL191W,0
YGL187C,Q0250,0
YEL024W,YBL099W,0
YMR244C-A,Q0085,0
YNL030W,YLR203C,0
Q0250,YDL160C,0
YNL305C,YJR121W,0
YKL016C,YBL045C,0
Q0105,YDR119W-A,0
YGL122C,YLR203C,0
Q0250,Q0275,0
YDL160C,YNR017W,0
YML129C,Q0250,0
YGL187C,YNR018W,0
YML129C,Q0158,0
YDR231C,Q0085,0
YNR017W,YBR009C,0
YJR045C,YDR529C,0
YBR255C-A,YPR191W,0
YLR382C,YNL026W,0
YHR051W,YGR174C,0
YGL187C,YOL027C,0
YOR065W,YBL045C,0
YOR090C,Q0045,0
Q0045,Q0110,0
YKR016W,YDR231C,0
YJR045C,YJR121W,0
YBR255C-A,YKR016W,0
YLR320W,Q0045,0
YDL160C,YBR185C,0
YGR062C,Q0275,0
YPL271W,YGL122C,0
Q0105,YDL160C,0
YKR016W,Q0050,0
YBL045C,Q0250,0
YNL305C,YGL122C,0
YPR191W,YNL052W,0
Q0085,YGL187C,0
Q0105,YPR042C,0
YDR119W-A,YJL062W-A,0
YGL064C,YJL062W-A,0
YEL024W,YML129C,0
YNL052W,YHL004W,0
YOR065W,YGL191W,0
YKR016W,YDR529C,0
YJR045C,YJL062W-A,0
YGL122C,Q0140,0
YGR062C,Q0250,0
YNR018W,YLR393W,0
YER154W,Q0250,0
YJL062W-A,YJR045C,0
YDL160C,YML030W,0
YGR222W,YGL122C,0
YML129C,Q0080,0
YDL004W,YHL004W,0
YJR045C,YPR191W,0
YJR045C,YPR042C,0
Q0085,YDL160C,0
YBL030C,YML129C,0
YEL024W,YGR174C,0
YDL156W,YGL187C,0
YBL030C,YJR045C,0
Q0105,YDR119W-A,0
YDL160C,YGL187C,0
YHR076W,YBR024W,0
Q0045,YDL156W,0
YPR191W,Q0055,0
YJL166W,YDR529C,0
Q0250,YBL099W,0
YGR033C,Q0120,0
YDL160C,YGL187C,0
YGL122C,YDR231C,0
YNR017W,YIL051C,0
YHR051W,YNL052W,0
YKL155C,YLR382C,0
YGR112W,YDL160C,0
YOL027C,YPR042C,0
YGL187C,YML129C,0
YBL099W,YML030W,0
YDL160C,YBL075C,0
Q0160,YPR042C,0
YBL075C,YOR090C,0
YLR067C,Q0080,0
YML030W,YDR377W,0
YGL191W,Q0105,0
YBL099W,Q0105,0
YJR045C,YGL187C,0
YNL052W,YKR016W,0
YEL024W,Q0045,0
YHR076W,YDL004W,0
YGL122C,YDL160C,0
YLR295C,YLR393W,0
Q0105,YGL191W,0
YBL030C,YBR024W,0
YPR042C,YKR016W,0
YBR039W,YGR222W,0
YKR016W,YMR256C,0
YDL156W,YGL187C,0
YBL045C,YLR395C,0
YOR090C,YGL191W,0
YPL215W,YPR042C,0
Q0250,YNR018W,0
YNL052W,YLR203C,0
YJR045C,YGL122C,0
Q0140,YPL078C,0
YIL051C,YGL122C,0
YHR051W,YNL026W,0
YNR018W,YHR076W,0
YKR016W,YDL107W,0
YLR067C,Q0250,0
YNL030W,YBL045C,0
YBR009C,Q0130,0
YMR244C-A,YBR009C,0
YHR051W,YKR016W,0
YML030W,Q0060,0
YDR375C,YGL122C,0
Q0060,YGL187C,0
YGR112W,YKL016C,0
YBL045C,YNR018W,0
YGL187C,Q0140,0
YGR037C,Q0045,0
YOR065W,Q0115,0
YBR024W,YDR529C,0
YBR255C-A,YPR140W,0
YBL045C,YER154W,0
Q0275,YDL160C,0
YKR016W,YGR033C,0
YJR121W,YMR256C,0
YPL271W,YJR045C,0
YBR255C-A,Q0070,0
Q0085,YML030W,0
YDL160C,YEL024W,0
YKR016W,YJR045C,0
YML081C-A,YBR120C,0
Q0115,YBR009C,0
Q0130,YPL215W,0
YJL166W,Q0085,0
YPL172C,YOR065W,0
YOR065W,YNL026W,0
YBL045C,YER154W,0
