id1	id2	tag	tag_counts	selfpairs
YDL156W	YNL052W	YDL156W_YNL052W	1	0
YDR119W-A	YOR065W	YDR119W-A_YOR065W	1	0
YDR377W	YNR018W	YDR377W_YNR018W	1	0
Q0250	YBR039W	Q0250_YBR039W	1	0
YDL160C	YLR393W	YDL160C_YLR393W	1	0
Q0045	YHR076W	Q0045_YHR076W	1	0
Q0085	YLR295C	Q0085_YLR295C	1	0
YMR256C	YNL305C	YMR256C_YNL305C	1	0
YBL030C	YGR112W	YBL030C_YGR112W	1	0
YDL160C	YDR377W	YDL160C_YDR377W	1	0
YMR256C	YOR090C	YMR256C_YOR090C	1	0
Q0120	YHR076W	Q0120_YHR076W	1	0
YIL157C	YOR090C	YIL157C_YOR090C	1	0
Q0085	YJL062W-A	Q0085_YJL062W-A	1	0
Q0275	YDL004W	Q0275_YDL004W	1	0
YDR231C	YER154W	YDR231C_YER154W	1	0
YBR039W	YDL160C	YBR039W_YDL160C	1	0
YBR255C-A	YDL160C	YBR255C-A_YDL160C	1	0
YGR222W	YLR203C	YGR222W_YLR203C	1	0
Q0105	YBR185C	Q0105_YBR185C	1	0
YBR024W	YGR112W	YBR024W_YGR112W	1	0
Q0120	YPR042C	Q0120_YPR042C	1	0
YHR051W	YKL016C	YHR051W_YKL016C	1	0
YBR255C-A	YGL122C	YBR255C-A_YGL122C	1	0
YHL004W	YNR018W	YHL004W_YNR018W	1	0
YBL099W	YNL026W	YBL099W_YNL026W	1	0
YGR112W	YKL016C	YGR112W_YKL016C	1	0
YER154W	YHL004W	YER154W_YHL004W	1	0
YGL122C	YLR295C	YGL122C_YLR295C	1	0
YKR016W	YNR017W	YKR016W_YNR017W	1	0
YGL122C	YLR295C	YGL122C_YLR295C	1	0
Q0045	YDR231C	Q0045_YDR231C	1	0
YJR045C	YNL026W	YJR045C_YNL026W	1	0
YDR231C	YER142C	YDR231C_YER142C	1	0
YDL160C-A	YGL187C	YDL160C-A_YGL187C	1	0
YIL157C	YLR203C	YIL157C_YLR203C	1	0
YJL166W	YOR065W	YJL166W_YOR065W	1	0
YBR185C	YIL111W	YBR185C_YIL111W	1	0
YGR174C	YHR051W	YGR174C_YHR051W	1	0
YJR045C	YLR067C	YJR045C_YLR067C	1	0
YHL038C	YPR191W	YHL038C_YPR191W	1	0
YGL122C	YML129C	YGL122C_YML129C	1	0
YDR119W-A	YGR222W	YDR119W-A_YGR222W	1	0
YGR112W	YKR016W	YGR112W_YKR016W	1	0
Q0250	YGL191W	Q0250_YGL191W	1	0
Q0080	YJR045C	Q0080_YJR045C	1	0
YGL187C	YML129C	YGL187C_YML129C	1	0
Q0075	YLR203C	Q0075_YLR203C	1	0
YBL045C	YLR395C	YBL045C_YLR395C	1	0
YDR529C	YKL016C	YDR529C_YKL016C	1	0
YGL122C	YML030W	YGL122C_YML030W	1	0
YGL191W	YHL004W	YGL191W_YHL004W	1	0
YLR203C	YPR191W	YLR203C_YPR191W	1	0
YJL166W	YNL052W	YJL166W_YNL052W	1	0
Q0140	YPR042C	Q0140_YPR042C	1	0
YEL024W	YKL155C	YEL024W_YKL155C	1	0
YDL160C	YER154W	YDL160C_YER154W	1	0
YJR045C	YML081C-A	YJR045C_YML081C-A	1	0
YGL064C	YPR191W	YGL064C_YPR191W	1	0
Q0275	YDL160C	Q0275_YDL160C	1	0
YGL187C	YPL271W	YGL187C_YPL271W	1	0
YNR018W	YOR090C	YNR018W_YOR090C	1	0
YJL166W	YJR045C	YJL166W_YJR045C	1	0
YML030W	YNR019W	YML030W_YNR019W	1	0
YGR112W	YML030W	YGR112W_YML030W	1	0
Q0055	YJR121W	Q0055_YJR121W	1	0
YBL030C	YMR256C	YBL030C_YMR256C	1	0
Q0250	YPR140W	Q0250_YPR140W	1	0
YJL166W	YJR045C	YJL166W_YJR045C	1	0
YGL064C	YGL187C	YGL064C_YGL187C	1	0
Q0105	YPR042C	Q0105_YPR042C	1	0
YDL160C-A	YOR090C	YDL160C-A_YOR090C	1	0
Q0130	YGL187C	Q0130_YGL187C	1	0
Q0045	Q0250	Q0045_Q0250	1	0
YHL004W	YJR121W	YHL004W_YJR121W	1	0
YKR016W	YLR067C	YKR016W_YLR067C	1	0
Q0250	YDR231C	Q0250_YDR231C	1	0
YML129C	YPR042C	YML129C_YPR042C	1	0
YGR112W	YLR203C	YGR112W_YLR203C	1	0
Q0158	YBR009C	Q0158_YBR009C	1	0
Q0130	YLR395C	Q0130_YLR395C	1	0
Q0080	YDL156W	Q0080_YDL156W	1	0
YBL099W	YNL052W	YBL099W_YNL052W	1	0
Q0130	YDR231C	Q0130_YDR231C	1	0
Q0120	YPR191W	Q0120_YPR191W	1	0
YDL160C	YJL062W-A	YDL160C_YJL062W-A	1	0
YGR033C	YPL271W	YGR033C_YPL271W	1	0
YDR119W-A	YNL305C	YDR119W-A_YNL305C	1	0
Q0085	YGR033C	Q0085_YGR033C	1	0
YKR016W	YPR042C	YKR016W_YPR042C	1	0
YDR529C	YKL016C	YDR529C_YKL016C	1	0
Q0105	YOL027C	Q0105_YOL027C	1	0
YGL191W	YGR132C	YGL191W_YGR132C	1	0
YGL064C	YHR076W	YGL064C_YHR076W	1	0
Q0275	YKR016W	Q0275_YKR016W	1	0
YDR375C	YJR045C	YDR375C_YJR045C	1	0
YGL122C	YGL191W	YGL122C_YGL191W	1	0
Q0130	Q0275	Q0130_Q0275	1	0
YEL024W	YMR244C-A	YEL024W_YMR244C-A	1	0
YGR033C	YKL016C	YGR033C_YKL016C	1	0
YJL062W-A	YPR042C	YJL062W-A_YPR042C	1	0
YBL045C	YNR017W	YBL045C_YNR017W	1	0
YBL099W	YJL062W-A	YBL099W_YJL062W-A	1	0
YJR121W	YLR382C	YJR121W_YLR382C	1	0
YNL026W	YPR042C	YNL026W_YPR042C	1	0
YBL099W	YJR045C	YBL099W_YJR045C	1	0
Q0045	Q0120	Q0045_Q0120	1	0
YGL187C	YGR174C	YGL187C_YGR174C	1	0
YDR375C	YNL030W	YDR375C_YNL030W	1	0
Q0050	Q0085	Q0050_Q0085	1	0
YBL045C	YLR395C	YBL045C_YLR395C	1	0
YBL045C	YJL062W-A	YBL045C_YJL062W-A	1	0
YBL075C	YNL052W	YBL075C_YNL052W	1	0
YER154W	YPR042C	YER154W_YPR042C	1	0
Q0050	YNL052W	Q0050_YNL052W	1	0
Q0060	YNL026W	Q0060_YNL026W	1	0
YGL122C	YML081C-A	YGL122C_YML081C-A	1	0
Q0255	YKR016W	Q0255_YKR016W	1	0
YHR051W	YIL051C	YHR051W_YIL051C	1	0
YBL099W	YLR320W	YBL099W_YLR320W	1	0
YBL045C	YEL024W	YBL045C_YEL024W	1	0
YDL160C	YKL016C	YDL160C_YKL016C	1	0
Q0115	YBL045C	Q0115_YBL045C	1	0
Q0020	YNR017W	Q0020_YNR017W	1	0
YJL166W	YML129C	YJL166W_YML129C	1	0
Q0065	Q0140	Q0065_Q0140	1	0
YGR062C	YNR018W	YGR062C_YNR018W	1	0
YGL187C	YLR203C	YGL187C_YLR203C	1	0
YML129C	YPL078C	YML129C_YPL078C	1	0
YNL026W	YPR042C	YNL026W_YPR042C	1	0
YBL045C	YKR016W	YBL045C_YKR016W	1	0
YJL062W-A	YLR203C	YJL062W-A_YLR203C	1	0
Q0065	Q0080	Q0065_Q0080	1	0
Q0105	Q0110	Q0105_Q0110	1	0
YIL111W	YJL166W	YIL111W_YJL166W	1	0
Q0070	Q0250	Q0070_Q0250	1	0
YKR016W	YML129C	YKR016W_YML129C	1	0
YBR255C-A	YGL187C	YBR255C-A_YGL187C	1	0
YBR039W	YHL038C	YBR039W_YHL038C	1	0
Q0250	YPR191W	Q0250_YPR191W	1	0
