geneA,geneB,selfpairs
YDR377W,YJL062W-A,0
YNL052W,YER154W,0
YNR018W,Q0250,0
YBL030C,YBR120C,0
YDL160C,YGL122C,0
YBL045C,YDL160C,0
YKR016W,YJR045C,0
YJR045C,YBR120C,0
YML030W,YDR119W-A,0
YDR231C,YGL122C,0
YGR033C,YGL122C,0
YJR121W,YDL160C,0
YBL045C,YGL187C,0
YGR112W,Q0045,0
Q0085,YGR112W,0
YBR255C-A,Q0085,0
Q0105,YJL014W,0
YPL078C,YKR016W,0
YDL160C,Q0045,0
YDR231C,Q0250,0
YBL030C,YGL187C,0
YGR062C,Q0080,0
YJR045C,YLR320W,0
YML129C,YJR045C,0
YNL026W,Q0250,0
YDL160C,Q0250,0
Q0080,YHL004W,0
Q0045,YGR033C,0
YNR017W,YGL064C,0
YPR191W,Q0250,0
YPR191W,YBL045C,0
YKR016W,YDR377W,0
YNR018W,YBL045C,0
YBR037C,YJL166W,0
YNL026W,Q0085,0
Q0275,Q0050,0
YBR120C,YGL122C,0
YPR125W,YHR051W,0
YPR140W,YNR018W,0
YKL016C,YGL187C,0
YBL045C,YJR045C,0
YMR244C-A,YML081C-A,0
YMR256C,YPR191W,0
YHR051W,YKL016C,0
Q0085,YGR033C,0
YLR295C,YGL191W,0
YNL026W,YNR017W,0
YGR112W,YJR121W,0
YGL122C,Q0275,0
YDL156W,Q0115,0
YKR016W,Q0080,0
YJL062W-A,YJR121W,0
YDL160C,YDL004W,0
YBL045C,YNL052W,0
Q0055,YNL026W,0
YLR320W,YGL187C,0
YDL160C,YOL027C,0
YPR042C,YJL166W,0
YIL051C,YNL305C,0
YML129C,Q0140,0
YOL027C,Q0080,0
YGL187C,YJR045C,0
Q0250,YML129C,0
YDL156W,YBL045C,0
YML129C,YDL160C,0
YKR016W,Q0105,0
YNL052W,YKL016C,0
YDR529C,YPR042C,0
YML081C-A,YJL014W,0
YDR375C,YER154W,0
YHR051W,YGL191W,0
YHR076W,YJR045C,0
YJR121W,YDL004W,0
YBL045C,YPR042C,0
YGL122C,YPL078C,0
YNR017W,YDL160C,0
YNL305C,YBL099W,0
YBL045C,Q0250,0
Q0070,YDR231C,0
YEL024W,YGL191W,0
YNR017W,YJL062W-A,0
YPL271W,YER154W,0
YNL026W,YNL052W,0
YNL030W,Q0045,0
YPL078C,YBR009C,0
YIL111W,YPR042C,0
YNR018W,YBL030C,0
YGL187C,YPL271W,0
YJR045C,Q0050,0
YJR045C,Q0045,0
YMR256C,YOL027C,0
YGL187C,YBL045C,0
YJL014W,YOR090C,0
YDR375C,YBL045C,0
YGL122C,YGL187C,0
YKR016W,YMR256C,0
YGR174C,YGL122C,0
Q0045,YEL024W,0
YKL155C,YGR132C,0
YPR125W,YJR045C,0
YGL187C,YDL160C,0
YLR393W,YGL122C,0
YML030W,YBL075C,0
YNR017W,YBL030C,0
YOR065W,YJL166W,0
YKR016W,YER154W,0
Q0020,YGL187C,0
YEL024W,YBR039W,0
YDR231C,YDL160C,0
YPL215W,YBR037C,0
YJR045C,YBL075C,0
YNR018W,YBR255C-A,0
YDR231C,Q0250,0
YLR295C,YNL026W,0
Q0045,YKL155C,0
Q0050,YHR051W,0
YDL160C,YBL045C,0
