id1	id2	tag	tag_counts	selfpairs
Q0070	YGR037C	Q0070_YGR037C	1	0
YBL099W	YMR244C-A	YBL099W_YMR244C-A	1	0
YDL107W	YPL271W	YDL107W_YPL271W	1	0
Q0250	YLR067C	Q0250_YLR067C	1	0
Q0085	YBL099W	Q0085_YBL099W	1	0
YEL024W	YPR191W	YEL024W_YPR191W	1	0
YBR039W	YPR140W	YBR039W_YPR140W	1	0
Q0045	YBR009C	Q0045_YBR009C	1	0
YGL122C	YIR021W	YGL122C_YIR021W	1	0
YGL122C	YGL187C	YGL122C_YGL187C	1	0
Q0085	YGL122C	Q0085_YGL122C	1	0
Q0250	YPR042C	Q0250_YPR042C	1	0
YDR529C	YGR222W	YDR529C_YGR222W	1	0
Q0080	YCR106W	Q0080_YCR106W	1	0
YDR119W-A	YGR062C	YDR119W-A_YGR062C	1	0
YHR051W	YNR017W	YHR051W_YNR017W	1	0
YBL045C	YDR231C	YBL045C_YDR231C	1	0
YGL187C	YJR121W	YGL187C_YJR121W	1	0
YJL062W-A	YPL215W	YJL062W-A_YPL215W	1	0
Q0105	YJR045C	Q0105_YJR045C	1	0
Q0045	Q0275	Q0045_Q0275	1	0
Q0085	YGR112W	Q0085_YGR112W	1	0
YGR132C	YKL155C	YGR132C_YKL155C	1	0
YNL052W	YOR090C	YNL052W_YOR090C	1	0
Q0105	YLR203C	Q0105_YLR203C	1	0
YGL187C	YLR320W	YGL187C_YLR320W	1	0
YGL064C	YNL305C	YGL064C_YNL305C	1	0
YBL045C	YPL172C	YBL045C_YPL172C	1	0
YBR120C	YGL187C	YBR120C_YGL187C	1	0
Q0275	YGR037C	Q0275_YGR037C	1	0
Q0105	YJR121W	Q0105_YJR121W	1	0
YGL122C	YGL187C	YGL122C_YGL187C	1	0
YDR377W	YGR033C	YDR377W_YGR033C	1	0
Q0140	YBR039W	Q0140_YBR039W	1	0
YDL160C	YEL024W	YDL160C_YEL024W	1	0
Q0115	YNR018W	Q0115_YNR018W	1	0
YIL051C	YIL157C	YIL051C_YIL157C	1	0
Q0080	YDR231C	Q0080_YDR231C	1	0
YBL075C	YIL157C	YBL075C_YIL157C	1	0
Q0130	YJL166W	Q0130_YJL166W	1	0
YDL160C	YNR018W	YDL160C_YNR018W	1	0
YJR121W	YNR018W	YJR121W_YNR018W	1	0
Q0045	Q0130	Q0045_Q0130	1	0
YBR039W	YJL014W	YBR039W_YJL014W	1	0
Q0120	YML129C	Q0120_YML129C	1	0
Q0045	Q0250	Q0045_Q0250	1	0
YGL187C	YKL016C	YGL187C_YKL016C	1	0
YDR231C	YER142C	YDR231C_YER142C	1	0
YKR016W	YNL030W	YKR016W_YNL030W	1	0
YLR295C	YNR018W	YLR295C_YNR018W	1	0
YDL160C	YOR065W	YDL160C_YOR065W	1	0
Q0105	YJL166W	Q0105_YJL166W	1	0
YLR203C	YNL052W	YLR203C_YNL052W	1	0
YGL122C	YJL166W	YGL122C_YJL166W	1	0
Q0045	YDR377W	Q0045_YDR377W	1	0
YGL187C	YGL191W	YGL187C_YGL191W	1	0
Q0250	YGR112W	Q0250_YGR112W	1	0
YGR062C	YPR042C	YGR062C_YPR042C	1	0
Q0045	YJL062W-A	Q0045_YJL062W-A	1	0
YML129C	YMR244C-A	YML129C_YMR244C-A	1	0
Q0045	YKL155C	Q0045_YKL155C	1	0
YBR024W	YDR119W-A	YBR024W_YDR119W-A	1	0
YBL099W	YKR016W	YBL099W_YKR016W	1	0
YDR377W	YHR051W	YDR377W_YHR051W	1	0
Q0275	YDR231C	Q0275_YDR231C	1	0
YKR016W	YLR203C	YKR016W_YLR203C	1	0
Q0120	YGR112W	Q0120_YGR112W	1	0
YGL191W	YLR393W	YGL191W_YLR393W	1	0
YJL166W	YLR295C	YJL166W_YLR295C	1	0
YJR121W	YPR125W	YJR121W_YPR125W	1	0
Q0045	YML129C	Q0045_YML129C	1	0
Q0045	YBL099W	Q0045_YBL099W	1	0
YGR033C	YGR062C	YGR033C_YGR062C	1	0
YLR295C	YPR042C	YLR295C_YPR042C	1	0
YGR174C	YHR076W	YGR174C_YHR076W	1	0
YDR529C	YPR042C	YDR529C_YPR042C	1	0
YDR231C	YML030W	YDR231C_YML030W	1	0
YHR051W	YPL271W	YHR051W_YPL271W	1	0
YKL016C	YNR018W	YKL016C_YNR018W	1	0
YJL166W	YML129C	YJL166W_YML129C	1	0
YBR024W	YEL024W	YBR024W_YEL024W	1	0
YBR024W	YPL271W	YBR024W_YPL271W	1	0
Q0275	YBL099W	Q0275_YBL099W	1	0
YBR009C	YGL187C	YBR009C_YGL187C	1	0
YDL160C	YNL026W	YDL160C_YNL026W	1	0
Q0055	YDR231C	Q0055_YDR231C	1	0
YIL051C	YML129C	YIL051C_YML129C	1	0
YJR045C	YNR017W	YJR045C_YNR017W	1	0
YBL045C	YOR065W	YBL045C_YOR065W	1	0
YNL026W	YNL030W	YNL026W_YNL030W	1	0
YDL160C	YML129C	YDL160C_YML129C	1	0
Q0085	YNR018W	Q0085_YNR018W	1	0
YJR121W	YLR067C	YJR121W_YLR067C	1	0
YNL052W	YNL305C	YNL052W_YNL305C	1	0
Q0105	YPR191W	Q0105_YPR191W	1	0
YBL045C	YDL160C-A	YBL045C_YDL160C-A	1	0
YBR255C-A	YPL078C	YBR255C-A_YPL078C	1	0
YDL107W	YGL122C	YDL107W_YGL122C	1	0
YGR033C	YLR203C	YGR033C_YLR203C	1	0
