id1	id2	selfpairs
YKL155C	YOR065W	0
YGL122C	YGL187C	0
YGR033C	YEL024W	0
Q0275	YBL075C	0
YDL160C	YPR042C	0
YML129C	YLR295C	0
YBL030C	YPR042C	0
YPL078C	YOR090C	0
Q0085	Q0105	0
YJR045C	YMR256C	0
YGR174C	YGL122C	0
YKR016W	YBR255C-A	0
YPL215W	YLR320W	0
YBL030C	YGR062C	0
YKR016W	YPL215W	0
YOL027C	Q0115	0
YOR090C	YPL078C	0
YDR529C	Q0085	0
Q0130	YJL062W-A	0
YGR112W	YJL062W-A	0
YGL122C	Q0070	0
YDL160C	YHR051W	0
YPR042C	YBR255C-A	0
YDL160C	YDR375C	0
YJR045C	YDL004W	0
YLR395C	YLR320W	0
YLR320W	YEL024W	0
Q0115	YJR045C	0
YDL160C	YNL026W	0
YBR185C	YDR529C	0
YGR222W	YHR076W	0
YBL045C	YKL016C	0
Q0115	YBL099W	0
Q0020	YCR106W	0
YHR051W	YNR018W	0
YJL166W	YPR191W	0
YMR244C-A	YPR125W	0
YPL215W	YDR231C	0
YGR222W	YGL187C	0
YOL027C	YJR045C	0
YGR222W	YGL187C	0
YGR132C	YGL187C	0
Q0050	YML030W	0
YLR203C	YGL122C	0
Q0080	YMR256C	0
YGR174C	YGL122C	0
YNL026W	Q0045	0
YDL160C	YNL305C	0
YGR112W	YBR255C-A	0
YGL187C	YDL160C	0
YOL027C	YGL187C	0
YGL122C	YBR039W	0
YNL026W	YHL004W	0
YOR065W	YJL062W-A	0
YKR016W	YDR377W	0
YLR203C	YGL191W	0
YBR120C	YBL030C	0
Q0045	YGL187C	0
YHR051W	YPL078C	0
YKL016C	YGR112W	0
YGL187C	YDL004W	0
YGL064C	YPL078C	0
Q0045	YKL016C	0
YKR016W	YPR191W	0
YBR255C-A	YPL172C	0
YGR174C	Q0060	0
YBL030C	YLR067C	0
YBR185C	YGL122C	0
YNR019W	YOL027C	0
YNR017W	YNR018W	0
Q0250	YGR112W	0
YBR009C	YLR067C	0
YLR382C	YIL111W	0
YGL187C	YDL160C	0
YGR033C	YBR039W	0
YGR222W	YBL075C	0
YGL187C	YDR231C	0
YLR395C	YPR191W	0
YNR018W	YDR375C	0
YBL030C	Q0250	0
YPR191W	YDL004W	0
YHR051W	YNL052W	0
Q0105	YKR016W	0
YDL160C	Q0085	0
YLR203C	YDR119W-A	0
YBL045C	YDL160C	0
YPR042C	YJL062W-A	0
YDR231C	Q0045	0
YPL271W	YER154W	0
YML030W	YKR016W	0
YPR042C	Q0045	0
YJR045C	Q0140	0
YGR132C	YBL045C	0
Q0060	YJR045C	0
