id1	id2	selfpairs
YDR231C	YPR191W	0
YJR121W	YDR377W	0
YBR009C	YBL045C	0
YBL099W	YML081C-A	0
YDL160C	Q0250	0
YHR051W	Q0105	0
YPL078C	YGL191W	0
YDL160C	Q0140	0
YBL030C	YDL160C	0
YGL187C	YOR065W	0
Q0105	YKR016W	0
YDL160C	YBR255C-A	0
Q0250	YGL122C	0
YDL160C	YLR203C	0
YBL045C	YJL166W	0
YDR375C	YDL156W	0
YGL191W	YKL016C	0
YML129C	Q0140	0
Q0275	YDL160C-A	0
YBL030C	YBR120C	0
YBR024W	YPR191W	0
YLR203C	YML030W	0
YOR090C	YLR203C	0
Q0080	YOR065W	0
Q0045	YDR231C	0
YLR295C	YNR018W	0
YGL187C	YJR045C	0
YDR231C	YGL191W	0
YKR016W	YJR121W	0
YBL075C	YOR065W	0
YDR529C	YLR395C	0
Q0105	YOL027C	0
YEL024W	YGR112W	0
YBR037C	YJR045C	0
YGL122C	YGR112W	0
YNR017W	YDR529C	0
YDR529C	YDL160C	0
Q0085	YGR033C	0
Q0085	YNL026W	0
YGL187C	YLR395C	0
YML030W	YGL122C	0
YGR112W	YPL271W	0
YGL122C	YPR191W	0
YKL016C	YNL030W	0
YGR174C	YGR037C	0
YBL045C	Q0250	0
YML030W	Q0085	0
Q0250	YDL156W	0
YGL122C	Q0105	0
YPR191W	YJR045C	0
Q0250	YGR062C	0
YGL187C	YGR174C	0
YMR244C-A	YKR016W	0
YNR018W	YPR125W	0
YPL078C	Q0250	0
YJL166W	YJR045C	0
YPL271W	Q0120	0
YIL111W	YOR090C	0
YGR222W	Q0140	0
YBL045C	YJR045C	0
YBR120C	YGL064C	0
YDL160C	YDR119W-A	0
YDR119W-A	Q0045	0
YGR037C	YKL155C	0
Q0045	YLR203C	0
Q0275	YLR320W	0
YGL187C	Q0045	0
YGL064C	YDL107W	0
YER154W	YKL016C	0
YJR121W	YKR016W	0
YPL078C	YGR174C	0
Q0140	YOL027C	0
YGL187C	YJR045C	0
