geneA,geneB,selfpairs
Q0250,YPL078C,0
YNL052W,YHR051W,0
Q0110,YPR042C,0
YDL156W,YBL075C,0
YLR203C,YPL172C,0
YBR009C,YKR016W,0
YGL187C,YDR529C,0
Q0158,YDL160C,0
YKL155C,YHL004W,0
YDL160C,Q0045,0
YBL030C,YDL156W,0
YDR377W,YKL016C,0
YBR255C-A,YJR045C,0
YDR231C,YDL160C,0
YML030W,Q0020,0
YDR377W,YER154W,0
YGL191W,Q0120,0
YKL016C,Q0250,0
YPL078C,YJR045C,0
YEL024W,YJR045C,0
YOL027C,YDL107W,0
YBL099W,YGL064C,0
YKL016C,Q0045,0
YDR231C,YGL187C,0
YHR051W,Q0085,0
YEL024W,Q0045,0
YBL030C,YHL038C,0
YGL122C,Q0250,0
YDL160C,Q0080,0
YNL030W,YKR016W,0
Q0085,YMR244C-A,0
YLR395C,YKL155C,0
Q0045,YPL215W,0
YEL024W,YGL122C,0
YDR231C,YGL187C,0
YJL062W-A,YGL122C,0
YML030W,YKR016W,0
YOL027C,YPL271W,0
YGL122C,YDL160C,0
Q0085,YHL004W,0
YDL160C,YHR051W,0
YOL027C,Q0065,0
YJR121W,YJL062W-A,0
YBR039W,YGL187C,0
YBL045C,YML129C,0
YNL026W,YDR231C,0
YGL187C,Q0020,0
YDL160C,YBR120C,0
YLR203C,YBL045C,0
YLR320W,YPR125W,0
YPL215W,YGL122C,0
YNL052W,Q0085,0
YPR191W,YNL052W,0
YNL026W,YPL078C,0
Q0085,YDR529C,0
YEL024W,Q0085,0
YML030W,YDR231C,0
YGL187C,Q0105,0
YBL045C,YBL099W,0
YNR019W,YNL052W,0
YBL075C,Q0045,0
YKR016W,YBR255C-A,0
YGR222W,YPL271W,0
YGL122C,YDR529C,0
YBL099W,YGL187C,0
Q0050,YJR045C,0
YGR174C,YBR039W,0
YBL030C,Q0045,0
YLR295C,YJR045C,0
YKR016W,Q0140,0
YBR009C,YGL187C,0
YNR018W,YDL156W,0
Q0045,YGL187C,0
YDL160C,YBL045C,0
Q0105,YDR119W-A,0
YDR231C,Q0105,0
Q0080,YNR018W,0
Q0045,Q0085,0
Q0105,YJL166W,0
Q0250,YGR062C,0
YKR016W,YDR231C,0
YOR065W,YDL004W,0
Q0275,YDR119W-A,0
YJR121W,YDR377W,0
YDR377W,Q0250,0
YJR045C,YJL166W,0
Q0105,YOL027C,0
YBL045C,YJL014W,0
YDL107W,YKR016W,0
YBL099W,Q0120,0
YJR045C,YBL045C,0
Q0050,YOR090C,0
YHL004W,YBR039W,0
Q0250,YBR037C,0
YNL052W,YGR132C,0
YJL014W,YLR067C,0
YNR017W,YPR042C,0
YKL016C,Q0110,0
Q0080,YGL187C,0
YPL271W,YDR231C,0
YBR255C-A,YDR231C,0
YPR125W,YDL160C,0
YGR037C,YBL045C,0
YBL045C,YBR120C,0
YBL045C,YPL078C,0
YPR191W,YJR045C,0
YPR042C,YNL052W,0
Q0275,Q0045,0
YPL271W,YER154W,0
YHR076W,YDR231C,0
Q0105,Q0130,0
YLR320W,YER154W,0
YDR377W,YKL155C,0
YKR016W,YGL187C,0
YJL166W,Q0250,0
Q0140,YGR033C,0
YDR231C,YML030W,0
YGR033C,Q0045,0
YNR018W,YDL160C,0
YPR042C,YNR018W,0
YPL215W,Q0105,0
YJR121W,YBL099W,0
Q0130,YBR185C,0
YBL045C,YPL271W,0
YJL014W,YDL160C,0
YDL160C,YGL122C,0
YBL045C,YBR039W,0
YBL045C,Q0275,0
YPR042C,Q0130,0
YBR024W,YML081C-A,0
YJR045C,YMR256C,0
YMR244C-A,YJR045C,0
YEL024W,YIL051C,0
