id1	id2	tag	tag_counts	selfpairs
YJL166W	YNL026W	YJL166W_YNL026W	1	0
YHR051W	YJL166W	YHR051W_YJL166W	1	0
YBR120C	YKR016W	YBR120C_YKR016W	1	0
YDR119W-A	YPL078C	YDR119W-A_YPL078C	1	0
YEL024W	YNL030W	YEL024W_YNL030W	1	0
YBL045C	YLR203C	YBL045C_YLR203C	1	0
YJL062W-A	YNL026W	YJL062W-A_YNL026W	1	0
YLR067C	YLR295C	YLR067C_YLR295C	1	0
YBR009C	YJR045C	YBR009C_YJR045C	1	0
YBL075C	YLR320W	YBL075C_YLR320W	1	0
YIL051C	YNL052W	YIL051C_YNL052W	1	0
YKL155C	YKR016W	YKL155C_YKR016W	1	0
YDL156W	YPL271W	YDL156W_YPL271W	1	0
YDR119W-A	YPR042C	YDR119W-A_YPR042C	1	0
Q0045	YGR112W	Q0045_YGR112W	1	0
YEL024W	YLR320W	YEL024W_YLR320W	1	0
Q0050	YJL166W	Q0050_YJL166W	1	0
YHR076W	YNR017W	YHR076W_YNR017W	1	0
Q0020	YMR256C	Q0020_YMR256C	1	0
YDR377W	YHL004W	YDR377W_YHL004W	1	0
Q0120	YJL166W	Q0120_YJL166W	1	0
YBL030C	YPR191W	YBL030C_YPR191W	1	0
YKL016C	YML030W	YKL016C_YML030W	1	0
YBR185C	YDL156W	YBR185C_YDL156W	1	0
YBL099W	YIL111W	YBL099W_YIL111W	1	0
YOR065W	YOR090C	YOR065W_YOR090C	1	0
YBR039W	YJR121W	YBR039W_YJR121W	1	0
YBR039W	YPR191W	YBR039W_YPR191W	1	0
YGL187C	YGR222W	YGL187C_YGR222W	1	0
Q0085	YBL099W	Q0085_YBL099W	1	0
Q0045	YGL191W	Q0045_YGL191W	1	0
YGL191W	YPR191W	YGL191W_YPR191W	1	0
Q0075	YGR112W	Q0075_YGR112W	1	0
YGL122C	YLR320W	YGL122C_YLR320W	1	0
Q0045	YLR395C	Q0045_YLR395C	1	0
Q0080	YEL024W	Q0080_YEL024W	1	0
YDL107W	YPR140W	YDL107W_YPR140W	1	0
Q0120	YNL026W	Q0120_YNL026W	1	0
YDR529C	YIL157C	YDR529C_YIL157C	1	0
YDR231C	YHR051W	YDR231C_YHR051W	1	0
YLR393W	YMR256C	YLR393W_YMR256C	1	0
YNL052W	YPR140W	YNL052W_YPR140W	1	0
YGL191W	YNL052W	YGL191W_YNL052W	1	0
YGL122C	YKL016C	YGL122C_YKL016C	1	0
YGL064C	YGR174C	YGL064C_YGR174C	1	0
YJL062W-A	YNL026W	YJL062W-A_YNL026W	1	0
YDL107W	YGL187C	YDL107W_YGL187C	1	0
YKL016C	YPL271W	YKL016C_YPL271W	1	0
Q0105	YDR377W	Q0105_YDR377W	1	0
YBR185C	YGL122C	YBR185C_YGL122C	1	0
YBR039W	YPR042C	YBR039W_YPR042C	1	0
YGR112W	YML030W	YGR112W_YML030W	1	0
YGR033C	YPR125W	YGR033C_YPR125W	1	0
YBL099W	YNR018W	YBL099W_YNR018W	1	0
Q0045	YNL030W	Q0045_YNL030W	1	0
YDL160C	YMR256C	YDL160C_YMR256C	1	0
Q0275	YOL027C	Q0275_YOL027C	1	0
YJR121W	YPL078C	YJR121W_YPL078C	1	0
YDL004W	YNR017W	YDL004W_YNR017W	1	0
YER142C	YGR112W	YER142C_YGR112W	1	0
YGL187C	YNL305C	YGL187C_YNL305C	1	0
YDR377W	YLR295C	YDR377W_YLR295C	1	0
YEL024W	YPL271W	YEL024W_YPL271W	1	0
YDL107W	YGR112W	YDL107W_YGR112W	1	0
Q0085	YNL026W	Q0085_YNL026W	1	0
YDL160C	YIL157C	YDL160C_YIL157C	1	0
Q0050	YNL026W	Q0050_YNL026W	1	0
Q0105	YBL099W	Q0105_YBL099W	1	0
YKR016W	YNL030W	YKR016W_YNL030W	1	0
Q0045	YPR125W	Q0045_YPR125W	1	0
YDR377W	YJR045C	YDR377W_YJR045C	1	0
Q0055	YDR231C	Q0055_YDR231C	1	0
YJR045C	YMR256C	YJR045C_YMR256C	1	0
YBL030C	YOR090C	YBL030C_YOR090C	1	0
Q0080	YDR377W	Q0080_YDR377W	1	0
YDL004W	YPL078C	YDL004W_YPL078C	1	0
YBR185C	YJR121W	YBR185C_YJR121W	1	0
YDL160C-A	YOL027C	YDL160C-A_YOL027C	1	0
Q0080	YGL187C	Q0080_YGL187C	1	0
Q0085	YGL187C	Q0085_YGL187C	1	0
YHR076W	YNL026W	YHR076W_YNL026W	1	0
Q0080	YJR045C	Q0080_YJR045C	1	0
YGL064C	YLR393W	YGL064C_YLR393W	1	0
YJL062W-A	YLR393W	YJL062W-A_YLR393W	1	0
YGL122C	YLR382C	YGL122C_YLR382C	1	0
YBR037C	YJL166W	YBR037C_YJL166W	1	0
YKR016W	YML129C	YKR016W_YML129C	1	0
YGL187C	YJR121W	YGL187C_YJR121W	1	0
YGL122C	YPL271W	YGL122C_YPL271W	1	0
Q0115	YPR191W	Q0115_YPR191W	1	0
Q0130	YDL160C	Q0130_YDL160C	1	0
YBL075C	YKL016C	YBL075C_YKL016C	1	0
YGR222W	YJR045C	YGR222W_YJR045C	1	0
YBL099W	YDL160C	YBL099W_YDL160C	1	0
YGR222W	YHL004W	YGR222W_YHL004W	1	0
Q0045	Q0105	Q0045_Q0105	1	0
YGR112W	YHR051W	YGR112W_YHR051W	1	0
YBR024W	YNL305C	YBR024W_YNL305C	1	0
YBR009C	YKR016W	YBR009C_YKR016W	1	0
YDR231C	YJR045C	YDR231C_YJR045C	1	0
Q0115	YLR295C	Q0115_YLR295C	1	0
YHR051W	YML030W	YHR051W_YML030W	1	0
Q0085	YGL191W	Q0085_YGL191W	1	0
YIL157C	YPL271W	YIL157C_YPL271W	1	0
YGL122C	YMR244C-A	YGL122C_YMR244C-A	1	0
YML129C	YPL078C	YML129C_YPL078C	1	0
Q0105	YPL078C	Q0105_YPL078C	1	0
YIL051C	YJR045C	YIL051C_YJR045C	1	0
YDR375C	YIL111W	YDR375C_YIL111W	1	0
YDR377W	YIL111W	YDR377W_YIL111W	1	0
YGL187C	YPR042C	YGL187C_YPR042C	1	0
YDL004W	YGL122C	YDL004W_YGL122C	1	0
Q0250	YIL051C	Q0250_YIL051C	1	0
YJR045C	YPR191W	YJR045C_YPR191W	1	0
Q0105	YNL052W	Q0105_YNL052W	1	0
YIL157C	YJR045C	YIL157C_YJR045C	1	0
Q0120	YGL187C	Q0120_YGL187C	1	0
YGR222W	YNL305C	YGR222W_YNL305C	1	0
YHR051W	YKR016W	YHR051W_YKR016W	1	0
YIL111W	YPR042C	YIL111W_YPR042C	1	0
Q0140	Q0250	Q0140_Q0250	1	0
YDL160C	YPR191W	YDL160C_YPR191W	1	0
YKL016C	YNR017W	YKL016C_YNR017W	1	0
Q0045	YBR009C	Q0045_YBR009C	1	0
YLR320W	YNR018W	YLR320W_YNR018W	1	0
Q0275	YBL075C	Q0275_YBL075C	1	0
YBR037C	YGL064C	YBR037C_YGL064C	1	0
YBR037C	YGL122C	YBR037C_YGL122C	1	0
Q0085	YJL062W-A	Q0085_YJL062W-A	1	0
Q0045	Q0050	Q0045_Q0050	1	0
Q0105	YGR033C	Q0105_YGR033C	1	0
YGL122C	YLR203C	YGL122C_YLR203C	1	0
YGL191W	YNR017W	YGL191W_YNR017W	1	0
YDR119W-A	YNR017W	YDR119W-A_YNR017W	1	0
Q0080	Q0120	Q0080_Q0120	1	0
Q0140	YBL045C	Q0140_YBL045C	1	0
Q0070	YJL014W	Q0070_YJL014W	1	0
YBL045C	YBR009C	YBL045C_YBR009C	1	0
YDR231C	YIL111W	YDR231C_YIL111W	1	0
YGR033C	YIR021W	YGR033C_YIR021W	1	0
YJR121W	YKR016W	YJR121W_YKR016W	1	0
YGR033C	YML030W	YGR033C_YML030W	1	0
YJR045C	YOR090C	YJR045C_YOR090C	1	0
YGR112W	YJR045C	YGR112W_YJR045C	1	0
YJL166W	YJR045C	YJL166W_YJR045C	1	0
YBL045C	YKR016W	YBL045C_YKR016W	1	0
YJR045C	YOR065W	YJR045C_YOR065W	1	0
YDR529C	YJR045C	YDR529C_YJR045C	1	0
Q0275	YKL016C	Q0275_YKL016C	1	0
YKL016C	YKR016W	YKL016C_YKR016W	1	0
YDL160C	YHR051W	YDL160C_YHR051W	1	0
YPR042C	YPR125W	YPR042C_YPR125W	1	0
YBL030C	YDR231C	YBL030C_YDR231C	1	0
YNR018W	YPR191W	YNR018W_YPR191W	1	0
YML030W	YPR042C	YML030W_YPR042C	1	0
YBL030C	YML129C	YBL030C_YML129C	1	0
Q0275	YGR174C	Q0275_YGR174C	1	0
YMR244C-A	YPR042C	YMR244C-A_YPR042C	1	0
YML081C-A	YNR017W	YML081C-A_YNR017W	1	0
Q0158	YEL024W	Q0158_YEL024W	1	0
YDL160C	YGR112W	YDL160C_YGR112W	1	0
YDR529C	YLR295C	YDR529C_YLR295C	1	0
Q0055	YBR037C	Q0055_YBR037C	1	0
YOL027C	YPR191W	YOL027C_YPR191W	1	0
YGR174C	YPL271W	YGR174C_YPL271W	1	0
YKR016W	YML030W	YKR016W_YML030W	1	0
Q0085	YLR203C	Q0085_YLR203C	1	0
Q0115	Q0250	Q0115_Q0250	1	0
YGL187C	YKL155C	YGL187C_YKL155C	1	0
