geneA,geneB,selfpairs
YDR119W-A,YBR255C-A,0
YGL064C,YML030W,0
YDL107W,YGL187C,0
YNL305C,YLR203C,0
YOL027C,YPL078C,0
YNL052W,YIL157C,0
Q0250,YJL166W,0
YJR045C,YPR042C,0
Q0160,Q0085,0
YBL030C,YBR185C,0
YDL160C,YGL122C,0
YBL099W,YEL024W,0
YIL157C,YHR051W,0
Q0140,YPL172C,0
YNL052W,YGR132C,0
YNR017W,YGL122C,0
YHR051W,YGL187C,0
Q0120,YIL111W,0
YOR090C,YJR121W,0
YNR018W,YGL122C,0
YBR009C,YKR016W,0
YDL160C,YGL122C,0
YGL064C,YGL122C,0
Q0045,YER154W,0
Q0085,YPR191W,0
YGR033C,YER154W,0
YPL215W,YDL160C,0
YKL016C,YGL122C,0
YDR529C,YGR174C,0
YKR016W,YOL027C,0
YGL187C,YPL078C,0
YHR051W,YLR203C,0
YLR395C,YBL045C,0
YDL156W,YLR320W,0
YGL191W,YBR185C,0
YGL122C,YGR033C,0
YDL156W,YJR045C,0
YDR119W-A,YPL271W,0
YGL191W,YNR017W,0
YIL111W,YJL166W,0
YGL187C,YNR017W,0
Q0120,YKL016C,0
YDL160C,YBL099W,0
YNL052W,YKL016C,0
YIL051C,YDR377W,0
YOL027C,Q0105,0
YDL160C,YBL099W,0
YPR191W,YDR231C,0
YHL004W,YOR090C,0
YNL026W,Q0250,0
Q0250,YPL271W,0
YGL122C,Q0275,0
YGL122C,YBL099W,0
YBL045C,YLR382C,0
YDR119W-A,YNL026W,0
YGR222W,YDR529C,0
YDR231C,YNL052W,0
Q0120,YIL051C,0
YGR132C,YDR231C,0
YPR042C,YML081C-A,0
YLR395C,YOL027C,0
YLR320W,Q0050,0
YDR119W-A,YJR045C,0
YJR045C,YBR037C,0
Q0140,Q0130,0
YOL027C,YLR203C,0
YDR231C,YGR222W,0
YLR067C,YML030W,0
YDR231C,YKR016W,0
YDR377W,YJR045C,0
YOL027C,YHL038C,0
YDL160C,Q0080,0
YPR125W,YDR119W-A,0
Q0250,YBL099W,0
YDR377W,YGL187C,0
YOR065W,YNR017W,0
YBL045C,YLR203C,0
YPR125W,YEL024W,0
YDL160C,Q0110,0
YJL062W-A,YDR231C,0
YPL078C,YBR120C,0
YJR045C,YPL172C,0
YGL187C,YBR037C,0
Q0105,YDR529C,0
YDR231C,YHL004W,0
Q0275,YNR018W,0
YDL160C,YDL107W,0
YPR140W,Q0045,0
YPL078C,Q0085,0
YBL045C,YDR375C,0
YGR222W,YDL160C,0
YBR009C,YDL160C,0
Q0130,Q0115,0
YBR039W,YJR045C,0
YDR529C,YBR185C,0
YDR529C,YGL122C,0
YOR065W,YKR016W,0
YBL030C,YBL045C,0
YBL045C,Q0105,0
YLR320W,YGR033C,0
YKL155C,Q0105,0
YGL187C,YKR016W,0
YDL160C,Q0080,0
YER154W,YML030W,0
YHR076W,YOR090C,0
Q0105,YPR125W,0
YGR112W,Q0045,0
YJL062W-A,YGL187C,0
YHL004W,YIL157C,0
YBL075C,YPR042C,0
YDR375C,YPR042C,0
YBL045C,YJL062W-A,0
YBL045C,YML030W,0
YKR016W,YPL215W,0
YPL215W,YER154W,0
YLR203C,YPR042C,0
YPR191W,YDR231C,0
YGR033C,YBL045C,0
YBR255C-A,YIL157C,0
YDL160C,YPR042C,0
YPL215W,YJR121W,0
YBL045C,Q0250,0
YGL122C,YBR009C,0
YJR045C,YJL062W-A,0
YPR191W,YIL111W,0
YNL052W,YJR045C,0
YKR016W,YIL157C,0
Q0045,YBL075C,0
Q0250,YDL107W,0
YKR016W,YBL099W,0
YDL160C,YNR019W,0
YKL016C,YDL160C,0
YMR256C,YOL027C,0
YJR045C,YBL099W,0
YKR016W,YDL160C,0
YER154W,YGL187C,0
YNR018W,YBL045C,0
YBL045C,Q0250,0
YPR191W,Q0250,0
YDL160C,Q0085,0
YLR395C,Q0080,0
YKL155C,Q0080,0
YKR016W,YGR037C,0
YNL052W,YPL271W,0
YBR185C,YGL187C,0
YKR016W,YML129C,0
YJL166W,Q0045,0
YER154W,YPR042C,0
YOR065W,YDL160C,0
YIL111W,Q0255,0
YLR393W,YKR016W,0
YML081C-A,Q0250,0
YNL052W,YNL026W,0
YKR016W,Q0045,0
YHL038C,YDR529C,0
YKR016W,YJR045C,0
YNL052W,YPL215W,0
YGL191W,YKR016W,0
Q0250,YDL160C,0
YKL155C,YML129C,0
YGR174C,YBR009C,0
YBR255C-A,YLR067C,0
YKR016W,YPR042C,0
Q0120,YDL160C,0
YJL062W-A,YPR042C,0
YJR045C,YDL160C-A,0
YBR039W,YLR320W,0
YML030W,YHR076W,0
YMR256C,Q0130,0
YGL122C,YKL155C,0
YPR125W,YGL187C,0
YGR112W,YMR244C-A,0
YKR016W,YGL187C,0
YBR009C,YKR016W,0
YDR231C,YPR042C,0
YEL024W,YPR191W,0
YOL027C,Q0275,0
YIL111W,YLR320W,0
Q0130,Q0250,0
YBL030C,Q0080,0
YGL122C,YPR191W,0
YGL122C,YBL045C,0
YPL078C,YBL030C,0
YLR393W,YDR231C,0
YDR231C,YKR016W,0
YGL187C,Q0110,0
YLR395C,Q0250,0
YNR017W,YOR065W,0
YGL187C,YDR231C,0
YML030W,YLR393W,0
Q0050,YKR016W,0
YPR125W,YNL305C,0
Q0105,YPL271W,0
Q0105,Q0115,0
YJR045C,YPR191W,0
YDL160C,YPL078C,0
YKL016C,YBL030C,0
Q0250,YGR033C,0
YPR191W,YDR231C,0
YKR016W,YNR017W,0
YHR076W,YGR132C,0
Q0045,YDL160C,0
YPR042C,YGL187C,0
YNL052W,YLR203C,0
YNL026W,YBL030C,0
YKR016W,YGL187C,0
YKR016W,YHR076W,0
YDL160C,YJL062W-A,0
YJR045C,YKR016W,0
YDR231C,YDL156W,0
YBL030C,YGL191W,0
YGL122C,YML129C,0
YPR191W,YDL160C,0
YML129C,YMR256C,0
YJR045C,YGL122C,0
Q0050,Q0045,0
YER154W,YGR112W,0
YPL215W,YBR039W,0
YKR016W,YHR051W,0
YJL062W-A,YDR231C,0
YKR016W,Q0250,0
YDL107W,YGL187C,0
YOL027C,YDL156W,0
YBR024W,YJR045C,0
YBR039W,YML030W,0
YPL271W,YGR112W,0
YBL030C,YBR037C,0
YGR037C,YOL027C,0
YHR076W,Q0045,0
YLR320W,YER154W,0
Q0250,Q0080,0
YKR016W,YNR017W,0
YBL045C,YHR051W,0
YNR018W,YKL016C,0
YPR125W,Q0105,0
YGR112W,YNL030W,0
YBR039W,Q0275,0
YDL107W,YBL045C,0
YBR024W,YPR042C,0
YBL030C,YBR039W,0
Q0085,YJL166W,0
YEL024W,YDL160C,0
YER154W,YNL052W,0
YPR042C,YIR021W,0
YNL052W,YDR377W,0
YGL122C,YIL111W,0
YPR042C,Q0140,0
YGR033C,YGL191W,0
YML129C,YDL160C,0
YGL122C,YBR039W,0
YBL045C,YOR090C,0
YJL166W,Q0275,0
YHR051W,Q0275,0
YGL122C,YDL004W,0
YBL045C,Q0110,0
YEL024W,YPR042C,0
YGR132C,YHR051W,0
Q0250,YDL160C,0
YJL166W,YGL122C,0
YBR120C,YBL045C,0
YPR042C,YDR231C,0
YKR016W,YJR045C,0
YEL024W,YLR203C,0
YGL122C,YDL160C,0
YEL024W,YLR203C,0
Q0250,YKR016W,0
YMR256C,YIL157C,0
YDR231C,YDR529C,0
YIL157C,YDR377W,0
Q0105,YBR255C-A,0
YJR045C,Q0055,0
YBL099W,YGL122C,0
YBL045C,YMR244C-A,0
YGL187C,YGL122C,0
YIL111W,YGL122C,0
YLR203C,YML030W,0
YBR039W,YJR045C,0
YJL062W-A,YBR255C-A,0
YNL030W,YNR018W,0
YPR042C,Q0250,0
YJL014W,YOL027C,0
YPL271W,YNL026W,0
YJR045C,YBR009C,0
YNR017W,YGL122C,0
YJR045C,YHR051W,0
YML030W,YPR042C,0
YKL155C,YNR018W,0
Q0105,YNL030W,0
YOR065W,YJL062W-A,0
YDL004W,YDL160C,0
YBL099W,YGL122C,0
YKR016W,YDR231C,0
YGL187C,YIL051C,0
YHR051W,YPL078C,0
YJR121W,Q0275,0
YGL187C,YJL062W-A,0
YJR121W,Q0250,0
YGR033C,YJL014W,0
YGR112W,Q0250,0
Q0250,YGL122C,0
YOR065W,YGR037C,0
YPR125W,YGL064C,0
YPR191W,YPR042C,0
Q0115,YML129C,0
YJL014W,YJR045C,0
YOR065W,YLR203C,0
YMR256C,YGR062C,0
YJR121W,YLR067C,0
YNL026W,Q0250,0
YJR045C,YPL271W,0
YBL030C,YJR045C,0
YML030W,YGR062C,0
YEL024W,YML030W,0
YJL062W-A,Q0105,0
Q0085,YOR090C,0
YML081C-A,Q0105,0
YDL004W,YBL045C,0
YGL191W,YDR377W,0
Q0140,Q0045,0
YJR121W,YKR016W,0
YNR019W,YPL215W,0
YNL026W,YER154W,0
YIL051C,YBL030C,0
YGL187C,YBR185C,0
YPR125W,YLR295C,0
YBL045C,Q0140,0
YBL030C,Q0275,0
YNR018W,YML129C,0
YGR062C,YML030W,0
YBL030C,YDL004W,0
YHR076W,Q0130,0
YDL160C,YNL026W,0
YBR024W,YJR045C,0
YNR017W,YPR191W,0
YBL045C,YEL024W,0
YGL122C,YDR231C,0
YHL004W,YBR255C-A,0
YGL191W,YJR045C,0
YNR017W,YHL004W,0
YDL160C,YDL156W,0
YNL305C,YBR185C,0
YGR132C,YML129C,0
YKL155C,YOR090C,0
YDL107W,YPR042C,0
YNL026W,YBL045C,0
YML081C-A,YDR529C,0
YGL187C,YEL024W,0
YML129C,YJL166W,0
YBL030C,YEL024W,0
Q0080,YJR045C,0
YBR039W,YEL024W,0
YLR203C,YJL166W,0
YNR018W,YDL160C-A,0
Q0085,YLR393W,0
YDR231C,YIR021W,0
YPR042C,YBR037C,0
YKL016C,YER154W,0
YDR375C,YKL016C,0
Q0080,YGL122C,0
YNL052W,Q0085,0
YPR191W,YNR017W,0
YPL078C,YOR065W,0
YGR174C,Q0050,0
YGR222W,Q0255,0
YEL024W,YJL166W,0
YPR042C,YGR033C,0
YLR320W,YNL052W,0
YGR222W,YKL016C,0
YNL026W,YEL024W,0
YKR016W,YPR042C,0
YDR231C,YML129C,0
YGR174C,YLR203C,0
YBR120C,YGL122C,0
YGL191W,YLR395C,0
YKR016W,YGL187C,0
YLR295C,YPL078C,0
YDL160C,YML129C,0
YBR120C,YBR039W,0
YJR121W,Q0080,0
YGR132C,YPL271W,0
YGL187C,YBL045C,0
YNL030W,YPL078C,0
YDL004W,Q0105,0
YNR017W,YPR191W,0
YPR042C,YBR009C,0
YBR039W,YPR042C,0
YNL305C,YBR185C,0
YJL014W,Q0250,0
YNL026W,YKR016W,0
YJR045C,YNR018W,0
YPL078C,YLR203C,0
YBL030C,YLR320W,0
YBL099W,Q0140,0
YKR016W,YJL014W,0
Q0140,YHL004W,0
YGL187C,YBL045C,0
YDL156W,YNR017W,0
YKR016W,Q0045,0
YGR112W,YML129C,0
Q0085,YPR140W,0
YJR121W,YNL155W,0
YGL122C,YBL099W,0
YBR009C,YOR065W,0
YJR121W,YPR042C,0
YGL187C,YLR203C,0
YNR018W,YOR065W,0
YHR051W,Q0275,0
Q0275,YGL191W,0
YBR255C-A,YPR042C,0
