geneA,geneB,selfpairs
YOR090C,YGL122C,0
Q0105,YNL052W,0
YDL160C,YKL016C,0
YBR039W,YGL187C,0
Q0045,YNR018W,0
YNR018W,YBR039W,0
YJL166W,Q0120,0
YNR017W,YLR395C,0
YKL016C,YBL045C,0
YLR203C,Q0045,0
YNR017W,YPR042C,0
YNL030W,YDR231C,0
Q0250,YOL027C,0
YPL078C,YOR065W,0
YDR231C,YBL030C,0
YBL045C,YML129C,0
YGL122C,YKR016W,0
Q0275,YGL187C,0
YPL078C,YML081C-A,0
Q0140,YIL111W,0
Q0250,YDR231C,0
YDR231C,YBL045C,0
YPR042C,Q0105,0
YBL045C,YGR222W,0
Q0085,YGL122C,0
YDR231C,YDL160C,0
Q0080,YNL052W,0
YNL052W,YLR320W,0
YGL122C,YNR017W,0
YGL122C,YMR256C,0
YBR255C-A,YJR045C,0
Q0045,YBR120C,0
YDR231C,YPR191W,0
Q0250,YKL155C,0
YGR112W,YDL160C,0
YPL078C,YHL004W,0
YKL016C,YBL099W,0
YBL099W,YGL122C,0
YBR185C,YJL166W,0
Q0120,YJR121W,0
YDL160C,YDR231C,0
YGR033C,YGL187C,0
YKR016W,YBL045C,0
YGL122C,YPR042C,0
YPR042C,YGL122C,0
YGR174C,YBL099W,0
YGL187C,Q0045,0
YDR119W-A,YPR042C,0
YDL160C,YJR121W,0
YNL026W,YGL187C,0
YML129C,YPR191W,0
YNR018W,YOR065W,0
YBL045C,YIL157C,0
Q0250,YKR016W,0
YDL160C,YDR231C,0
YLR203C,YNL052W,0
YBL030C,Q0105,0
Q0080,YGL187C,0
Q0250,YEL024W,0
YKR016W,Q0105,0
Q0045,YLR203C,0
YNL305C,YGR112W,0
YML129C,YEL024W,0
YPR191W,YPR042C,0
YNL026W,Q0085,0
YPL215W,YGL122C,0
Q0045,YLR295C,0
YPR042C,YDR231C,0
YMR256C,YML081C-A,0
Q0110,YBR037C,0
YNL030W,YPL215W,0
YLR320W,YGL122C,0
YBL045C,Q0080,0
YMR256C,Q0045,0
Q0115,YLR395C,0
YOR065W,YHR076W,0
YKR016W,YDL160C,0
YGR112W,YIL051C,0
YPR042C,YJR121W,0
Q0120,YBL099W,0
YBL030C,YGR132C,0
Q0080,YHL004W,0
YJR045C,YGR033C,0
YNR018W,YJR045C,0
YNL026W,YGR037C,0
YGR174C,YDR375C,0
YOL027C,Q0085,0
YNR018W,YER154W,0
YDL160C,YML129C,0
YPL078C,YDR119W-A,0
YLR320W,YDL160C,0
YDL160C,YDR529C,0
YPL172C,YBR039W,0
YDR375C,YGR174C,0
YGR062C,YBR255C-A,0
Q0250,YBR009C,0
YPL271W,YGL122C,0
YBL030C,Q0275,0
YJR121W,YPR140W,0
YGR112W,YBR255C-A,0
Q0115,YDL004W,0
Q0050,YGL187C,0
YLR320W,YGL122C,0
Q0275,YER154W,0
YNR017W,YLR393W,0
YGL122C,YJR045C,0
YLR067C,YIL111W,0
YDL156W,YHR076W,0
YJL166W,YJR121W,0
YPL271W,YDL004W,0
YDL004W,YJR045C,0
YBL045C,YJL014W,0
YJL062W-A,YBR024W,0
YMR244C-A,YDL160C,0
YEL024W,YDL160C,0
Q0105,Q0085,0
YGL191W,YPR140W,0
YPR042C,Q0085,0
YLR295C,YBR039W,0
Q0275,YHR051W,0
YLR203C,YDL160C,0
YJR045C,YDL107W,0
YML081C-A,YPR191W,0
YPR042C,YGR037C,0
YER154W,YJL166W,0
YPL078C,YLR203C,0
YNR018W,YGL191W,0
YBR009C,YML030W,0
YPR042C,YGL122C,0
YLR320W,YJR045C,0
YOL027C,Q0045,0
YPL215W,YDR529C,0
YDR231C,Q0140,0
YPL271W,YPL078C,0
YDR529C,YNL026W,0
YBL075C,YPR191W,0
YNR018W,YNR019W,0
YDL160C,YGL122C,0
YBR185C,Q0085,0
YNL052W,YOL027C,0
YGR112W,YNL052W,0
YDR375C,YKL016C,0
YIL157C,YJL166W,0
YML030W,YPR125W,0
YDR377W,YGR222W,0
Q0045,Q0250,0
YGL187C,YDL160C,0
YJR045C,YOR065W,0
YGL122C,YOL027C,0
YPL271W,YJL062W-A,0
YML030W,YOL027C,0
YDL004W,YBL099W,0
YMR256C,YDL160C,0
YDR119W-A,Q0140,0
YPL271W,YIL111W,0
YLR067C,YJR045C,0
YNR019W,YGR112W,0
YDL156W,Q0045,0
YBR120C,YJR121W,0
YNL052W,YNL030W,0
YGR112W,YNL305C,0
YLR203C,YHR051W,0
YML081C-A,YBL030C,0
YGL187C,YJR121W,0
YDR377W,YHR051W,0
YPR191W,YDL004W,0
YBR009C,YBL045C,0
YPR042C,YKR016W,0
YGL187C,YDR231C,0
YBR039W,YBL045C,0
YEL024W,Q0250,0
YGR037C,YBL099W,0
YGR112W,Q0275,0
Q0250,YNL052W,0
Q0075,YGL122C,0
YPR042C,YEL024W,0
YBL045C,YJR045C,0
YLR203C,YEL024W,0
YOR065W,YKR016W,0
YKL016C,YHR076W,0
Q0115,YKL016C,0
YNR017W,YKR016W,0
YPR042C,YER154W,0
YOR065W,YOL027C,0
Q0085,YEL024W,0
Q0130,YBR185C,0
YDL160C,YJR045C,0
YKL016C,Q0250,0
YNL030W,YDR231C,0
Q0105,YBL045C,0
YOL027C,YGL122C,0
YGL122C,Q0250,0
YOR065W,YNL026W,0
YGR132C,YPL215W,0
YBL099W,YNL052W,0
Q0250,YBR255C-A,0
YOR065W,Q0275,0
YHR076W,YGR174C,0
Q0105,YMR244C-A,0
YCR106W,YNL026W,0
YBL030C,YOL027C,0
YHR076W,YKR016W,0
YPR191W,YBR024W,0
YKR016W,YDR119W-A,0
Q0085,YGL187C,0
YJL062W-A,YKL016C,0
YKL155C,YGL191W,0
YNL026W,YKL016C,0
YIL051C,YNL026W,0
Q0085,YGL122C,0
Q0140,Q0045,0
YPR042C,YML129C,0
YDR377W,YDL160C,0
Q0060,YML030W,0
YIL157C,Q0250,0
YJR045C,YKR016W,0
Q0250,YBL099W,0
