geneA,geneB,selfpairs
YDL160C-A,YDL160C,0
YMR256C,YDL160C,0
YNL052W,YBL045C,0
YJL014W,YJR121W,0
YOR065W,YGR132C,0
YGR112W,YIL157C,0
YGR112W,YOL027C,0
Q0045,YDL156W,0
YDR231C,YGL122C,0
YLR067C,YNL026W,0
YDR231C,YJL062W-A,0
YGL187C,YKR016W,0
YJR045C,YDL156W,0
YBL099W,YDR377W,0
YGL191W,YKL016C,0
YJR121W,YML129C,0
Q0140,YKR016W,0
Q0045,YBL099W,0
YPR191W,YGL187C,0
YJL062W-A,YLR203C,0
YJR121W,YGL122C,0
YPL078C,YLR067C,0
YDR529C,YJR045C,0
Q0158,Q0045,0
YEL024W,YPL078C,0
YBL045C,YNR017W,0
YIL157C,Q0105,0
YJR045C,Q0055,0
YPR042C,YJR045C,0
YMR256C,YER154W,0
YKL016C,YML030W,0
Q0250,YGL122C,0
YER154W,YML030W,0
YOR065W,YBL045C,0
YBL099W,YGL191W,0
YPL271W,YBL045C,0
YPR140W,YLR320W,0
YBL030C,YPR042C,0
YKR016W,YGR112W,0
YNR018W,YIL111W,0
YPR042C,Q0250,0
YPR042C,YHR051W,0
Q0085,YEL024W,0
YJR045C,YBL075C,0
YJR045C,YDR119W-A,0
YDL156W,YPR191W,0
YHL004W,Q0045,0
YKR016W,YIL111W,0
YDL160C,YGR037C,0
YKR016W,YGL122C,0
Q0045,YHL004W,0
YPR042C,Q0250,0
YLR203C,Q0250,0
YBL045C,YEL024W,0
YOL027C,YBL030C,0
Q0275,YDR529C,0
YER154W,YJR045C,0
YGL187C,YKL016C,0
YIL157C,YJR045C,0
YPL215W,YJL166W,0
YDL160C,YBR120C,0
YIL051C,YBL099W,0
YKL155C,Q0115,0
YNL052W,YJL062W-A,0
Q0250,YPR042C,0
YGL191W,YGR132C,0
Q0105,Q0045,0
Q0140,YGR037C,0
YKL155C,YNL052W,0
YKL155C,Q0110,0
YGR174C,YJR045C,0
YHR051W,YGL122C,0
YLR320W,YDL160C,0
YGL122C,YML030W,0
YLR203C,YML129C,0
YMR244C-A,YKL016C,0
YDL156W,YLR320W,0
YKR016W,Q0250,0
YKL016C,YNL026W,0
YLR295C,YPR191W,0
YJR045C,YLR295C,0
YJL166W,YPR042C,0
YBL045C,YJR121W,0
YOR065W,YDR529C,0
YKR016W,YDR119W-A,0
YDR231C,YEL024W,0
YML129C,YDR375C,0
Q0060,YKR016W,0
YML030W,YBL045C,0
YEL024W,YER154W,0
YGL191W,YBL030C,0
YGR033C,YMR256C,0
YGR222W,YPR042C,0
YER154W,YOR090C,0
YJL014W,YER154W,0
Q0105,YEL024W,0
Q0250,YJR045C,0
YDR377W,YGL122C,0
YDL160C,YML030W,0
YDR231C,YIL157C,0
YNR018W,YDL160C,0
YOR090C,YJR045C,0
YJR121W,YNR018W,0
YJR045C,YBL045C,0
Q0105,YNL305C,0
YJR045C,YOR065W,0
YKR016W,YGR222W,0
YGL122C,YGR112W,0
YKR016W,YGL187C,0
YBL030C,YIR021W,0
YBR037C,YBL045C,0
YGL187C,YGL122C,0
Q0140,YDL160C,0
YNR017W,YDR119W-A,0
YGL122C,YDL160C,0
YPL078C,Q0275,0
YDL160C,YNR017W,0
Q0080,YPR042C,0
YJR121W,YDL160C,0
YPR125W,YGL122C,0
YBR255C-A,YKR016W,0
YJL062W-A,YJR045C,0
YJR045C,YBR039W,0
YEL024W,Q0110,0
YJR045C,YJL062W-A,0
Q0060,YNL026W,0
