id1	id2	selfpairs
Q0140	YDR377W	0
Q0050	YDR231C	0
YPR042C	YDL160C	0
YJL014W	YGR222W	0
YPR191W	YIL157C	0
YBL030C	YPR042C	0
YBL045C	YPR140W	0
Q0085	YDL160C	0
YBR039W	YGL122C	0
YHL004W	YGR174C	0
YKL016C	YDL160C	0
YGR174C	YJR045C	0
YDL160C	Q0255	0
YBL099W	YNL052W	0
YOR090C	YDR529C	0
YNR019W	YJL166W	0
YJR121W	Q0140	0
YML030W	YBL030C	0
YKR016W	YGL191W	0
YBL045C	YNL026W	0
YML129C	YML030W	0
YGL122C	YJL166W	0
YPR191W	YPR042C	0
YIL051C	YLR203C	0
YEL024W	YNL026W	0
YHL004W	YLR203C	0
YPL215W	YML129C	0
YLR067C	YPR191W	0
YBR037C	YNL305C	0
YML030W	YNL026W	0
YNR018W	YJL166W	0
YKR016W	YGR222W	0
Q0085	YIL157C	0
YGR033C	YGR222W	0
YLR320W	YPR042C	0
Q0105	YGL187C	0
YPR140W	Q0105	0
YDR119W-A	Q0070	0
YKR016W	YGR033C	0
YBR255C-A	YGR222W	0
YHR076W	YPR042C	0
YBL045C	YJR045C	0
YBL045C	YJR045C	0
YDL160C	YKL155C	0
YDL160C	Q0250	0
YKR016W	YBL045C	0
Q0105	YBL045C	0
YBL030C	YGL191W	0
Q0105	YKR016W	0
YLR395C	YNL305C	0
YKR016W	YMR244C-A	0
YNL052W	YDL160C	0
YLR320W	YGL191W	0
YIL157C	YGR174C	0
YIL111W	YOL027C	0
Q0045	Q0275	0
YNL052W	YJL014W	0
YMR256C	YBL045C	0
YHR051W	YDR231C	0
YDL160C	YGL191W	0
YBR009C	YNL030W	0
YJL062W-A	YLR382C	0
YHR051W	YPR042C	0
Q0275	YDL160C	0
YOR065W	YDR529C	0
YNL052W	YLR203C	0
YBR185C	Q0275	0
Q0130	YEL024W	0
YGL187C	YDL004W	0
YJR045C	YGR222W	0
YBR037C	YPL078C	0
YPR125W	YPL078C	0
YDL160C	Q0130	0
YHL004W	YBR037C	0
Q0085	YIR021W	0
Q0115	YNL052W	0
YJR121W	YDR231C	0
Q0130	YGL122C	0
YJR045C	Q0045	0
YGL187C	YGL122C	0
YGR062C	YDR529C	0
YJL014W	YHL038C	0
YDR231C	YDR377W	0
YDL160C	YGL122C	0
YBL030C	YBL045C	0
Q0085	YDL160C	0
Q0045	YKR016W	0
YDL160C	YGR062C	0
YBL045C	Q0065	0
YBL045C	Q0045	0
YOL027C	YDR231C	0
YKR016W	YHR051W	0
Q0250	YPR125W	0
YNL030W	YPL078C	0
YIL111W	YLR395C	0
YGR222W	YDL004W	0
YGR062C	YIL111W	0
Q0130	YDL160C	0
Q0085	YDR231C	0
YJR045C	Q0080	0
YNL026W	YDR119W-A	0
Q0250	YKR016W	0
YEL024W	Q0045	0
YNR018W	YGL122C	0
YDR231C	Q0045	0
YBL075C	YBR185C	0
YNR017W	Q0045	0
YLR393W	YDL160C	0
YDR231C	YKR016W	0
YPL078C	YGL122C	0
YBL099W	YOR065W	0
YBL030C	Q0130	0
YGR033C	Q0045	0
YPL215W	YGL191W	0
YGL122C	YGR112W	0
YER154W	YBR120C	0
Q0050	Q0140	0
Q0130	YML129C	0
YBR185C	YJR045C	0
YML030W	YGL122C	0
Q0130	YOR090C	0
YGR033C	YER154W	0
YDR529C	YDL160C	0
YLR393W	YJR045C	0
YIL111W	YGR174C	0
YGR174C	YNR018W	0
Q0250	YBR255C-A	0
Q0105	YGL187C	0
YGL122C	YJR045C	0
Q0140	YGL064C	0
YGL187C	YKL016C	0
YPR191W	YKR016W	0
YER154W	Q0060	0
YNL052W	YBL099W	0
YLR395C	YPR042C	0
Q0110	Q0105	0
YDR377W	YML129C	0
YDR119W-A	YGR132C	0
Q0275	Q0140	0
YPR125W	YBR024W	0
YBL030C	YPR191W	0
YJR045C	YKR016W	0
YLR203C	YGR037C	0
YPL271W	YDR375C	0
YNL026W	YNL305C	0
YNL155W	YGL187C	0
YOR090C	YPL215W	0
YPR042C	YKR016W	0
YHL004W	YHR051W	0
YBR255C-A	YNL026W	0
YGR033C	YJR121W	0
YBR009C	Q0085	0
YBL045C	Q0105	0
YBR039W	YKR016W	0
Q0055	YLR067C	0
YPL271W	Q0250	0
YKL016C	Q0105	0
Q0275	YEL024W	0
Q0140	YGL122C	0
YMR244C-A	YGL187C	0
YBL075C	YDR231C	0
YGL122C	YGL187C	0
YNR018W	YLR203C	0
YEL024W	YGL187C	0
YPR042C	YJR045C	0
YHR051W	YKR016W	0
Q0045	YGR112W	0
YDL160C	YNL052W	0
YGR132C	YJR045C	0
YPL172C	YNL305C	0
YHL004W	YBL045C	0
YPR140W	YNR018W	0
YJR045C	YGL122C	0
Q0105	YJL014W	0
YPR042C	YBL045C	0
YGR112W	YLR395C	0
Q0250	YGL122C	0
YEL024W	YGL064C	0
YOR065W	YPL271W	0
YEL024W	YJR045C	0
YPL078C	Q0020	0
Q0250	YPL271W	0
YHR076W	YDL156W	0
YKR016W	Q0250	0
YJR045C	YGR112W	0
YIL051C	YPL078C	0
YHR051W	Q0250	0
YJL166W	YDL160C	0
YBL099W	YNL030W	0
YPR191W	YKR016W	0
YBL099W	Q0045	0
Q0115	Q0050	0
YKL016C	YJR121W	0
YNL052W	Q0085	0
YDL160C	YPL215W	0
YKL016C	YJR121W	0
YDL160C	YBL030C	0
YER154W	YMR256C	0
