id1	id2	tag	tag_counts	selfpairs
Q0140	YJL014W	Q0140_YJL014W	1	0
YGR112W	YML081C-A	YGR112W_YML081C-A	1	0
YDL160C	YNR019W	YDL160C_YNR019W	1	0
YGL187C	YNL052W	YGL187C_YNL052W	1	0
YBR120C	YKL155C	YBR120C_YKL155C	1	0
YDR231C	YML129C	YDR231C_YML129C	1	0
YNR017W	YPL271W	YNR017W_YPL271W	1	0
Q0075	Q0250	Q0075_Q0250	1	0
Q0140	Q0250	Q0140_Q0250	1	0
YBR037C	YJR121W	YBR037C_YJR121W	1	0
YDL107W	YNR017W	YDL107W_YNR017W	1	0
Q0140	YBL045C	Q0140_YBL045C	1	0
Q0275	YNL052W	Q0275_YNL052W	1	0
YJL062W-A	YPL078C	YJL062W-A_YPL078C	1	0
YER154W	YGL187C	YER154W_YGL187C	1	0
YBL045C	YHR051W	YBL045C_YHR051W	1	0
YDL156W	YPR042C	YDL156W_YPR042C	1	0
Q0085	Q0140	Q0085_Q0140	1	0
YBR024W	YML030W	YBR024W_YML030W	1	0
YHL038C	YNL026W	YHL038C_YNL026W	1	0
YDL156W	YOR065W	YDL156W_YOR065W	1	0
YBL030C	YHL004W	YBL030C_YHL004W	1	0
Q0120	YNL155W	Q0120_YNL155W	1	0
YML081C-A	YNR017W	YML081C-A_YNR017W	1	0
YJL062W-A	YJR121W	YJL062W-A_YJR121W	1	0
YEL024W	YGL187C	YEL024W_YGL187C	1	0
YLR320W	YNL052W	YLR320W_YNL052W	1	0
YBR255C-A	YJR121W	YBR255C-A_YJR121W	1	0
Q0105	YGR112W	Q0105_YGR112W	1	0
Q0250	YLR295C	Q0250_YLR295C	1	0
Q0050	YLR395C	Q0050_YLR395C	1	0
Q0085	Q0105	Q0085_Q0105	1	0
YBR185C	YGR174C	YBR185C_YGR174C	1	0
YJR045C	YMR244C-A	YJR045C_YMR244C-A	1	0
Q0060	YOL027C	Q0060_YOL027C	1	0
YLR393W	YNL052W	YLR393W_YNL052W	1	0
YKR016W	YOR090C	YKR016W_YOR090C	1	0
YER154W	YNL052W	YER154W_YNL052W	1	0
YDL160C	YLR395C	YDL160C_YLR395C	1	0
YNL026W	YPR042C	YNL026W_YPR042C	1	0
YBR255C-A	YNR018W	YBR255C-A_YNR018W	1	0
Q0275	YPR042C	Q0275_YPR042C	1	0
YBL030C	YGR112W	YBL030C_YGR112W	1	0
YKL016C	YMR244C-A	YKL016C_YMR244C-A	1	0
Q0045	YNR018W	Q0045_YNR018W	1	0
YDR529C	YJR121W	YDR529C_YJR121W	1	0
YDL160C	YNL305C	YDL160C_YNL305C	1	0
YMR256C	YOL027C	YMR256C_YOL027C	1	0
Q0105	YPR191W	Q0105_YPR191W	1	0
YDL156W	YDL160C-A	YDL156W_YDL160C-A	1	0
YGR033C	YML030W	YGR033C_YML030W	1	0
YGL187C	YLR295C	YGL187C_YLR295C	1	0
YDL160C	YGR132C	YDL160C_YGR132C	1	0
