geneA,geneB,selfpairs
YNR017W,YBL030C,0
YGR132C,YDR377W,0
Q0250,YML129C,0
Q0085,YDR529C,0
YML081C-A,YOR090C,0
YIR021W,YIL111W,0
YJL166W,YPR042C,0
YKL016C,YOR065W,0
YJR045C,YJL166W,0
YPR042C,YPL078C,0
YPR042C,YJR121W,0
Q0140,YLR320W,0
YKL016C,Q0140,0
YKL016C,YJL062W-A,0
YDL156W,YBR024W,0
YJR045C,YBL030C,0
YML030W,YBR255C-A,0
YDL160C,Q0105,0
YDL160C,YER154W,0
YGL122C,YOR065W,0
YDR231C,YBL045C,0
YJL062W-A,YDL160C,0
YNL052W,YER154W,0
YNL026W,YGL122C,0
YJR045C,YKR016W,0
YLR320W,YGL122C,0
YJL014W,YDL160C,0
Q0045,YDR119W-A,0
YGL187C,YBR024W,0
YNR017W,YIL111W,0
YLR067C,Q0065,0
Q0085,YLR203C,0
YKR016W,YPL078C,0
YJR045C,YJL166W,0
YJR121W,YHR051W,0
YPL271W,YKL155C,0
Q0085,YGR222W,0
YBR009C,YGL122C,0
YBL045C,YBR185C,0
YPL215W,YNR017W,0
YBL045C,Q0130,0
YML030W,YGL187C,0
YIL111W,YGL122C,0
YBL099W,YJR045C,0
YDL160C,YBL099W,0
YPR125W,YKL016C,0
YPR042C,YBR009C,0
YKR016W,Q0105,0
Q0250,YNL026W,0
YJR045C,YIL157C,0
YML129C,YBL099W,0
YML030W,YGR222W,0
YBL030C,YBL045C,0
Q0045,YJR045C,0
YPL215W,YGL122C,0
YNR018W,YPL172C,0
YML129C,YBL045C,0
YPR191W,YJR045C,0
YOR065W,Q0105,0
Q0275,Q0105,0
YBR120C,YJR045C,0
YNL026W,YGL191W,0
YBL045C,YBL075C,0
YJR045C,YHR051W,0
YEL024W,Q0250,0
YNL052W,Q0115,0
YNL026W,YGL064C,0
Q0105,YDR529C,0
Q0045,YPR042C,0
Q0275,YJR121W,0
YPR125W,YER154W,0
Q0250,YJL014W,0
YDR231C,Q0250,0
YJR121W,Q0085,0
YMR256C,YBR009C,0
YGL187C,YDL160C,0
YDL160C,Q0275,0
YLR382C,YJR045C,0
YLR203C,Q0250,0
YGL187C,YGR132C,0
YBR039W,Q0130,0
YOR090C,YNR018W,0
YDR231C,YOL027C,0
YKR016W,YPL078C,0
YJR045C,YKR016W,0
YGL187C,Q0140,0
Q0045,YLR393W,0
YER154W,Q0275,0
YML030W,YJL062W-A,0
YKL016C,Q0105,0
Q0275,Q0105,0
YNL052W,YHR051W,0
Q0105,YDR231C,0
YMR256C,YER154W,0
YDR375C,YBL045C,0
YLR395C,YGL187C,0
YKL155C,YGL064C,0
YLR203C,Q0250,0
YDL160C,YER154W,0
YJR121W,YBL099W,0
YLR295C,YJR121W,0
Q0045,YML081C-A,0
Q0050,YGL191W,0
YPR191W,YDR529C,0
YHR051W,YGL122C,0
YEL024W,YKR016W,0
YJR045C,YGL122C,0
YPL271W,YJL166W,0
YDR377W,YLR320W,0
YNR018W,Q0045,0
YNL052W,YML030W,0
Q0250,YNL030W,0
