id1	id2	selfpairs
YNL305C	YNL030W	0
YNR017W	YKR016W	0
Q0250	YBL045C	0
YKR016W	YOR090C	0
YNL026W	YLR295C	0
YGL122C	YKR016W	0
YDL160C	YJL062W-A	0
YGL122C	YKL155C	0
YJR045C	Q0120	0
YBL030C	YER154W	0
YKR016W	YIL051C	0
YGL122C	YBL045C	0
YDL160C	YHR051W	0
YHR076W	YDL160C	0
YNR018W	YNL052W	0
YGR222W	YNL026W	0
YPL078C	YKL155C	0
Q0085	YGL122C	0
Q0275	YDL160C	0
Q0085	YLR203C	0
YGL122C	YKL155C	0
YKR016W	YGL064C	0
YPR042C	Q0105	0
YLR320W	YKR016W	0
YEL024W	Q0275	0
Q0045	Q0085	0
YPR042C	YGL122C	0
YPR042C	YDL107W	0
YGR222W	Q0250	0
YML081C-A	Q0105	0
YGR222W	Q0120	0
YKR016W	YGL064C	0
YML129C	YJL062W-A	0
YBR037C	YML129C	0
YNR018W	YBL030C	0
YKL016C	YHR051W	0
YPR191W	YOR090C	0
Q0080	YIL111W	0
YDR231C	YJL062W-A	0
YDR231C	YDL160C	0
YDR377W	YNR018W	0
YPL078C	YGL122C	0
YGR112W	Q0055	0
YPR042C	YML081C-A	0
YBR039W	Q0160	0
YJL166W	YOL027C	0
YGL191W	YGL122C	0
YHR051W	YBL045C	0
YGR033C	Q0250	0
YML030W	YJR121W	0
YEL024W	YBR024W	0
Q0110	YLR395C	0
YIL111W	YHR051W	0
YNR017W	Q0050	0
YPR191W	YML081C-A	0
YKR016W	YPR042C	0
YKR016W	YKL016C	0
Q0275	YDR377W	0
YBL099W	YPR125W	0
YDL160C	YGR062C	0
YJL014W	YJR121W	0
YLR203C	Q0275	0
YDL004W	YIL111W	0
YBR039W	YBR185C	0
YHL038C	YKR016W	0
YDR529C	YDL160C	0
YHR051W	Q0045	0
YBL030C	YLR295C	0
YJR045C	YJR121W	0
YPR042C	YGL187C	0
YJR121W	Q0105	0
YNR018W	Q0085	0
YDR231C	YDL160C	0
Q0065	YOR065W	0
YDL160C	YJL166W	0
YBL030C	Q0045	0
YNR018W	Q0080	0
YGR222W	Q0080	0
YDL107W	YBL030C	0
