geneA,geneB,selfpairs
YOR065W,YGL122C,0
YHR051W,YPL078C,0
YNL052W,YGR222W,0
YLR203C,YDR119W-A,0
YJL014W,Q0158,0
Q0250,YLR295C,0
Q0120,YGR174C,0
YDR377W,YDL160C,0
YNL030W,YEL024W,0
YDR529C,Q0085,0
YKL016C,YBR185C,0
YHL004W,YBL030C,0
Q0075,Q0105,0
YGL187C,YDL160C,0
Q0045,YDL160C,0
YLR395C,YJL166W,0
YGL122C,Q0140,0
YDL160C,YDR377W,0
YPR191W,YDL156W,0
YMR256C,YDR231C,0
YBL045C,YDL160C,0
YGR112W,Q0105,0
YGL191W,Q0080,0
YML129C,YLR203C,0
YGL187C,YBL045C,0
YKR016W,YGL187C,0
YBL045C,Q0085,0
YDL160C,YEL024W,0
YNR018W,YDL160C,0
Q0065,YHR051W,0
YDL160C,YPR042C,0
YDR529C,YDL160C,0
YKR016W,YNL305C,0
YHL004W,YER154W,0
YGR033C,Q0045,0
YKR016W,Q0275,0
Q0070,YGL187C,0
YPL078C,YGL191W,0
YPR191W,YBL045C,0
YNL052W,YGR062C,0
YLR203C,YLR320W,0
YIL157C,YBR039W,0
Q0045,Q0140,0
YEL024W,YBR185C,0
YGL187C,YJR045C,0
YML081C-A,YNL052W,0
YDL004W,YBL030C,0
YBL099W,YNL305C,0
YJR121W,YEL024W,0
YNR017W,YJL062W-A,0
YKR016W,YIL111W,0
Q0250,YGR222W,0
Q0275,YER154W,0
YDR529C,Q0085,0
YGR037C,YHR076W,0
YDR231C,YGR132C,0
YBL045C,YML081C-A,0
Q0130,YOL027C,0
YJL166W,YNL026W,0
YGL122C,YER154W,0
YML129C,YBL075C,0
YGL122C,YDR231C,0
YGR132C,YNR019W,0
YBR009C,YBL030C,0
YJL062W-A,Q0045,0
YML030W,YDR119W-A,0
YDR375C,YDL160C,0
YLR203C,YGL122C,0
YNR018W,YLR203C,0
YEL024W,YKL155C,0
YEL024W,YJR121W,0
YGL191W,YDR231C,0
YOL027C,Q0275,0
YPR125W,YGL122C,0
YPR042C,YPL271W,0
Q0275,YBL045C,0
YER154W,YGL187C,0
YNL030W,YGL187C,0
Q0250,YNR019W,0
YBL030C,Q0275,0
YBL045C,YGL191W,0
Q0250,Q0140,0
YLR395C,YEL024W,0
YPL078C,Q0105,0
Q0045,YPR042C,0
Q0105,YBL030C,0
YNR018W,YKL016C,0
Q0045,YPL215W,0
YER154W,YPR191W,0
Q0110,YGL122C,0
YBL045C,YKR016W,0
YML129C,YLR295C,0
YJR045C,YPR191W,0
Q0250,YDL107W,0
Q0250,YGR174C,0
YIL111W,YKR016W,0
YBL045C,YGL187C,0
Q0140,YPL078C,0
YLR203C,YGL187C,0
YJL062W-A,YLR203C,0
YMR256C,YHR051W,0
YOR065W,YNL026W,0
Q0070,YBL045C,0
YPR042C,Q0045,0
YEL024W,YHR051W,0
YNR017W,YGL187C,0
YDL107W,YBR037C,0
YNL026W,YEL024W,0
YKR016W,Q0105,0
YNL026W,YBL030C,0
YJR045C,Q0050,0
YBL099W,Q0045,0
YDR231C,Q0255,0
YNL052W,YIL157C,0
YPL271W,YJL166W,0
YLR067C,YJR045C,0
YGL187C,YPL271W,0
YGR112W,YNL052W,0
YNL305C,Q0275,0
YBR255C-A,YPR042C,0
YNL052W,YMR244C-A,0
YDL160C,YBL099W,0
YDL004W,YBR039W,0
Q0085,YGL187C,0
YPR042C,YPL215W,0
YOL027C,YOR090C,0
YGL122C,YBR039W,0
YKR016W,YGR033C,0
YML129C,Q0045,0
YJR045C,YNL052W,0
Q0045,Q0250,0
Q0080,YNR018W,0
YDL160C,YGL064C,0
YIL111W,YGL122C,0
Q0120,Q0055,0
YJL166W,YGL187C,0
YDL156W,Q0140,0
YGL191W,YJR045C,0
YDR231C,Q0085,0
YGR132C,YER154W,0
YKR016W,Q0250,0
YLR203C,Q0140,0
YER154W,YGR174C,0
Q0045,Q0140,0
YNL052W,YPR042C,0
YPL172C,YNL026W,0
YNR018W,YLR382C,0
Q0275,YPR191W,0
YGR222W,YIL157C,0
YGL187C,Q0275,0
YDL160C,YBR120C,0
YJL062W-A,YJL166W,0
Q0050,YER154W,0
YDL160C,YGL122C,0
YOR065W,YPR140W,0
YBR039W,Q0250,0
Q0085,Q0045,0
YDR529C,YOL027C,0
YGR112W,YMR244C-A,0
YGL122C,YPR042C,0
YBL030C,Q0105,0
YGR037C,YGL187C,0
YBL045C,YKL155C,0
YJR045C,YBL099W,0
YER154W,YPR191W,0
YBR039W,YDL160C,0
YGL122C,YDL160C,0
YLR382C,Q0045,0
Q0105,Q0085,0
YGR132C,YLR295C,0
YDR377W,YKR016W,0
