geneA,geneB,selfpairs
YDL160C,YBR255C-A,0
YKL016C,YGR174C,0
YJR045C,YHR051W,0
YDL160C,YJR045C,0
YNR018W,YJL166W,0
YBL045C,YGR037C,0
YDL160C,YGL122C,0
YBL045C,YLR203C,0
Q0045,YGL122C,0
YNR018W,YBR037C,0
YDR119W-A,YDR377W,0
Q0055,YBL099W,0
YML129C,YGR132C,0
YPL271W,YGL122C,0
Q0080,YJR045C,0
YBR037C,Q0120,0
YJR045C,Q0140,0
YDL004W,Q0085,0
YJR045C,YBL030C,0
YGR033C,YNL026W,0
Q0105,YBL045C,0
YDL160C,YJR045C,0
YDL004W,YGL122C,0
YBR255C-A,YJR045C,0
YHR076W,YKR016W,0
YHR076W,YPL078C,0
YEL024W,YOL027C,0
Q0250,YJL166W,0
YJR045C,Q0250,0
YIL157C,YML129C,0
YPR125W,YKR016W,0
Q0250,YKR016W,0
YIL111W,YDL160C,0
YKR016W,YNL305C,0
YGL064C,YJR121W,0
YDL160C,Q0158,0
YPR042C,Q0045,0
YEL024W,YML030W,0
YGR062C,YGR112W,0
YER154W,YPL271W,0
YNR017W,YDR375C,0
YGL187C,YDR375C,0
YGL122C,Q0140,0
Q0085,Q0105,0
YIL051C,YDR231C,0
YML129C,YJL014W,0
YER154W,YPR042C,0
YBL030C,Q0130,0
YOR065W,YHR051W,0
YKL155C,YOR065W,0
YNL305C,YDR231C,0
YDL160C,Q0045,0
YML081C-A,YGL187C,0
YPL271W,YLR203C,0
YPR042C,YKR016W,0
YOR065W,YPR125W,0
Q0045,YKR016W,0
YBR185C,Q0070,0
YGL191W,YOR065W,0
Q0085,Q0045,0
YKL016C,YPR125W,0
Q0055,YGL191W,0
YBL099W,YGL122C,0
YDR119W-A,YKL016C,0
YKR016W,YGL187C,0
Q0105,YEL024W,0
YGL064C,YBR009C,0
YDR231C,YPL215W,0
YLR395C,YGL122C,0
YGL122C,Q0130,0
YGR222W,Q0250,0
Q0275,YNL026W,0
YKR016W,YEL024W,0
YER154W,YBL075C,0
YBL045C,YPL271W,0
YGL122C,YJR045C,0
Q0050,YGL122C,0
YNL052W,YJR045C,0
Q0080,YJL166W,0
YBL075C,YJR121W,0
YDR231C,YHR051W,0
YNL030W,YDR231C,0
Q0085,YPR191W,0
YHL038C,Q0045,0
YBR120C,YMR256C,0
Q0045,YJR045C,0
YPR140W,Q0105,0
YGL122C,YGR112W,0
YNL026W,YDL160C,0
Q0080,YDL160C,0
YKL155C,YPR042C,0
YHR051W,YNR017W,0
YDR529C,YBR255C-A,0
YPR140W,YGR033C,0
YPR125W,YOR065W,0
YPL078C,Q0045,0
YPR191W,YOL027C,0
Q0250,YNR018W,0
YLR320W,YNL026W,0
YML081C-A,YDR529C,0
YBR255C-A,Q0045,0
Q0275,YJR121W,0
YPR191W,YML129C,0
YGL187C,YDL160C,0
YHR076W,YDR529C,0
YJR045C,YGL122C,0
YML030W,YPL215W,0
YPL271W,YHL004W,0
Q0250,YGR112W,0
YDL004W,YDR119W-A,0
YKR016W,Q0045,0
Q0275,YGL187C,0
Q0105,YGL122C,0
YBL045C,YJR045C,0
YLR395C,YLR320W,0
Q0275,YKR016W,0
Q0110,YGL187C,0
YBL099W,Q0045,0
YGL122C,YKR016W,0
YML129C,YGR174C,0
YKR016W,YEL024W,0
Q0045,YNL030W,0
YNR018W,Q0250,0
YEL024W,YML030W,0
YGL191W,YGL122C,0
YMR256C,YNL026W,0
YJR045C,YBL045C,0
YDL160C,YGR222W,0
YNR019W,Q0160,0
YGL122C,YDL160C,0
Q0110,YGR174C,0
YJR045C,YNR017W,0
YIL157C,YGR132C,0
YBR009C,YER154W,0
Q0275,YER142C,0
YGR112W,YDL160C,0
YER154W,YGR174C,0
YDL160C,YNR017W,0
YJL062W-A,Q0250,0
Q0105,YOL027C,0
Q0275,YOR090C,0
YBR024W,Q0085,0
YKR016W,Q0045,0
YPL078C,Q0045,0
YBL030C,YJR045C,0
YLR382C,YDL004W,0
Q0105,Q0085,0
YJR045C,YIR021W,0
YBL045C,YHR051W,0
Q0075,YBL045C,0
Q0130,YIL111W,0
YDL160C,YNR017W,0
YKR016W,YBL099W,0
YGL187C,YNR018W,0
Q0250,YPL078C,0
YGR222W,YGL122C,0
YGR033C,YBL099W,0
YNL026W,YIL111W,0
YEL024W,YPR042C,0
YPR042C,YOL027C,0
YPR191W,YNL052W,0
Q0060,YPR042C,0
YHR051W,Q0140,0
YBR039W,YLR203C,0
YJR121W,YGL187C,0
Q0250,YNL026W,0
YGR132C,YNL155W,0
YDR231C,YLR320W,0
YGL187C,YML129C,0
YPL215W,YBR009C,0
YBR024W,YMR256C,0
Q0045,YER142C,0
YNL305C,Q0140,0
YGL064C,YOL027C,0
YLR203C,YEL024W,0
Q0105,YDL160C,0
YNL030W,YGL191W,0
YML030W,YNR018W,0
YBR120C,YDR231C,0
YNR018W,YLR320W,0
YGL191W,YKR016W,0
YER154W,YLR067C,0
YBL045C,YKL016C,0
YPR191W,Q0085,0
YBL045C,YNL026W,0
YKR016W,YLR203C,0
YDL160C,YPR042C,0
YHR051W,YNL052W,0
YPR140W,YML030W,0
YDR119W-A,Q0140,0
YPR042C,YER154W,0
YIL157C,Q0130,0
YDR119W-A,YNL052W,0
YML081C-A,YDR231C,0
YDR231C,YJL062W-A,0
YEL024W,Q0275,0
YGL191W,YPR042C,0
YGR112W,YLR320W,0
YNL026W,YJR045C,0
YJR121W,YIL157C,0
YMR256C,Q0130,0
YDL160C,YJR121W,0
YBL030C,YHL038C,0
YPL078C,YGL122C,0
YKL016C,YDR231C,0
YJL166W,YJL014W,0
YBL045C,YPR042C,0
YOL027C,YDL160C,0
YMR244C-A,YDR375C,0
Q0250,YKL155C,0
YKR016W,YBR037C,0
YML030W,YHR051W,0
YPR042C,YDR377W,0
YDL160C,YOL027C,0
YNL052W,YNL030W,0
YGR062C,YBL099W,0
Q0085,YKL016C,0
YNR017W,Q0085,0
YDR377W,Q0250,0
Q0250,YMR256C,0
YOR065W,YBR185C,0
YPR191W,YGL122C,0
YHR051W,YLR295C,0
YLR067C,YGR037C,0
YIL157C,Q0045,0
YJL014W,YOR065W,0
Q0250,YBL099W,0
YBR255C-A,Q0045,0
YDR119W-A,YJR045C,0
YLR320W,YNL305C,0
YKR016W,Q0120,0
YML030W,YNL026W,0
Q0140,YBR255C-A,0
YJR121W,YGL122C,0
YNL052W,YGR112W,0
YGL122C,YPR042C,0
Q0275,YHR051W,0
YNL052W,YKR016W,0
YGR037C,YKL155C,0
Q0250,YLR203C,0
YBL045C,YGL187C,0
YPR042C,YPR191W,0
YDL004W,YBL045C,0
YKR016W,YJR121W,0
YOL027C,YNR018W,0
YLR295C,Q0250,0
YLR395C,YDL156W,0
YBR185C,YOL027C,0
YPR042C,YML081C-A,0
YGR112W,YEL024W,0
YHR051W,YNL052W,0
YNL052W,YKR016W,0
YML030W,YGR174C,0
YBL045C,YJR121W,0
YJL166W,YKL016C,0
YGL187C,YBL045C,0
Q0045,Q0080,0
Q0255,Q0105,0
YNR018W,Q0250,0
YGL122C,YML030W,0
YDL160C,Q0070,0
YLR203C,YDL160C,0
YGL187C,YLR067C,0
YDR231C,YDL156W,0
YER154W,YGR112W,0
YBL030C,YGL187C,0
YPL215W,YPL271W,0
YDL160C,YGL187C,0
YGL187C,Q0065,0
YDR377W,YKL016C,0
YDL160C,YGL122C,0
YBR024W,Q0158,0
YPR125W,YBL030C,0
YML129C,Q0085,0
YMR244C-A,YBR039W,0
Q0255,YGR222W,0
YGL187C,Q0105,0
YML129C,YLR395C,0
YDR231C,YBL030C,0
YGL122C,Q0130,0
YBR185C,YLR395C,0
YNR018W,YPR042C,0
YBL030C,YBL045C,0
YDL160C,YPR042C,0
YGL187C,YKR016W,0
YJR045C,YNL026W,0
YKL016C,YGL122C,0
YJR045C,YDR119W-A,0
YDR231C,YGL187C,0
YOR090C,YGL187C,0
YJR121W,YBL045C,0
YJL062W-A,YJR045C,0
YJR045C,YPL215W,0
YIR021W,YGR033C,0
YPL271W,YGL122C,0
YCR106W,YEL024W,0
YPR042C,YDL107W,0
YML030W,YBR039W,0
YBR120C,YJR045C,0
YDR377W,YNR018W,0
YER154W,YBL045C,0
YBR037C,YGL187C,0
Q0275,YGR112W,0
YPR042C,Q0105,0
YEL024W,YIL157C,0
Q0275,YKR016W,0
YDL160C,YKR016W,0
YGL187C,Q0105,0
YGL122C,YMR256C,0
YDL160C,YLR295C,0
YNL030W,YML129C,0
Q0045,YGL122C,0
YPR191W,Q0275,0
YLR203C,YGR112W,0
YJR045C,YJR121W,0
YOR090C,YPR140W,0
YGL191W,YGR112W,0
YGR112W,YHR051W,0
YLR320W,YHL004W,0
YGL187C,Q0045,0
Q0250,YHL004W,0
YOL027C,YDR529C,0
YIL051C,YPL078C,0
YKR016W,YNL026W,0
YDR529C,YGR132C,0
Q0045,YKR016W,0
YGL187C,YKR016W,0
YNL026W,YPR042C,0
YPL078C,YNR018W,0
YBL099W,YGL187C,0
YIL051C,YNR018W,0
YPL172C,YDR529C,0
YBR120C,YPR042C,0
YBR039W,YHR051W,0
YPL078C,YKL016C,0
YGL187C,YBR120C,0
YDL160C,YML081C-A,0
YML129C,Q0115,0
YNL305C,YKR016W,0
YDR529C,YGR062C,0
YJL166W,YJR045C,0
YGL122C,YML030W,0
YDL160C,YDR529C,0
YPL271W,YKR016W,0
Q0140,YBR039W,0
YDL160C,YJR045C,0
YJL166W,YBR039W,0
Q0250,YDL160C,0
YDR231C,YPL078C,0
Q0130,YGL122C,0
YPR191W,YGL187C,0
YLR320W,YLR203C,0
YHL004W,YNL305C,0
YDR377W,YNL052W,0
YNL052W,YGL122C,0
YNL026W,YBL045C,0
Q0275,YDR231C,0
YLR393W,YJR121W,0
YJL062W-A,YBL045C,0
Q0250,YDL160C,0
YBL030C,YPL078C,0
YHL004W,Q0085,0
YLR203C,YBR120C,0
YBR185C,YLR203C,0
YKL155C,YDL160C,0
YGR033C,YPL078C,0
YPR042C,YML129C,0
YIL111W,YLR320W,0
YLR395C,YDL160C,0
YNR018W,YGL187C,0
YDR231C,YDR119W-A,0
YDR529C,YPR191W,0
YBL030C,YPL078C,0
YGR222W,YPL271W,0
YDL160C,YLR393W,0
YPR042C,YPL078C,0
YJR045C,YBL045C,0
Q0080,YDR119W-A,0
YJL062W-A,YJL166W,0
YOR065W,Q0050,0
Q0050,YNR017W,0
YGL187C,YGR132C,0
YDL107W,YJR045C,0
YML129C,YOR090C,0
YGL122C,YBL045C,0
YGR033C,YKR016W,0
YGR112W,YKR016W,0
YBR255C-A,YDL004W,0
YBL045C,YKR016W,0
YDR377W,YGR033C,0
Q0045,YBR039W,0
YBR009C,YBR039W,0
YDR529C,YPL215W,0
YDL107W,YER154W,0
YER154W,YBL099W,0
YOR065W,YPR191W,0
YLR393W,Q0105,0
YHR051W,YJR045C,0
YPR042C,Q0250,0
YDL160C,YML030W,0
Q0055,YPR125W,0
YBL030C,YPL172C,0
YDR119W-A,YBL075C,0
YKL016C,YNR017W,0
YHR076W,YBL045C,0
YHL004W,YNL026W,0
Q0080,YNL052W,0
YBL045C,YER154W,0
YNR018W,YLR395C,0
YHR051W,YGL122C,0
YBR185C,YDL160C,0
YKR016W,YNL026W,0
YGR112W,YJR045C,0
YML129C,YGL187C,0
Q0080,YKR016W,0
Q0105,Q0045,0
Q0250,Q0105,0
YEL024W,YDL160C,0
Q0105,Q0045,0
YGR112W,YKR016W,0
YIL111W,YJR121W,0
Q0080,YDR375C,0
YJR045C,YBL030C,0
YDR231C,YKR016W,0
Q0140,YGL064C,0
YLR203C,Q0275,0
YNL026W,YBR037C,0
Q0275,YPR125W,0
YLR393W,YDL160C,0
YOR065W,YNL052W,0
YKR016W,YBL045C,0
YDL160C,YDR231C,0
Q0250,YGL122C,0
YDL107W,YDR231C,0
YDL156W,YKR016W,0
Q0275,YOR065W,0
Q0275,Q0250,0
YPL215W,YMR244C-A,0
YOL027C,YJL014W,0
YJR045C,YGR174C,0
Q0060,YLR295C,0
YGR112W,Q0045,0
Q0085,Q0275,0
YBR009C,YPR042C,0
Q0105,YBL045C,0
YJR045C,YML081C-A,0
YJL062W-A,YGL191W,0
Q0080,YPR042C,0
Q0105,YJL062W-A,0
YNR018W,Q0110,0
Q0250,YJR045C,0
Q0105,YOR065W,0
YIL051C,YML129C,0
YBL099W,YGR222W,0
YGL187C,Q0050,0
YNR017W,YDL160C,0
Q0275,YGL187C,0
Q0045,YJR045C,0
Q0250,YGL122C,0
Q0275,YLR295C,0
YHL004W,YHR051W,0
Q0250,Q0110,0
YLR067C,YIL111W,0
Q0085,YBL075C,0
YOR090C,YKR016W,0
YLR203C,YKR016W,0
YGL122C,Q0085,0
YNL052W,YBR024W,0
YNR019W,YDR231C,0
YGL187C,YNL026W,0
YPR042C,YIL157C,0
YJR045C,Q0080,0
YJL062W-A,YPL078C,0
YHR076W,YOL027C,0
YNR018W,YGL187C,0
YBL030C,YKR016W,0
YBR039W,Q0275,0
YBR037C,YNL052W,0
YNL052W,YIL157C,0
