id1	id2	selfpairs
Q0045	YKL016C	0
YDR377W	YNR018W	0
YJR121W	Q0250	0
Q0105	YML129C	0
YBR255C-A	YBR024W	0
YJR121W	YGR222W	0
YDL160C	YKR016W	0
YGL187C	YHL038C	0
YBL030C	YNL026W	0
YPR140W	YLR203C	0
Q0275	YJR045C	0
Q0080	YDR119W-A	0
YPR125W	YBR024W	0
YJL166W	YGL122C	0
YJR045C	YML081C-A	0
YLR295C	YER154W	0
Q0045	YDL107W	0
Q0080	YLR320W	0
YNR017W	YBL045C	0
YDR377W	YJR121W	0
Q0055	YKR016W	0
YGL122C	YJL062W-A	0
Q0250	YKR016W	0
YBR037C	YPL271W	0
YBR255C-A	YNL030W	0
Q0275	YKR016W	0
YDR529C	YBL030C	0
YGR112W	YDR529C	0
Q0255	YNL305C	0
YGR033C	YGL122C	0
YDL160C	YJL166W	0
YNL052W	Q0250	0
YKR016W	Q0105	0
Q0105	YKL016C	0
YPR042C	YJR045C	0
Q0045	YPR042C	0
YGR112W	YNR017W	0
YER142C	YCR106W	0
YGR062C	YBL099W	0
YGR132C	YPR191W	0
YGR174C	Q0130	0
YMR244C-A	Q0130	0
YBR009C	YGL187C	0
YNL026W	YBL045C	0
YLR203C	YIL051C	0
YPL172C	YDL160C	0
YGL122C	Q0250	0
YPL078C	YKL016C	0
Q0250	Q0140	0
YOL027C	Q0250	0
YHR051W	Q0105	0
YBL075C	YKL016C	0
YER154W	YGL122C	0
YIL157C	YJR045C	0
YGL187C	YOR065W	0
YGR033C	Q0105	0
Q0050	YDR375C	0
YNR019W	YPR042C	0
YJL166W	Q0045	0
YDL107W	YJR045C	0
YPL271W	YKL016C	0
YLR295C	YML129C	0
YJR045C	Q0140	0
YLR067C	YGR112W	0
YPR191W	YOL027C	0
YJR121W	YOL027C	0
YDL160C	YJR045C	0
YNL305C	YML030W	0
YPR042C	YDR231C	0
YIL111W	Q0085	0
Q0045	YKL016C	0
YNL026W	YDR231C	0
YLR203C	YPL172C	0
Q0105	YNR018W	0
Q0275	YGL122C	0
YBR037C	YJL062W-A	0
YGR033C	YDL107W	0
YPR140W	YPL215W	0
Q0080	YNR018W	0
YGL122C	YBL099W	0
YBR185C	Q0250	0
YBR037C	YPR140W	0
YDR375C	YML030W	0
YDR119W-A	YOR090C	0
YGL191W	YPL078C	0
YGR174C	YDL004W	0
YGL122C	YBR185C	0
YML030W	YOL027C	0
YGR062C	Q0020	0
YDL160C	YJL062W-A	0
YPL215W	YJR121W	0
Q0250	Q0085	0
YPR191W	Q0275	0
YGR174C	YKR016W	0
YOR065W	YBL030C	0
YJR121W	YGR222W	0
YIL051C	YNL052W	0
YGR112W	Q0045	0
YBL045C	YHR076W	0
Q0105	YOL027C	0
YDR529C	YPR042C	0
YIL157C	YIL111W	0
Q0250	YOR090C	0
YOR090C	YKR016W	0
YNL052W	YBR120C	0
YDL160C	YGR174C	0
YPR042C	Q0250	0
YLR320W	YOL027C	0
YJL166W	YLR067C	0
YKR016W	YBL099W	0
YDR231C	YKR016W	0
YDL156W	Q0080	0
YPR191W	YDL160C	0
YBR024W	Q0275	0
Q0045	YJR045C	0
YJR045C	YGL064C	0
YBL045C	YDL160C	0
YEL024W	YPR042C	0
YGL187C	YOL027C	0
YGL122C	YDL160C	0
YDL160C	YDR375C	0
Q0130	YDR119W-A	0
YGL122C	YNR017W	0
Q0085	YGR112W	0
YML030W	YGL122C	0
YKR016W	YDR231C	0
YGR112W	YNL052W	0
YDR231C	YPL271W	0
YDR231C	YJR045C	0
YLR393W	Q0130	0
YJR045C	YJL062W-A	0
YDL156W	YHR051W	0
YBR255C-A	YBL045C	0
YDL156W	YHR051W	0
YGR033C	YDL160C	0
YPL215W	YKL016C	0
Q0080	Q0130	0
YDL160C	YGL122C	0
YDL160C-A	Q0120	0
YNL026W	YIL157C	0
YDL160C	YGL187C	0
Q0275	YLR395C	0
YIL111W	YGR037C	0
YJR121W	YMR256C	0
YJR121W	YPL078C	0
YLR067C	YGL191W	0
YML129C	YHR051W	0
YLR295C	YGR037C	0
YOL027C	YNR018W	0
YJR045C	YJL062W-A	0
YHR051W	YNL052W	0
YKR016W	YBL030C	0
YPR125W	YNL052W	0
YGL122C	Q0250	0
YBL075C	YDL107W	0
YGL187C	YPR042C	0
YDR377W	YGR222W	0
Q0105	Q0275	0
YGR033C	YNR018W	0
YBR039W	Q0080	0
YDL160C	YOR065W	0
YKR016W	Q0140	0
Q0085	YPR125W	0
YGL187C	YOR090C	0
YDR529C	YIL111W	0
YLR395C	YPR125W	0
YPL271W	YDR377W	0
YIL157C	YPL078C	0
YNL026W	YKR016W	0
Q0275	YKR016W	0
YML129C	YPL078C	0
YNR017W	YKR016W	0
YGL064C	Q0120	0
YBL045C	YEL024W	0
YPR042C	YBL045C	0
YGL122C	YLR395C	0
YIR021W	YJL014W	0
YML129C	YGL187C	0
YDL160C	Q0045	0
YMR256C	YMR244C-A	0
YDR231C	YBL045C	0
Q0060	YNR018W	0
YGR037C	YEL024W	0
YGL187C	Q0140	0
YBR009C	YEL024W	0
YJR045C	Q0080	0
YNL026W	YPR042C	0
YNR017W	Q0045	0
YLR203C	YIL157C	0
YDL160C	YGL122C	0
YDR119W-A	YLR203C	0
YDL004W	YDL160C	0
YBR009C	YJR045C	0
YGR033C	YJR045C	0
YER154W	Q0045	0
YKL016C	YEL024W	0
YBL030C	YGL122C	0
Q0115	YOR065W	0
YBL099W	Q0085	0
YGR132C	YKR016W	0
Q0275	YDR377W	0
Q0120	YPL078C	0
YIL111W	YBL030C	0
Q0045	YMR256C	0
YDR119W-A	Q0120	0
YLR203C	YNL052W	0
Q0055	YGL187C	0
YBL030C	YHR076W	0
YBL045C	YIL111W	0
YBL030C	YLR203C	0
YML129C	YGL187C	0
YJL062W-A	YIL157C	0
Q0105	YKL016C	0
YJR045C	YER154W	0
YML030W	YNL155W	0
YGL122C	YDR377W	0
YER154W	YMR244C-A	0
YGL122C	Q0250	0
YBL075C	Q0085	0
YEL024W	YBL099W	0
YOL027C	YGR062C	0
YDR231C	YKR016W	0
YBR185C	YPR191W	0
YLR320W	YOR065W	0
YBL045C	YHR051W	0
YPR042C	Q0050	0
YDR375C	YGL187C	0
YEL024W	YGL122C	0
YML129C	YDL156W	0
YLR393W	YDR231C	0
YPR191W	YBR120C	0
Q0085	YDL160C	0
YJL166W	YBL045C	0
Q0250	YGL191W	0
YNL026W	YOR065W	0
YNR018W	YKR016W	0
Q0085	YKL155C	0
YLR395C	Q0250	0
YNL026W	YGL191W	0
YBL045C	YLR393W	0
YPR042C	YJR121W	0
YNL026W	YGL122C	0
YML081C-A	YGL187C	0
YOR065W	YHL004W	0
YKR016W	YGL122C	0
Q0065	Q0110	0
YJR045C	YHL004W	0
Q0085	YPL215W	0
YDL160C	YJR045C	0
YDL160C	Q0250	0
YKR016W	Q0275	0
YDR119W-A	YPR191W	0
Q0140	YNL030W	0
Q0250	YNL026W	0
YDL160C	Q0085	0
YKL016C	YLR203C	0
YDR375C	YLR320W	0
YNL026W	YPL215W	0
YBR009C	YKR016W	0
YDL160C	YLR295C	0
Q0275	YBR037C	0
YNR018W	YIL051C	0
YBL099W	YDL107W	0
YDL160C	YGL191W	0
YML129C	YGL187C	0
YML030W	YGL187C	0
YPR042C	YML081C-A	0
YBL030C	YBR039W	0
YLR203C	YKR016W	0
YKR016W	Q0045	0
YPR042C	YJR121W	0
YGR062C	YBL099W	0
YML081C-A	YPR191W	0
YHR051W	YDL004W	0
YDR119W-A	YGL187C	0
YNL155W	YNR018W	0
YJR045C	YPL078C	0
YGR112W	YGL187C	0
YDL107W	YMR256C	0
YPL078C	YKL155C	0
YDR529C	YOR090C	0
YJR045C	YOL027C	0
YGL122C	YML129C	0
YDR377W	YGR112W	0
YLR382C	Q0275	0
Q0085	YJR045C	0
YER154W	YGL191W	0
YML081C-A	YHR051W	0
YBR009C	YOR090C	0
YEL024W	Q0045	0
YBL045C	YBR039W	0
YNR017W	YBR009C	0
Q0250	YJL166W	0
YJR045C	YER154W	0
YPR042C	YBR185C	0
YDR529C	YKR016W	0
YDL160C	YHR076W	0
YJL166W	YBR185C	0
YGL187C	YPR042C	0
Q0250	YPL078C	0
YNR019W	YJL166W	0
YJR045C	YIL051C	0
YGR112W	YBL045C	0
Q0250	YNL052W	0
YML129C	YPR191W	0
YPL078C	YGL122C	0
YNL052W	YHR051W	0
