id1	id2	tag	tag_counts	selfpairs
YGR062C	YLR203C	YGR062C_YLR203C	1	0
YML129C	YOL027C	YML129C_YOL027C	1	0
YGL122C	YLR382C	YGL122C_YLR382C	1	0
Q0105	YKR016W	Q0105_YKR016W	1	0
Q0105	YDL156W	Q0105_YDL156W	1	0
YDL160C	YHL038C	YDL160C_YHL038C	1	0
YNL305C	YPL271W	YNL305C_YPL271W	1	0
Q0115	YGR112W	Q0115_YGR112W	1	0
YGL122C	YLR393W	YGL122C_YLR393W	1	0
YDL160C	YIL157C	YDL160C_YIL157C	1	0
YBL045C	YJR045C	YBL045C_YJR045C	1	0
Q0050	YPR140W	Q0050_YPR140W	1	0
YGL187C	YPL078C	YGL187C_YPL078C	1	0
Q0250	YJR045C	Q0250_YJR045C	1	0
YBR009C	YBR024W	YBR009C_YBR024W	1	0
Q0255	YLR067C	Q0255_YLR067C	1	0
Q0085	YDR529C	Q0085_YDR529C	1	0
Q0085	YGR222W	Q0085_YGR222W	1	0
YDR377W	YML081C-A	YDR377W_YML081C-A	1	0
YBL099W	YNL052W	YBL099W_YNL052W	1	0
YJL062W-A	YLR067C	YJL062W-A_YLR067C	1	0
YGL122C	YGL187C	YGL122C_YGL187C	1	0
YDR231C	YGR222W	YDR231C_YGR222W	1	0
YBR255C-A	YPL271W	YBR255C-A_YPL271W	1	0
YEL024W	YOL027C	YEL024W_YOL027C	1	0
YBL099W	YIL157C	YBL099W_YIL157C	1	0
YML030W	YOR090C	YML030W_YOR090C	1	0
YGR062C	YNL305C	YGR062C_YNL305C	1	0
YER154W	YLR203C	YER154W_YLR203C	1	0
YKL016C	YPR191W	YKL016C_YPR191W	1	0
YBR037C	YGL187C	YBR037C_YGL187C	1	0
YER154W	YNL030W	YER154W_YNL030W	1	0
Q0105	Q0250	Q0105_Q0250	1	0
Q0045	Q0115	Q0045_Q0115	1	0
Q0045	YJL166W	Q0045_YJL166W	1	0
YBL045C	YGR132C	YBL045C_YGR132C	1	0
YLR320W	YPL078C	YLR320W_YPL078C	1	0
YKR016W	YPL078C	YKR016W_YPL078C	1	0
Q0158	YDR119W-A	Q0158_YDR119W-A	1	0
YJL166W	YMR244C-A	YJL166W_YMR244C-A	1	0
YGR033C	YPR042C	YGR033C_YPR042C	1	0
YDR231C	YOR065W	YDR231C_YOR065W	1	0
YBL045C	YPL215W	YBL045C_YPL215W	1	0
YJR045C	YLR320W	YJR045C_YLR320W	1	0
YJL062W-A	YLR203C	YJL062W-A_YLR203C	1	0
YGL122C	YGR174C	YGL122C_YGR174C	1	0
Q0045	YDL160C	Q0045_YDL160C	1	0
Q0130	YNL155W	Q0130_YNL155W	1	0
Q0250	YDL160C	Q0250_YDL160C	1	0
Q0105	YGR222W	Q0105_YGR222W	1	0
YBR039W	YGL191W	YBR039W_YGL191W	1	0
YDL160C	YDR119W-A	YDL160C_YDR119W-A	1	0
YLR203C	YML129C	YLR203C_YML129C	1	0
Q0250	YML129C	Q0250_YML129C	1	0
Q0250	YGL122C	Q0250_YGL122C	1	0
YHR051W	YKR016W	YHR051W_YKR016W	1	0
Q0250	YJL166W	Q0250_YJL166W	1	0
YBR039W	YDR529C	YBR039W_YDR529C	1	0
YDR375C	YIL111W	YDR375C_YIL111W	1	0
Q0275	YPR191W	Q0275_YPR191W	1	0
Q0045	YBR039W	Q0045_YBR039W	1	0
YGL191W	YNL026W	YGL191W_YNL026W	1	0
Q0140	YJR045C	Q0140_YJR045C	1	0
Q0085	YPL078C	Q0085_YPL078C	1	0
YGL064C	YGL122C	YGL064C_YGL122C	1	0
YIR021W	YPR140W	YIR021W_YPR140W	1	0
YBR037C	YGR112W	YBR037C_YGR112W	1	0
YBL075C	YPR140W	YBL075C_YPR140W	1	0
YBR039W	YJR045C	YBR039W_YJR045C	1	0
Q0120	YLR295C	Q0120_YLR295C	1	0
YBL099W	YNL052W	YBL099W_YNL052W	1	0
YEL024W	YIL111W	YEL024W_YIL111W	1	0
Q0250	YGR132C	Q0250_YGR132C	1	0
YGL187C	YPR125W	YGL187C_YPR125W	1	0
YNL026W	YNR018W	YNL026W_YNR018W	1	0
YGR112W	YPR042C	YGR112W_YPR042C	1	0
Q0045	YGL122C	Q0045_YGL122C	1	0
YBL030C	YNL026W	YBL030C_YNL026W	1	0
YPL271W	YPR042C	YPL271W_YPR042C	1	0
YDL160C	YPL215W	YDL160C_YPL215W	1	0
YML030W	YPR042C	YML030W_YPR042C	1	0
YKL016C	YNL052W	YKL016C_YNL052W	1	0
Q0130	YGR112W	Q0130_YGR112W	1	0
