geneA,geneB,selfpairs
Q0250,YML030W,0
YPL078C,YLR203C,0
YML129C,YJR045C,0
YML129C,YKR016W,0
YGR132C,YDL160C,0
YDL107W,YNR018W,0
YGL191W,YPL271W,0
YHR076W,YPR042C,0
YPR191W,YPR042C,0
YBL030C,YOL027C,0
YBR039W,YBR255C-A,0
YOR090C,YJR045C,0
YEL024W,YNL305C,0
YDR231C,YIL051C,0
YGL122C,YBL099W,0
YML129C,Q0070,0
Q0250,YKR016W,0
YKR016W,Q0105,0
Q0080,YHR051W,0
YHR051W,YBR037C,0
YDR231C,YML030W,0
Q0250,YKR016W,0
YEL024W,YKL016C,0
YIL051C,YJL014W,0
YBL045C,YPL271W,0
YKL016C,YNR018W,0
YDR231C,YNL052W,0
YER154W,Q0250,0
YMR256C,YKR016W,0
YGL122C,YDL160C,0
YGL187C,YML129C,0
YJR045C,YPR042C,0
YLR203C,YDR231C,0
YPR191W,YNL052W,0
Q0105,YBR255C-A,0
YML030W,YJR045C,0
YGR222W,Q0085,0
YGR112W,YGL187C,0
Q0080,YLR320W,0
YJR045C,YNL026W,0
YLR203C,YDR529C,0
YBL045C,YNL026W,0
YGL122C,YPR042C,0
YKR016W,Q0275,0
YEL024W,YJR121W,0
YBL099W,YBL075C,0
YJR121W,YLR382C,0
YDL156W,YBR185C,0
YGR112W,YNL052W,0
YOR065W,YNL052W,0
YDL107W,YDR231C,0
YIL111W,YML081C-A,0
YJR045C,YEL024W,0
YHL004W,YGL064C,0
YPR191W,Q0105,0
YDL160C,Q0250,0
YDR231C,YPR125W,0
YNL052W,YJR121W,0
YDL160C,YGR033C,0
YGL187C,YLR393W,0
YPR042C,YBL045C,0
YLR203C,YJL166W,0
YDL160C,Q0250,0
YNL305C,YPR042C,0
YLR393W,YBL030C,0
YKR016W,YJR045C,0
YGR033C,Q0055,0
YDL004W,YGL064C,0
YJR045C,YDR377W,0
YPL271W,YBL045C,0
Q0250,Q0120,0
YOR065W,Q0130,0
YDL160C,YBR255C-A,0
YGR062C,Q0275,0
YLR067C,YGL187C,0
YKR016W,YLR393W,0
YBL045C,YDR377W,0
YOL027C,YKR016W,0
YPR191W,Q0275,0
YBR120C,YPL078C,0
YJR045C,YNL026W,0
YBL075C,YPR125W,0
YNL052W,YLR203C,0
Q0250,YGL064C,0
YPR042C,YNL026W,0
YBL030C,YGR112W,0
YBR037C,YPL078C,0
YPR125W,YIL111W,0
YDR377W,YDR529C,0
Q0250,YDR377W,0
YJR045C,YIL157C,0
YJR045C,Q0250,0
YDL160C,YPL078C,0
Q0105,YHR051W,0
YHR051W,YGL187C,0
Q0045,YPR042C,0
YKR016W,Q0255,0
YGR112W,YKR016W,0
Q0045,YDL160C,0
YNL026W,YDR231C,0
YJL166W,YBL075C,0
YJL062W-A,YML129C,0
YLR203C,YNR017W,0
YBR009C,YDR529C,0
YJL166W,YEL024W,0
YDL160C,YGL122C,0
YML129C,YIL157C,0
YDL160C,Q0045,0
YPR042C,YBR255C-A,0
Q0250,YPL172C,0
YDR377W,Q0120,0
YGL122C,YGR033C,0
YNL030W,YNL026W,0
YHR076W,YGL122C,0
Q0275,YDR119W-A,0
YML129C,YGL191W,0
YDL107W,YLR203C,0
YJL062W-A,YDR231C,0
YNL026W,YGR132C,0
Q0130,YNR018W,0
Q0045,YGL187C,0
YDL156W,YBL030C,0
Q0055,YJR045C,0
YLR320W,YDR231C,0
YDL160C,YJR045C,0
YPL172C,YNL030W,0
YER154W,Q0105,0
Q0075,YPL271W,0
YBR009C,YOR065W,0
YBR039W,YGR112W,0
YJL062W-A,YIL111W,0
YIL157C,YBL045C,0
YPR191W,YPR042C,0
YPR042C,Q0140,0
YBL030C,YGL187C,0
Q0045,Q0140,0
YJR045C,YPR042C,0
Q0045,Q0250,0
YBL045C,YGL187C,0
YDL160C,YGL187C,0
YDL156W,YML030W,0
YKL155C,YGL191W,0
YGL122C,YKL016C,0
YER154W,Q0105,0
YNR019W,YML030W,0
YDL160C,YHR076W,0
YEL024W,YDR231C,0
YKR016W,YHR051W,0
Q0120,YHR051W,0
Q0250,YDL160C,0
YDL160C,YGR132C,0
YDR119W-A,YNL026W,0
YGL122C,YNR018W,0
YIL157C,YGR132C,0
YGL191W,YDL156W,0
Q0110,YDL160C,0
YGL122C,Q0045,0
YML129C,YPL271W,0
YHR051W,YDR119W-A,0
YER154W,YPR042C,0
YBR255C-A,YJR045C,0
YGL122C,YPL078C,0
Q0085,YBL045C,0
YKL155C,Q0105,0
Q0250,Q0115,0
YJL166W,Q0065,0
YNL030W,YGR037C,0
YJL062W-A,YGL122C,0
YDL160C-A,Q0085,0
Q0080,YNL026W,0
Q0110,YPL078C,0
YGR062C,YBL045C,0
YLR203C,YGL122C,0
YDR231C,YBL030C,0
Q0045,YBL045C,0
YKR016W,YIL111W,0
Q0140,YBL099W,0
YBR255C-A,YHL004W,0
YNR017W,Q0045,0
Q0250,Q0050,0
YNL030W,YGR222W,0
YGL122C,YDL004W,0
YML030W,YGL191W,0
YBR185C,Q0085,0
YPR191W,YNR017W,0
YBL045C,YNR018W,0
Q0275,YGL122C,0
Q0130,YLR203C,0
YNR017W,YIL157C,0
YBL045C,YMR244C-A,0
YHR076W,Q0080,0
YPR042C,YDR119W-A,0
Q0085,YML081C-A,0
Q0275,YML030W,0
Q0020,YML030W,0
YBL099W,YGL187C,0
YNL155W,YJL062W-A,0
Q0105,Q0045,0
YGL064C,YDR529C,0
YBR039W,Q0045,0
YGL122C,Q0250,0
YER154W,YLR320W,0
YBL045C,YLR320W,0
YLR203C,YER142C,0
YJR045C,YGR037C,0
YER154W,YGR112W,0
YNR018W,YNL305C,0
YJL014W,Q0085,0
YJL014W,YBL030C,0
YDL160C,YNL305C,0
YJR045C,YML081C-A,0
Q0045,YHR051W,0
YGL187C,YPL215W,0
YBL030C,YNR018W,0
YNR018W,YPR042C,0
YJR121W,YKR016W,0
Q0250,YHL004W,0
YPL215W,YOL027C,0
