geneA,geneB,selfpairs
YDL004W,YEL024W,0
YKL016C,YDR231C,0
YLR203C,YML030W,0
Q0130,YJL062W-A,0
YDL156W,YBL030C,0
YJR121W,YDR529C,0
YHR051W,YPR042C,0
YGR112W,YPL271W,0
YNR018W,Q0275,0
Q0045,YKL016C,0
YBR024W,YPL271W,0
YDR529C,YDR119W-A,0
YKL016C,YNL052W,0
YDL160C,Q0045,0
YPR042C,YNR017W,0
YML129C,YER154W,0
YBL099W,YPR042C,0
YNL052W,YBL030C,0
YNR018W,YDL160C,0
YGR112W,YBR120C,0
YGR033C,YLR320W,0
YNL026W,Q0158,0
YGR033C,YJR045C,0
Q0120,YKR016W,0
YHR051W,YGL187C,0
Q0275,YGL122C,0
YNL052W,YBR120C,0
YNL305C,Q0250,0
Q0085,Q0105,0
YDL160C,YPL078C,0
YPL078C,Q0250,0
YDL156W,YNR017W,0
Q0250,YJR045C,0
YGL191W,YLR295C,0
YJL062W-A,Q0070,0
YBR255C-A,Q0275,0
YIL111W,YJR045C,0
Q0060,YNL026W,0
YGL187C,Q0045,0
YNL030W,YBL045C,0
YDL004W,YML129C,0
YER154W,YKL155C,0
YGR062C,YNR017W,0
YPL078C,YIL051C,0
YGR174C,YDL160C,0
YNR017W,YML129C,0
YNR017W,Q0140,0
YGL122C,Q0065,0
YEL024W,YHL038C,0
YLR320W,YDR231C,0
YGL064C,Q0275,0
YHR076W,YPL078C,0
YOL027C,YDR231C,0
Q0045,YBL099W,0
YIL157C,Q0080,0
YDL004W,YHR051W,0
YIR021W,YKR016W,0
YML030W,YBR024W,0
YKR016W,YHL004W,0
YGL064C,YDL160C,0
Q0250,YLR320W,0
YDL160C,Q0250,0
YPR191W,YGR062C,0
Q0250,Q0105,0
YIL111W,Q0045,0
YML129C,YHR051W,0
YBL030C,YDL160C,0
YJL166W,Q0105,0
YGL122C,YBR039W,0
YLR203C,YPR191W,0
YKR016W,YLR067C,0
YPR140W,YKL016C,0
Q0120,YNR017W,0
Q0045,YPR042C,0
YBR039W,YDR119W-A,0
YPR191W,Q0050,0
YKR016W,YGR174C,0
YNL305C,YNL052W,0
YBR039W,YDL107W,0
Q0275,Q0250,0
YGL187C,YKR016W,0
YGR112W,YGR222W,0
YDR231C,YJL166W,0
YGL122C,YBR009C,0
YPR042C,YER142C,0
YPL271W,YDR529C,0
YLR203C,YGL064C,0
Q0045,YHR051W,0
YGL122C,YPR042C,0
YNL052W,YMR256C,0
YGL191W,Q0050,0
YDR529C,YKR016W,0
Q0080,YDR377W,0
YBL045C,YNL052W,0
YJL014W,YMR256C,0
YNL026W,YBL045C,0
Q0045,YGL187C,0
YIL157C,YPL215W,0
YHR076W,Q0045,0
YPR191W,YDL160C,0
Q0250,YPR125W,0
YPR042C,Q0105,0
YKL016C,YNR018W,0
Q0050,YLR295C,0
Q0045,YLR395C,0
YPR042C,YGL187C,0
YGL122C,YOR065W,0
Q0140,YBR255C-A,0
YMR244C-A,YEL024W,0
YPR042C,YGL187C,0
YKR016W,YKL016C,0
YPR042C,YGR033C,0
YPR191W,YDL160C,0
YNR018W,YDL160C,0
YKR016W,YDR377W,0
YGR112W,YIL157C,0
Q0105,Q0250,0
YML030W,YEL024W,0
Q0085,YPR125W,0
YKR016W,YDR231C,0
YDL004W,YDR119W-A,0
YML129C,YGL122C,0
YBL045C,YDL107W,0
