id1	id2	tag	tag_counts	selfpairs
YER142C	YIL157C	YER142C_YIL157C	1	0
YNL305C	YPL078C	YNL305C_YPL078C	1	0
YBL045C	YIL051C	YBL045C_YIL051C	1	0
YBL099W	YMR256C	YBL099W_YMR256C	1	0
Q0250	YNL030W	Q0250_YNL030W	1	0
YBR037C	YNL026W	YBR037C_YNL026W	1	0
Q0085	YBL045C	Q0085_YBL045C	1	0
Q0120	YHL004W	Q0120_YHL004W	1	0
Q0130	YLR320W	Q0130_YLR320W	1	0
YBL075C	YER154W	YBL075C_YER154W	1	0
Q0140	YBL045C	Q0140_YBL045C	1	0
YBL030C	YIL157C	YBL030C_YIL157C	1	0
Q0105	YGL191W	Q0105_YGL191W	1	0
YDR529C	YPR042C	YDR529C_YPR042C	1	0
YKR016W	YNL026W	YKR016W_YNL026W	1	0
YBR009C	YGR033C	YBR009C_YGR033C	1	0
YJL062W-A	YLR203C	YJL062W-A_YLR203C	1	0
YML030W	YMR256C	YML030W_YMR256C	1	0
YDL156W	YGL187C	YDL156W_YGL187C	1	0
YDL160C-A	YML129C	YDL160C-A_YML129C	1	0
YDL156W	YDR231C	YDL156W_YDR231C	1	0
YGL187C	YLR295C	YGL187C_YLR295C	1	0
YGL187C	YPR191W	YGL187C_YPR191W	1	0
YDR119W-A	YOR090C	YDR119W-A_YOR090C	1	0
YBR185C	YDL160C	YBR185C_YDL160C	1	0
YBR039W	YOL027C	YBR039W_YOL027C	1	0
Q0275	YHR051W	Q0275_YHR051W	1	0
YGL122C	YHR076W	YGL122C_YHR076W	1	0
YBL099W	YNR017W	YBL099W_YNR017W	1	0
YGL191W	YMR244C-A	YGL191W_YMR244C-A	1	0
YGL191W	YIL111W	YGL191W_YIL111W	1	0
YPL215W	YPR042C	YPL215W_YPR042C	1	0
YOR090C	YPR191W	YOR090C_YPR191W	1	0
YBR009C	YGL187C	YBR009C_YGL187C	1	0
YHR051W	YLR203C	YHR051W_YLR203C	1	0
YGL187C	YOR090C	YGL187C_YOR090C	1	0
YGR222W	YJR045C	YGR222W_YJR045C	1	0
YML030W	YPL271W	YML030W_YPL271W	1	0
Q0250	YKL016C	Q0250_YKL016C	1	0
YDR231C	YGR033C	YDR231C_YGR033C	1	0
YBL045C	YKL155C	YBL045C_YKL155C	1	0
YGL122C	YNL026W	YGL122C_YNL026W	1	0
Q0250	YJL166W	Q0250_YJL166W	1	0
YBR039W	YDL107W	YBR039W_YDL107W	1	0
YDL160C	YIL051C	YDL160C_YIL051C	1	0
Q0275	YJL166W	Q0275_YJL166W	1	0
YKR016W	YOR090C	YKR016W_YOR090C	1	0
