geneA,geneB,selfpairs
YGL187C,YBL045C,0
YBL099W,YIL157C,0
YML129C,Q0045,0
YNR018W,Q0045,0
YGR132C,YBR039W,0
YGR132C,YML129C,0
Q0045,YJR045C,0
YIL111W,YBR024W,0
Q0158,YNL030W,0
YDL004W,Q0060,0
YML081C-A,YBL099W,0
YPR042C,YNR017W,0
YIL157C,YHR076W,0
YJR121W,YDL160C,0
YBR039W,YGL122C,0
YBL030C,YDL160C,0
YDR231C,YEL024W,0
YNR017W,Q0140,0
YDL160C,YBL045C,0
YLR395C,YLR203C,0
YGL191W,YPL078C,0
YGL122C,YLR203C,0
YGR062C,YIR021W,0
YGL191W,YDL160C,0
Q0140,YML129C,0
Q0085,YNR017W,0
YJR121W,YDL156W,0
YDL160C,YGR037C,0
YIL111W,YDL160C,0
YJL166W,YGR132C,0
YGL187C,YEL024W,0
Q0275,Q0110,0
Q0275,YGL122C,0
YBR120C,YBR037C,0
YML081C-A,YKR016W,0
YBL045C,YDL160C,0
YBR039W,YGR112W,0
YDL160C,YNR018W,0
YGR132C,YJR045C,0
YPL215W,YKL016C,0
YER154W,YPR042C,0
YBR255C-A,YGL122C,0
YNL305C,YNR018W,0
YEL024W,YML129C,0
YMR244C-A,YDL160C,0
YIL051C,Q0130,0
YKL016C,YGL187C,0
YPR191W,YLR203C,0
YGL187C,YBL045C,0
YKR016W,Q0250,0
YDL160C,Q0065,0
YHR076W,Q0080,0
YML129C,YGL122C,0
YDL160C,YPR042C,0
YIL051C,YKR016W,0
YDR231C,YNR017W,0
Q0158,YLR295C,0
YKR016W,YGL122C,0
YML030W,YKL016C,0
YPL271W,YHL038C,0
YBR009C,YOR065W,0
YPL215W,YDL160C,0
YNL026W,YPR042C,0
YEL024W,YPR042C,0
Q0140,YML129C,0
YBL045C,YJL062W-A,0
YDL160C,YJR045C,0
Q0130,YGR112W,0
YGR222W,YHR076W,0
YPR042C,YHL004W,0
YGL187C,Q0250,0
Q0085,YPR140W,0
YDL160C,YGL187C,0
YPR191W,Q0115,0
YDR231C,Q0085,0
Q0105,YML129C,0
YPR191W,YKL155C,0
YGL187C,Q0085,0
YPL078C,YBR024W,0
YDR231C,YOR090C,0
Q0275,YPR042C,0
Q0275,YGL122C,0
YNL026W,Q0120,0
YPR191W,YGL187C,0
Q0045,Q0075,0
YBR255C-A,YKL155C,0
YPR191W,YGL191W,0
Q0105,YLR203C,0
YGL187C,YGL122C,0
YPR191W,YDR377W,0
YNR017W,Q0045,0
YNL026W,YGL187C,0
YGL122C,YDL160C,0
YGL191W,YNR018W,0
Q0085,YPR191W,0
YDR377W,YER154W,0
YBL099W,YGR174C,0
YDL004W,Q0130,0
YDR231C,YBL099W,0
YDL160C,YDR529C,0
YGR112W,YHR051W,0
YKL155C,Q0085,0
YLR067C,YLR320W,0
YDL004W,YER142C,0
YDL004W,YGR033C,0
YNL026W,YPR125W,0
YML129C,YGR033C,0
YLR203C,YHR051W,0
YGL187C,YLR320W,0
YDL160C,Q0050,0
Q0250,YLR295C,0
YJL166W,YKR016W,0
Q0250,YJL062W-A,0
YPR191W,Q0020,0
YDR529C,Q0085,0
Q0255,YJR121W,0
YDR529C,Q0085,0
YDL160C,YKR016W,0
YPR125W,YER154W,0
YGL122C,YDL160C,0
Q0045,YGL122C,0
YNL030W,YBR009C,0
YLR320W,Q0255,0
Q0045,YLR203C,0
YPR042C,YJR121W,0
YMR244C-A,YDL156W,0
YDR529C,YJR045C,0
Q0045,YGL187C,0
YBL075C,YJR121W,0
YDL160C,YDR377W,0
YDL160C,YBL030C,0
YDR377W,Q0250,0
YDR377W,YDL160C,0
Q0080,YLR295C,0
YJR045C,YGR033C,0
YGR112W,YGL187C,0
YGL191W,YNR018W,0
YGR062C,YML030W,0
YKL155C,Q0045,0
YDR529C,Q0085,0
YPR042C,Q0115,0
YIL051C,Q0250,0
YNL052W,Q0275,0
YML129C,YGL191W,0
YNR018W,YHL004W,0
YNL052W,YGL122C,0
YPR042C,Q0080,0
YPR042C,Q0045,0
YGR112W,Q0045,0
YKR016W,YOR090C,0
YOL027C,YML129C,0
YPR140W,YDL160C,0
Q0250,YJR045C,0
YGL122C,YBR039W,0
YOL027C,YDL004W,0
YNL155W,YOR065W,0
YBR039W,YLR203C,0
Q0045,YOR065W,0
YGR037C,YJR045C,0
Q0250,YDL160C,0
YDL107W,YJL062W-A,0
Q0105,YBL075C,0
YBL030C,YDR231C,0
YDL160C,YMR256C,0
YDR375C,Q0020,0
YDL160C,YHL004W,0
Q0250,Q0045,0
YEL024W,YBR039W,0
YIR021W,YKR016W,0
YNL052W,Q0085,0
YBR024W,YPL078C,0
Q0060,YDL160C,0
YGL122C,YGL187C,0
YGR112W,YEL024W,0
YJR045C,YKL016C,0
YGR112W,YNR018W,0
YHR051W,YJL014W,0
Q0045,YKL016C,0
YLR382C,YGL122C,0
YOR090C,YDL160C,0
Q0250,YEL024W,0
YGL122C,YNR017W,0
YML030W,YDR119W-A,0
YKR016W,YDL160C,0
YPL078C,YKR016W,0
Q0160,YBL045C,0
YJR045C,Q0115,0
YGL122C,YLR395C,0
YEL024W,Q0275,0
YML081C-A,YJL166W,0
YGL122C,YLR295C,0
YBL030C,YML030W,0
YBL030C,YJL062W-A,0
Q0055,YLR395C,0
Q0120,YKL155C,0
YBL045C,Q0140,0
YPR042C,YNL030W,0
YNL026W,YPL078C,0
YLR393W,YGL187C,0
Q0045,YKL016C,0
Q0045,YBL099W,0
Q0045,YIL111W,0
YPR125W,YDR231C,0
YDR231C,YBR120C,0
YJR045C,YDL160C,0
Q0275,YJL166W,0
YDR119W-A,YDR231C,0
YNL305C,YJR045C,0
YNL026W,Q0045,0
YDL107W,YDL160C,0
YDL160C,YMR256C,0
YPR042C,YPL078C,0
YKR016W,YNL052W,0
YPL271W,YBL045C,0
YKL016C,YGL187C,0
Q0105,Q0140,0
YBR037C,YDR231C,0
YGL187C,YKR016W,0
YBL045C,YGR112W,0
YGR222W,Q0045,0
Q0070,YGL187C,0
YDR231C,YJR121W,0
YHR076W,YOR090C,0
YDL160C,YBR185C,0
YML030W,YNR018W,0
YEL024W,YOL027C,0
YPR191W,YLR320W,0
YPR125W,YPL172C,0
YKR016W,YDR231C,0
YBR255C-A,YER154W,0
YKL016C,YHR051W,0
YHL038C,YBR120C,0
Q0250,YPL271W,0
YOR065W,YPR042C,0
YGL187C,Q0105,0
YBR024W,YGL187C,0
YJR045C,YDL160C,0
YNR019W,YPR042C,0
YJR045C,YKR016W,0
YNR017W,YHL004W,0
YDR119W-A,Q0050,0
YBL045C,Q0250,0
Q0080,YBR009C,0
YDR377W,YBL099W,0
YGL122C,YJR045C,0
YOL027C,YHR076W,0
Q0065,YIL157C,0
YBR039W,YGR222W,0
YDL160C,YNR018W,0
YKR016W,YBR185C,0
YBL075C,YJR045C,0
Q0140,YNL026W,0
YGL122C,YKR016W,0
YOR090C,YBR120C,0
YLR395C,YGR222W,0
YJL062W-A,YPL271W,0
YBL045C,YLR203C,0
YNL305C,YBL045C,0
YJL062W-A,YBR024W,0
YGL191W,YHR051W,0
YKR016W,YML030W,0
YJR045C,Q0130,0
Q0140,YPL078C,0
YDL160C,YPL078C,0
YJL166W,YOR065W,0
Q0105,YPL215W,0
Q0085,YJL014W,0
YGR037C,YPL078C,0
YER154W,YPL078C,0
YOR065W,YBL030C,0
YPL078C,Q0115,0
YPR042C,YBL045C,0
YGR033C,Q0085,0
YJR045C,YBR039W,0
Q0045,YNR017W,0
YGL191W,YLR203C,0
YIL111W,Q0105,0
Q0250,YGL122C,0
YEL024W,YDL160C,0
YPR042C,YEL024W,0
YGL187C,YBL045C,0
Q0130,YNR018W,0
Q0080,YGR033C,0
YLR393W,YNR018W,0
Q0250,YNR017W,0
YPL215W,Q0275,0
YGR222W,YNR017W,0
YJL166W,YNL026W,0
YKR016W,YJL062W-A,0
YPR042C,YBL045C,0
YKR016W,Q0140,0
YNL026W,YEL024W,0
Q0250,YJR045C,0
Q0045,YOR090C,0
Q0250,YHR051W,0
YJL014W,YDL160C,0
YPL271W,YNR018W,0
YML030W,YJR121W,0
YDL156W,YDL160C,0
YGR062C,YBL045C,0
YNR018W,YMR256C,0
YDL160C,YNR018W,0
YGL187C,YGL122C,0
YJL014W,YBL030C,0
YNR019W,YJR045C,0
YBL030C,YPL078C,0
YDL160C,YDR231C,0
YNL052W,YGL122C,0
YDL004W,YJR045C,0
YPL271W,YNR017W,0
Q0130,Q0045,0
YPR042C,YDR529C,0
Q0140,Q0050,0
YPR125W,YJL014W,0
YIL111W,YPL271W,0
YBL045C,YJR045C,0
YIL157C,Q0250,0
YPL172C,YPL271W,0
Q0045,YJR045C,0
YLR067C,YMR244C-A,0
