id1	id2	tag	tag_counts	selfpairs
Q0275	YNR019W	Q0275_YNR019W	1	0
YGR112W	YOL027C	YGR112W_YOL027C	1	0
YEL024W	YGR062C	YEL024W_YGR062C	1	0
Q0085	YPR042C	Q0085_YPR042C	1	0
YMR256C	YPL078C	YMR256C_YPL078C	1	0
YBR024W	YKR016W	YBR024W_YKR016W	1	0
Q0130	YBR185C	Q0130_YBR185C	1	0
YBL045C	YPR191W	YBL045C_YPR191W	1	0
Q0065	YBR039W	Q0065_YBR039W	1	0
YDL160C	YJL014W	YDL160C_YJL014W	1	0
Q0080	YGR033C	Q0080_YGR033C	1	0
YLR203C	YNL305C	YLR203C_YNL305C	1	0
YKL016C	YML030W	YKL016C_YML030W	1	0
Q0055	YLR393W	Q0055_YLR393W	1	0
YBL045C	YDR119W-A	YBL045C_YDR119W-A	1	0
Q0055	YGL187C	Q0055_YGL187C	1	0
Q0275	YDL160C	Q0275_YDL160C	1	0
YIL157C	YNR018W	YIL157C_YNR018W	1	0
YBL099W	YOL027C	YBL099W_YOL027C	1	0
YLR203C	YNL026W	YLR203C_YNL026W	1	0
YBR120C	YPR042C	YBR120C_YPR042C	1	0
YER154W	YLR393W	YER154W_YLR393W	1	0
YGR112W	YMR244C-A	YGR112W_YMR244C-A	1	0
YGR037C	YPR191W	YGR037C_YPR191W	1	0
YGL191W	YNL052W	YGL191W_YNL052W	1	0
YBL099W	YML030W	YBL099W_YML030W	1	0
YJL166W	YMR244C-A	YJL166W_YMR244C-A	1	0
YKL155C	YLR395C	YKL155C_YLR395C	1	0
YGR033C	YKR016W	YGR033C_YKR016W	1	0
YML081C-A	YNR018W	YML081C-A_YNR018W	1	0
YDL004W	YML129C	YDL004W_YML129C	1	0
YGL122C	YKL016C	YGL122C_YKL016C	1	0
YKR016W	YLR203C	YKR016W_YLR203C	1	0
YNL030W	YPR042C	YNL030W_YPR042C	1	0
YGL187C	YJL062W-A	YGL187C_YJL062W-A	1	0
YLR395C	YNL305C	YLR395C_YNL305C	1	0
Q0050	YLR320W	Q0050_YLR320W	1	0
Q0080	YBR120C	Q0080_YBR120C	1	0
YLR395C	YPL078C	YLR395C_YPL078C	1	0
YDL160C	YEL024W	YDL160C_YEL024W	1	0
YBL030C	YLR067C	YBL030C_YLR067C	1	0
Q0250	Q0275	Q0250_Q0275	1	0
YKR016W	YNL155W	YKR016W_YNL155W	1	0
YDL160C	YJL166W	YDL160C_YJL166W	1	0
YLR320W	YPL271W	YLR320W_YPL271W	1	0
Q0275	YJR045C	Q0275_YJR045C	1	0
Q0158	YGL122C	Q0158_YGL122C	1	0
YMR244C-A	YNL026W	YMR244C-A_YNL026W	1	0
YDL107W	YPR042C	YDL107W_YPR042C	1	0
Q0080	YGL187C	Q0080_YGL187C	1	0
YDL160C	YKL016C	YDL160C_YKL016C	1	0
YDL160C	YGL191W	YDL160C_YGL191W	1	0
Q0250	YPR125W	Q0250_YPR125W	1	0
YNL026W	YNL052W	YNL026W_YNL052W	1	0
YGR112W	YML081C-A	YGR112W_YML081C-A	1	0
Q0110	YGR112W	Q0110_YGR112W	1	0
YPR125W	YPR140W	YPR125W_YPR140W	1	0
YIL111W	YMR244C-A	YIL111W_YMR244C-A	1	0
YDR231C	YGR033C	YDR231C_YGR033C	1	0
Q0045	YDL107W	Q0045_YDL107W	1	0
YNR018W	YPR042C	YNR018W_YPR042C	1	0
