geneA,geneB,selfpairs
YBR185C,YBR255C-A,0
YML081C-A,YPL271W,0
YNL026W,YPR191W,0
YGL122C,YBL099W,0
YPR042C,YGR062C,0
YKR016W,YEL024W,0
Q0250,YJL166W,0
YJL062W-A,YDR375C,0
YJR121W,YDL107W,0
YIL157C,YGR033C,0
YPR191W,YJR045C,0
YHR051W,YPR042C,0
YGL122C,YDR231C,0
YGR112W,YJR045C,0
Q0085,Q0250,0
YDL160C,YOL027C,0
YGL191W,YHR051W,0
Q0140,YLR320W,0
YGR033C,YKL016C,0
YNR017W,YDR119W-A,0
YHR051W,YBR255C-A,0
Q0045,YKR016W,0
YJR045C,Q0065,0
YNL052W,YDR231C,0
Q0050,YJR045C,0
YGL191W,YOR065W,0
YML081C-A,YGR037C,0
YDR375C,YPL215W,0
YPR042C,YBR120C,0
YBR009C,YNL026W,0
YBL030C,YML030W,0
YGL122C,YDL160C,0
YJL166W,Q0250,0
YBR120C,YJR045C,0
YGR112W,YGL187C,0
YJR045C,YER154W,0
YBL045C,YLR393W,0
YLR067C,YDR231C,0
Q0045,YDR231C,0
YJR045C,Q0250,0
YIL157C,YNR017W,0
YKL016C,YBL045C,0
YJL062W-A,YOL027C,0
Q0275,Q0085,0
YGL122C,YPR191W,0
YBR037C,YLR320W,0
YBR255C-A,YBL045C,0
YBL030C,YLR203C,0
YBL045C,YJR045C,0
YBR039W,YPR042C,0
YML030W,YGR132C,0
Q0105,YNR017W,0
YKR016W,YBL030C,0
YGL187C,YOR065W,0
YDL156W,YML030W,0
YDL160C,YGL122C,0
YBR037C,YMR256C,0
Q0140,YPR191W,0
YJL062W-A,YBL045C,0
YGR222W,YDR377W,0
YBL099W,YGL122C,0
YGR037C,YPR191W,0
YPR191W,YJR121W,0
YDR119W-A,YPL215W,0
YLR395C,YDL160C,0
YDR231C,YKL016C,0
YGL122C,YOR090C,0
YNR017W,YNR018W,0
YGR112W,YGL122C,0
YBR024W,Q0105,0
YPR042C,YBR185C,0
YER154W,YGL122C,0
YBR185C,YPR042C,0
YOR065W,YHR051W,0
YBL099W,YNR019W,0
YGL187C,YGR037C,0
YIL157C,YHR051W,0
YNL052W,YKR016W,0
Q0085,YNR018W,0
YGR132C,YNR018W,0
YGR112W,YBR039W,0
YEL024W,YBR037C,0
YOL027C,YBL075C,0
YMR244C-A,YBL099W,0
YBR009C,YJR045C,0
YDR529C,YML129C,0
Q0045,Q0105,0
YHR051W,YPR042C,0
YNL155W,Q0250,0
YBL045C,YNL030W,0
YGL187C,YBL045C,0
YDL160C,Q0045,0
YGL191W,YKL016C,0
YEL024W,YHR051W,0
YPR042C,YNL155W,0
YLR320W,YDR375C,0
YBR255C-A,YBL099W,0
YKL016C,YPR042C,0
YKR016W,YDL160C,0
YBR037C,YML129C,0
Q0275,YDR377W,0
YGL122C,Q0050,0
YLR393W,Q0085,0
YGL187C,YGL122C,0
Q0250,YGR222W,0
YGL187C,YKR016W,0
YPL078C,YPL215W,0
YBR009C,YDL160C,0
YPL271W,YGR174C,0
Q0250,YIR021W,0
YDR231C,YJR045C,0
YHR051W,YPL271W,0
YGL191W,Q0250,0
YJL062W-A,YKR016W,0
Q0130,YLR320W,0
YDL160C,YDR377W,0
YGL122C,Q0250,0
YKR016W,YGL122C,0
Q0045,YKL016C,0
YIL157C,YGR132C,0
YMR256C,YER154W,0
YKR016W,Q0250,0
Q0085,YNL030W,0
YKR016W,Q0045,0
YPR042C,YPR191W,0
YJR045C,YLR067C,0
YER154W,YBL045C,0
YGL122C,Q0045,0
YNL026W,Q0105,0
YKR016W,YNL052W,0
YDR119W-A,YJR121W,0
YDL004W,YDR119W-A,0
YGL187C,Q0110,0
Q0045,YNL305C,0
YGL122C,YBR039W,0
YGR222W,YDL160C,0
Q0050,Q0055,0
YBL045C,YDR231C,0
YOR065W,Q0250,0
YKR016W,YGR033C,0
YJL166W,YDL160C,0
YGR174C,YNL305C,0
YDL160C,YGL191W,0
Q0255,Q0045,0
YNR018W,YKL155C,0
YGL191W,Q0130,0
YBL030C,YGR112W,0
YDR231C,YKR016W,0
YPR140W,YJL014W,0
Q0020,YLR395C,0
YLR295C,YBR185C,0
Q0105,Q0085,0
YDL004W,YGR112W,0
YKR016W,YGL122C,0
YPL172C,YBL045C,0
YPR042C,Q0050,0
YHR076W,YDL004W,0
YGL187C,YPR140W,0
YGL122C,YKR016W,0
YKR016W,YBL030C,0
YDR529C,YBR039W,0
YJR121W,YKR016W,0
YOL027C,YGL187C,0
YDL107W,YBL045C,0
YBL075C,YJR045C,0
YGR062C,YBL030C,0
YKL016C,YLR203C,0
YDL160C,YGL064C,0
YOR065W,YNL052W,0
YLR295C,YPR191W,0
YGL187C,Q0250,0
YGL187C,Q0085,0
YNR018W,YDR529C,0
YPR191W,YNL052W,0
YIL111W,Q0140,0
YHR051W,YDL160C,0
YNL030W,YBL045C,0
YPL078C,YDL004W,0
YDR377W,YDR529C,0
YKR016W,YLR320W,0
YJR045C,YLR203C,0
YBL045C,YDR529C,0
YKL016C,YNL026W,0
YJL166W,YJR045C,0
YPL078C,YNR017W,0
YIL111W,YBL030C,0
YJR121W,YPL078C,0
YGL122C,YIR021W,0
YLR203C,Q0120,0
YGL122C,YDL160C,0
YGL122C,YHR051W,0
YNL026W,Q0105,0
YOR090C,YOR065W,0
YKL155C,YGR112W,0
YDR231C,YKL155C,0
YCR106W,YLR320W,0
YLR203C,YML030W,0
YML081C-A,YGL187C,0
YGL187C,Q0158,0
YJR121W,YJR045C,0
YPL078C,YML030W,0
Q0250,YLR320W,0
YHL004W,YJL166W,0
YGR062C,YDR231C,0
YPR125W,YER154W,0
YER142C,Q0250,0
YNR018W,YDR231C,0
YNL052W,YLR395C,0
YKR016W,YJL166W,0
YDR529C,YKR016W,0
YGL122C,YLR295C,0
YNL026W,YGL187C,0
YEL024W,YBL045C,0
YNL052W,YGR112W,0
YGL187C,YGL122C,0
YBR009C,YER154W,0
YJR045C,YHL038C,0
YIL111W,YNL052W,0
YPL172C,Q0250,0
Q0105,YML129C,0
YEL024W,YDR231C,0
YPR191W,Q0115,0
YKR016W,YDL160C,0
YNL155W,YPL215W,0
YIL111W,YPR125W,0
Q0105,YER154W,0
Q0045,YDL160C,0
YNL052W,YBL030C,0
YGL187C,YDL160C,0
YDL160C,YIL111W,0
YPR125W,YDR231C,0
Q0045,YNR019W,0
YJR045C,YEL024W,0
YOL027C,YDR375C,0
YBL030C,YKR016W,0
YJL166W,YML030W,0
Q0115,Q0085,0
YPR191W,YBL099W,0
YLR203C,Q0250,0
YPR042C,YBR255C-A,0
YKR016W,YMR256C,0
YDL160C,Q0045,0
Q0055,YOR090C,0
YKR016W,YGR062C,0
YBL045C,Q0140,0
YGL122C,YOR065W,0
YBL099W,YPL078C,0
YHL004W,YDL160C,0
Q0065,YML081C-A,0
Q0250,YGR112W,0
YML129C,YGL122C,0
YPR191W,YNR018W,0
YOL027C,Q0250,0
YJR121W,YJL062W-A,0
YBR120C,YGR033C,0
YPL271W,YGR112W,0
YML030W,YJR045C,0
YHR076W,YKR016W,0
Q0250,Q0080,0
YNR018W,Q0045,0
YPL271W,YGL122C,0
YKL016C,YPR125W,0
YLR295C,YDL107W,0
YKR016W,Q0275,0
Q0045,YPR042C,0
YGL187C,YNR017W,0
Q0085,YNL052W,0
YNR017W,YBL099W,0
Q0120,YJR045C,0
YOR065W,YHR076W,0
YPL271W,YJR045C,0
Q0140,YDL160C,0
YMR244C-A,YBR255C-A,0
YDR377W,YKR016W,0
YLR395C,YGL122C,0
Q0080,YBL045C,0
YPR042C,YDR529C,0
YDL160C,YLR203C,0
Q0160,YKR016W,0
YJL014W,YEL024W,0
YMR244C-A,YKR016W,0
YDL156W,YJL062W-A,0
YGR132C,YDR231C,0
YDL160C,YML129C,0
YBR185C,YDL160C,0
YOR065W,YDR529C,0
YBR039W,YPL271W,0
Q0105,YDR529C,0
YDR529C,Q0045,0
YML129C,YKR016W,0
YMR256C,Q0045,0
Q0085,Q0105,0
YGL122C,Q0105,0
YML129C,Q0045,0
Q0250,YEL024W,0
YJR045C,YDR231C,0
YPR042C,YJR045C,0
Q0045,YDL156W,0
Q0080,YKR016W,0
YDR231C,YJL062W-A,0
YKR016W,YPL215W,0
YNL026W,YGL122C,0
Q0110,YHL004W,0
YJR045C,YBR009C,0
Q0105,YHR076W,0
YLR203C,Q0085,0
YDL160C,YIL157C,0
YLR067C,YGR174C,0
YIL157C,YNR018W,0
YPR042C,Q0080,0
YKL155C,YBR024W,0
YGL122C,Q0105,0
YHR051W,YOL027C,0
YPR191W,YBR024W,0
YEL024W,YKR016W,0
YGL122C,YJL014W,0
YDL160C,YNL052W,0
Q0085,YDL160C,0
YOR090C,YDR375C,0
YML129C,YOL027C,0
YJR121W,YEL024W,0
YDL156W,YGL122C,0
YKL016C,Q0045,0
YIL051C,Q0250,0
YIL157C,YNR018W,0
YGL187C,Q0130,0
YGR033C,YDL107W,0
YML081C-A,YIL111W,0
YMR256C,YBR039W,0
YBR120C,YDL160C,0
YIL111W,YGL064C,0
YMR256C,YKL016C,0
YDL160C,YGL187C,0
YNL305C,Q0045,0
YDR529C,YPR042C,0
YGL187C,YPR042C,0
Q0105,YML129C,0
YBR255C-A,YDL156W,0
YOL027C,YPR042C,0
YJR121W,YDL160C,0
YPR042C,YEL024W,0
YML030W,YKR016W,0
YGL187C,YHL004W,0
YBL045C,YGR112W,0
YBR255C-A,Q0045,0
YLR295C,YGL187C,0
YJR045C,YNL052W,0
Q0250,YDL160C,0
Q0275,YBR120C,0
YDL160C,Q0250,0
YBL099W,YJL014W,0
Q0080,YLR320W,0
Q0115,YKR016W,0
YKL155C,YDR119W-A,0
Q0085,YER154W,0
YPR042C,YKL016C,0
Q0085,YBR255C-A,0
Q0105,YHL004W,0
YBL099W,YDL004W,0
YDL004W,YBR024W,0
Q0045,YLR295C,0
YGL122C,Q0110,0
YJR045C,YGR112W,0
YGR174C,YKL016C,0
YBL099W,YKR016W,0
YGR112W,Q0250,0
YNL026W,YML030W,0
YPR042C,YNR017W,0
YNL030W,YML129C,0
YDL160C,YDL160C-A,0
YJR045C,YPL215W,0
YPR042C,YHL004W,0
YBR039W,YIL051C,0
Q0158,Q0275,0
YDL160C,YPL271W,0
YBR009C,YJL166W,0
YNR018W,YKR016W,0
YGL191W,Q0275,0
YDR119W-A,YNL026W,0
YMR244C-A,YGR033C,0
YNL026W,YJL062W-A,0
YNR018W,YGL187C,0
Q0050,YHR076W,0
YBR255C-A,YDL160C,0
Q0080,YBL045C,0
YDR231C,Q0250,0
YHR076W,YBR185C,0
Q0105,YPL078C,0
YJL014W,Q0060,0
YGL187C,YER154W,0
YNL305C,Q0085,0
YDL160C,YOL027C,0
YJL062W-A,YML030W,0
YGL122C,Q0130,0
YGR033C,YBL099W,0
YNL026W,YML129C,0
YKR016W,YHR051W,0
YLR295C,YBL075C,0
Q0110,Q0105,0
YLR203C,YIL157C,0
YGL191W,YGL187C,0
YPL215W,YDL160C,0
YML129C,Q0080,0
YHR051W,Q0140,0
YBL030C,YGL191W,0
YPL215W,YBR037C,0
Q0275,Q0140,0
YDL160C,YJR121W,0
YGL122C,YGR112W,0
YJR121W,YDL160C,0
YNR017W,YNL052W,0
YGL187C,YKR016W,0
YIL157C,YDL160C,0
YBR024W,YML129C,0
YEL024W,YKR016W,0
YDR529C,YDR231C,0
YDR231C,YJR121W,0
YJR045C,YML129C,0
YJL062W-A,YNL052W,0
Q0110,YKR016W,0
YEL024W,YPL078C,0
YPR042C,YPL078C,0
Q0105,YBL045C,0
Q0115,Q0250,0
YDL160C,YGL122C,0
YJR045C,YLR203C,0
YBL099W,YGL122C,0
Q0105,YGL122C,0
Q0085,YHR076W,0
YKR016W,YGR222W,0
YGL187C,YBR009C,0
YGR222W,Q0275,0
YJR045C,YPR125W,0
Q0275,YBL045C,0
YKL016C,Q0130,0
YPL078C,YBL045C,0
YJL062W-A,YBL045C,0
YGR132C,YGL191W,0
Q0045,YGR112W,0
YPL078C,YLR382C,0
Q0130,YGR112W,0
YPR042C,YOR065W,0
YDL160C,YJR045C,0
YIL111W,YGL122C,0
YGL187C,YDL160C,0
YIL051C,Q0255,0
YBL045C,YPR042C,0
YJL166W,Q0075,0
YEL024W,YBL075C,0
YBL099W,YGR132C,0
YBL045C,YGR112W,0
YBL030C,YLR395C,0
YPR042C,Q0045,0
YJR045C,YJL062W-A,0
YNR017W,Q0250,0
YJR045C,Q0140,0
YGL191W,YDL160C,0
YLR320W,Q0115,0
YBL030C,YDR377W,0
YGL122C,YDL160C,0
YML030W,YNL030W,0
YPR125W,YBL045C,0
YML030W,Q0250,0
YIL051C,YHR051W,0
YLR203C,YGR222W,0
YER142C,YDL160C,0
Q0045,YDR119W-A,0
YOR090C,YML129C,0
YBR039W,YPR042C,0
YLR393W,YDL160C,0
YLR203C,YDL004W,0
YML030W,YJL062W-A,0
YML030W,YGR132C,0
YIL111W,YJL166W,0
Q0130,YKR016W,0
Q0085,Q0250,0
Q0045,YJR121W,0
YGR033C,Q0045,0
Q0250,YBL045C,0
YDR119W-A,YDR377W,0
YPR042C,YGL064C,0
YDR231C,YJL166W,0
YJR045C,YDR377W,0
YJR045C,YGR062C,0
YDR119W-A,YGL191W,0
YLR382C,YGR222W,0
Q0085,YPL172C,0
YBR024W,YLR393W,0
Q0020,YBL030C,0
YDL160C,Q0250,0
YNL026W,YJR121W,0
YGL122C,Q0120,0
YKL016C,YDR119W-A,0
YBL045C,YGL187C,0
YJR045C,YDL156W,0
YOR065W,YDL004W,0
YBL045C,YDL160C,0
YGL187C,YLR203C,0
YGR222W,YBL099W,0
YHL004W,Q0130,0
YBL030C,Q0140,0
YJL062W-A,YHR051W,0
YGR033C,Q0275,0
YER154W,YJL166W,0
YNL305C,Q0250,0
Q0275,YLR067C,0
YNL026W,YGR174C,0
YDR377W,Q0105,0
YBL045C,YLR203C,0
YDL004W,YJR045C,0
YKR016W,YPL078C,0
YGR222W,Q0250,0
YPR140W,YNR017W,0
Q0250,YGL187C,0
YOR065W,Q0275,0
Q0275,YGL187C,0
YPR042C,YBR120C,0
YGL187C,Q0105,0
Q0045,YPR191W,0
YEL024W,YDR231C,0
Q0250,YNL030W,0
YDR119W-A,YNL026W,0
YGL187C,Q0250,0
YGR037C,Q0045,0
Q0275,Q0080,0
YIL111W,Q0275,0
YEL024W,YBL030C,0
YPR191W,YGR174C,0
YDL156W,YLR295C,0
YGL122C,YOL027C,0
YML129C,YPL215W,0
YMR256C,YKR016W,0
YKR016W,YDL160C,0
YKR016W,YBR039W,0
YML030W,YJR045C,0
YBR037C,YJR121W,0
YBR039W,YJR045C,0
YOR090C,YDR377W,0
YKR016W,YPR042C,0
YJR045C,YLR203C,0
YNR019W,YJR045C,0
YNR018W,YHR051W,0
YDL160C,Q0050,0
Q0105,YML030W,0
YJR121W,YKL155C,0
YDR231C,YNL052W,0
YJR045C,YNL026W,0
YDL160C,Q0085,0
YGL187C,YPR191W,0
YLR395C,Q0140,0
Q0050,YDL107W,0
YML129C,YBL030C,0
YML129C,YKR016W,0
YML030W,YKR016W,0
YER154W,YDL160C,0
YNR017W,YKR016W,0
YGL122C,Q0140,0
YOR065W,YGL122C,0
Q0045,YDR231C,0
YNR018W,Q0250,0
Q0250,YJR121W,0
YKL155C,YDL160C,0
YBR120C,Q0105,0
YNL026W,YPL215W,0
YKR016W,YPR042C,0
YJR121W,YER154W,0
YJR121W,Q0045,0
Q0275,YPR191W,0
YHL038C,Q0070,0
YBL045C,YDR231C,0
YPL271W,Q0080,0
YNL026W,YDL160C,0
YDR231C,YDL160C,0
YDR231C,YGL187C,0
YNR017W,YBL045C,0
YEL024W,YDR231C,0
Q0045,YDR231C,0
YGR062C,YPR125W,0
YMR256C,YNR018W,0
YGL191W,YML081C-A,0
YBR009C,YGR033C,0
YML081C-A,Q0085,0
YDL156W,Q0060,0
YJR045C,YPR191W,0
YJR045C,YBR255C-A,0
YHR051W,YPR042C,0
Q0085,YPL271W,0
YDL160C,YPR191W,0
YDR529C,YNL305C,0
YOL027C,YNL026W,0
YPL078C,YLR203C,0
YLR320W,Q0055,0
YHL038C,YPR191W,0
YNL052W,YHR051W,0
YKR016W,Q0080,0
YBL030C,YOR065W,0
YOR090C,YKL016C,0
YNR018W,YNR017W,0
YBR185C,YDR377W,0
YDR119W-A,YBL030C,0
YBR009C,YBR039W,0
YKL155C,YDR231C,0
YDL160C-A,Q0045,0
YGR174C,Q0130,0
YKL016C,YER154W,0
YOR090C,YKR016W,0
YOR065W,YPR042C,0
YBL045C,Q0250,0
YML030W,YLR395C,0
Q0105,Q0275,0
YGR174C,YJL014W,0
YLR395C,YER154W,0
YBL045C,YNR018W,0
YDL107W,YNR018W,0
YPL078C,YNR017W,0
YNL026W,YML030W,0
YNL026W,YIL157C,0
YOL027C,YJR045C,0
YJR045C,YKR016W,0
YEL024W,Q0275,0
YDL160C,YPR125W,0
YGL187C,YGL122C,0
YGL122C,Q0130,0
YBL099W,YML081C-A,0
YGL122C,YGL187C,0
YLR320W,YIL051C,0
YBL045C,Q0120,0
YDL107W,YPR042C,0
YLR203C,YJR045C,0
YOR065W,YNL052W,0
YLR203C,YOL027C,0
YPR042C,YJL062W-A,0
Q0120,YOR090C,0
YBL045C,YGL122C,0
YGL187C,YDR377W,0
YDR377W,YBL045C,0
YPR125W,YNL052W,0
YGL187C,YNL052W,0
Q0140,YKL016C,0
Q0275,YOR065W,0
YLR393W,YGL064C,0
YPL078C,Q0120,0
YEL024W,Q0080,0
YPL271W,YGR033C,0
YPR191W,Q0275,0
YDL160C,YOL027C,0
YMR244C-A,YPR140W,0
YDL160C,YGL064C,0
YJL166W,YBL075C,0
YGL191W,YPL078C,0
YEL024W,YNL026W,0
YGL122C,YML129C,0
YKR016W,YER154W,0
YBR185C,YPR042C,0
YGR112W,Q0070,0
YDL160C,YBR039W,0
Q0045,YGL187C,0
YGL122C,YJR045C,0
YPL078C,YNL026W,0
YBR120C,YGL187C,0
YDR231C,YJR045C,0
YGL187C,YPR042C,0
YPR042C,YPL078C,0
YML129C,YGL122C,0
YGL187C,YJR045C,0
YNL305C,YLR203C,0
YNL030W,YBL030C,0
Q0275,YJR045C,0
Q0250,YHR051W,0
Q0140,YGL122C,0
YBL030C,YGL187C,0
Q0140,YNR018W,0
YBL045C,YDL160C,0
YLR295C,YGL187C,0
