id1	id2	selfpairs
YJR045C	Q0158	0
YBR255C-A	YER142C	0
YKL016C	YNL026W	0
YJR121W	YBL099W	0
YDL160C	Q0045	0
YBR037C	YML081C-A	0
YOR090C	YGR037C	0
YNR019W	YGR112W	0
YLR295C	YJR045C	0
YKR016W	YML030W	0
YDR231C	YGR174C	0
YLR320W	Q0250	0
Q0085	YKR016W	0
YIL111W	Q0255	0
YGL187C	Q0130	0
YJR045C	YEL024W	0
Q0085	YKR016W	0
YNR018W	Q0250	0
YKR016W	YOR065W	0
YNR017W	YGL122C	0
YPR191W	Q0250	0
YGL122C	YDR231C	0
Q0120	YDL107W	0
YKR016W	Q0085	0
YGR174C	YJR045C	0
YNR018W	YDL107W	0
Q0080	YOL027C	0
YGR112W	YJR121W	0
YKL155C	YGL187C	0
YDL160C	YJL014W	0
YPR191W	YGL122C	0
YDR231C	YEL024W	0
YNL052W	YOR065W	0
YGL122C	YDL160C	0
YKR016W	YPR191W	0
YPR125W	Q0250	0
YJL062W-A	YDR377W	0
YHL004W	YGR062C	0
YDL107W	Q0130	0
YNL030W	YGR174C	0
YDR529C	Q0250	0
YNR017W	YDL160C	0
YPR191W	YMR256C	0
YHR051W	YML129C	0
YJR045C	YNR018W	0
YIL051C	YBR009C	0
YJL062W-A	YKR016W	0
YDL160C	YJR121W	0
YGR037C	YPR042C	0
YIL157C	YKR016W	0
Q0085	YHL004W	0
YKL016C	Q0105	0
YJR121W	YDL160C	0
YBL099W	YML081C-A	0
YDL156W	YHR051W	0
YKR016W	Q0105	0
YPL078C	YMR244C-A	0
Q0250	YDR377W	0
YNL030W	YDR231C	0
YPL215W	YPL271W	0
YOL027C	YDR231C	0
YKR016W	YJL166W	0
YNL052W	YML030W	0
Q0130	YGL191W	0
Q0105	YBL075C	0
YPL078C	YBL075C	0
YGL187C	YHR076W	0
Q0250	YPR125W	0
YLR203C	YDR231C	0
YGL187C	YJL062W-A	0
YER154W	Q0130	0
YPL078C	YBL045C	0
YGL187C	YBL099W	0
YPR042C	YPL215W	0
YBL030C	YIL051C	0
YPR191W	YJR045C	0
YBL099W	YPL271W	0
YDR231C	YGL187C	0
YJR121W	YBL030C	0
YIL111W	YDR119W-A	0
Q0115	YNL026W	0
YPL215W	YLR203C	0
YIL111W	YHR051W	0
Q0250	YPR042C	0
YPR191W	YPR125W	0
YPR042C	YGR132C	0
YBL030C	YKR016W	0
YOL027C	YGL122C	0
Q0080	YKR016W	0
YPL172C	YDL156W	0
YGR112W	Q0250	0
YML081C-A	YHR076W	0
YJR045C	Q0045	0
YDL160C	YOR065W	0
YBR039W	Q0120	0
YDL004W	YDR231C	0
YGL187C	YDR119W-A	0
YNR017W	Q0275	0
YML129C	YJR121W	0
YGR033C	Q0105	0
YNL052W	Q0140	0
YDL160C	YGR222W	0
YGR033C	YJL062W-A	0
YDR377W	Q0045	0
YJR121W	YOR090C	0
Q0045	YBR024W	0
YJR045C	Q0110	0
YNR017W	YGR132C	0
YOL027C	YPR042C	0
YBR037C	YDL107W	0
YJR045C	YBL045C	0
YBL030C	YGR112W	0
YMR256C	YDR231C	0
YPR042C	YDL160C	0
YKL016C	YHL004W	0
Q0140	YNL155W	0
YJL166W	YBL075C	0
Q0275	YGL122C	0
YLR203C	Q0045	0
YGR174C	YKL016C	0
YKR016W	YPR191W	0
YJR045C	YGL191W	0
YBL045C	YDR377W	0
Q0120	YNL155W	0
YGL122C	YNL052W	0
YNL305C	YOR065W	0
YNR018W	YEL024W	0
Q0250	YML129C	0
YJL014W	YKR016W	0
YGL122C	Q0105	0
YJR121W	YDR377W	0
YDL160C	YDL004W	0
YNR017W	YBL099W	0
YIL157C	YBL030C	0
YBL045C	YDL160C	0
YIL157C	YGL191W	0
Q0120	YDL160C	0
