id1	id2	selfpairs
YBR037C	YKL016C	0
YBL030C	YML129C	0
YDR231C	YPL271W	0
YGL187C	YGR132C	0
YDL107W	YGR112W	0
YLR320W	YBL030C	0
YPR042C	Q0105	0
YIL111W	YOL027C	0
YGL122C	YML030W	0
Q0080	YPR125W	0
YNL052W	YKR016W	0
YHR051W	YGR033C	0
YGL122C	YDR377W	0
YNR017W	Q0130	0
YDR377W	YJR045C	0
YKR016W	YEL024W	0
YBL045C	YGR033C	0
YGR132C	Q0045	0
YNL052W	YDR231C	0
YBL075C	YNL052W	0
YDL160C	YGR112W	0
YGL064C	YKL016C	0
YDR231C	YGR174C	0
Q0085	YML030W	0
YML030W	YJR045C	0
Q0045	Q0140	0
YER154W	YLR395C	0
YJR121W	YDL160C	0
YNL305C	YBL045C	0
YER154W	YBL045C	0
YDR119W-A	YMR256C	0
YGR222W	YBL075C	0
YLR320W	YDL160C	0
YDL004W	YNL052W	0
YEL024W	YDR119W-A	0
Q0140	YLR395C	0
YIL111W	YJL062W-A	0
YEL024W	Q0250	0
YDR231C	YJR045C	0
YHR076W	Q0045	0
YNL026W	YNR018W	0
Q0275	YDR529C	0
YOR065W	YLR393W	0
YKR016W	YLR320W	0
YJR045C	YEL024W	0
YDR375C	YNR018W	0
YNL026W	YKL155C	0
YPR042C	Q0250	0
YDR231C	YGR062C	0
YER154W	YOR090C	0
Q0060	YML030W	0
YOR090C	YML129C	0
YJR121W	YPR191W	0
YIL157C	Q0020	0
YKL155C	YOR065W	0
YEL024W	YMR244C-A	0
YOL027C	YNR019W	0
YGR132C	YGL122C	0
YHL004W	Q0085	0
YNL052W	YDL107W	0
YIL051C	YDL160C	0
YGL187C	Q0045	0
YPR191W	YGL122C	0
Q0250	YDR119W-A	0
YKR016W	Q0045	0
Q0110	YOR065W	0
YNR017W	Q0158	0
YBL099W	YKL155C	0
Q0110	YKL016C	0
YJL166W	YLR393W	0
Q0250	YBL030C	0
YJL062W-A	YHL004W	0
YPL215W	YHL004W	0
Q0105	YML030W	0
YML129C	YBL045C	0
Q0130	YBL045C	0
YLR295C	YKR016W	0
YKL155C	YNR018W	0
YBR009C	YDL160C	0
YDR231C	Q0070	0
YGL191W	YGL122C	0
Q0105	Q0250	0
YDL160C	YNL052W	0
YLR395C	YGL187C	0
YGL122C	YBR120C	0
YIR021W	YDR231C	0
Q0275	YGL122C	0
YGR132C	YPR042C	0
YOR065W	YNR018W	0
YGL122C	YNL026W	0
Q0045	YEL024W	0
YPL078C	YDR377W	0
Q0130	YGR062C	0
YBL045C	YBL030C	0
Q0115	Q0140	0
YJR045C	YEL024W	0
YDL160C	YLR203C	0
YPL172C	YML129C	0
YDR231C	YGL191W	0
Q0275	YGR112W	0
YDR377W	YBL099W	0
YGR174C	YPL078C	0
YNL155W	YNR017W	0
YDL160C	YGL122C	0
Q0105	YNL155W	0
Q0250	Q0105	0
YKL016C	YGL187C	0
Q0275	YJL062W-A	0
YJR121W	YHR051W	0
YBR024W	YJR045C	0
Q0105	YNR017W	0
YKR016W	Q0045	0
YMR244C-A	Q0275	0
YGL122C	YGR112W	0
Q0045	YBR185C	0
YBR024W	YNL052W	0
YJL166W	YBL045C	0
Q0250	YMR256C	0
YGL064C	YJR045C	0
YBL045C	Q0050	0
YOR065W	YJL014W	0
Q0115	YGL187C	0
YEL024W	YGL187C	0
YHL004W	YJL062W-A	0
YGL187C	YNL026W	0
YIL157C	YPR042C	0
YDL004W	Q0140	0
YLR203C	YJR045C	0
Q0120	YHR051W	0
YER154W	YDL160C	0
YDR119W-A	YJR045C	0
YGL122C	YNL026W	0
YLR320W	YBR037C	0
YJL062W-A	YPR042C	0
YPL215W	Q0105	0
YDL156W	YKR016W	0
YJR045C	YOR090C	0
YBL030C	YOR065W	0
YNR018W	YBR120C	0
YPL271W	YLR203C	0
YPR042C	YGL122C	0
YGL187C	YPL215W	0
Q0085	YIL051C	0
YJR121W	YDR231C	0
YKR016W	YNR018W	0
Q0085	YER154W	0
YGL187C	YML129C	0
YDL160C	YOR065W	0
YGL122C	YKR016W	0
YPR125W	YDL160C	0
Q0105	YNL305C	0
YKR016W	YIL111W	0
YLR393W	YDL160C	0
YNL305C	YPR042C	0
YJR045C	YBL099W	0
YKL016C	YOL027C	0
YJR045C	YJR121W	0
Q0080	YGL187C	0
YPL078C	YBL030C	0
YOL027C	YBR039W	0
YGR222W	YIL157C	0
Q0250	YPR191W	0
YGR132C	YPR042C	0
YBL030C	YGL122C	0
YGL122C	YDL160C-A	0
YJR121W	YKR016W	0
YPR125W	YGL122C	0
YHR051W	YGR033C	0
YGL191W	YKR016W	0
YKR016W	YLR395C	0
Q0140	Q0055	0
Q0120	YGL122C	0
YNR018W	YGL187C	0
YML081C-A	YGL187C	0
YDL160C	YDL156W	0
YKL016C	YJR045C	0
YDL160C	YGL187C	0
YBL099W	Q0140	0
YJR045C	Q0110	0
YML129C	YJL166W	0
YBL030C	YBR185C	0
YPL078C	YDL160C	0
Q0120	YHL038C	0
YGL064C	YPL078C	0
YBL099W	YDR231C	0
YML129C	Q0105	0
YJR045C	YDL107W	0
YNL026W	YLR067C	0
YMR256C	YGL122C	0
YNR017W	YBL030C	0
Q0045	YBL045C	0
YML081C-A	YEL024W	0
YGR174C	YGL187C	0
YNL052W	YJR045C	0
Q0275	YLR295C	0
YPR191W	YJR045C	0
YML081C-A	YDR529C	0
Q0085	YML129C	0
YBL045C	YDL160C	0
YDR529C	YGL187C	0
YHR051W	YJL062W-A	0
Q0050	YNR017W	0
YJR121W	YJR045C	0
YKR016W	YBL030C	0
YGL122C	YBR185C	0
Q0085	YLR395C	0
YDL160C	YGL191W	0
YPR042C	Q0085	0
YNL155W	YML129C	0
YGL187C	YHL038C	0
Q0110	YHR051W	0
Q0045	YDR529C	0
YPR042C	YER154W	0
Q0045	YBL045C	0
YMR244C-A	YPR140W	0
YNL052W	YHR051W	0
YKR016W	YMR244C-A	0
YNR017W	YBL099W	0
YDL160C	YBR009C	0
YLR203C	YKR016W	0
Q0158	YGL191W	0
YLR203C	YHR051W	0
YDL160C	YLR295C	0
YKR016W	YBR255C-A	0
YBR009C	YDR119W-A	0
Q0250	YDL160C	0
YKR016W	YNL026W	0
YNR017W	YDR231C	0
Q0250	YML030W	0
YPR191W	YLR203C	0
YHL038C	YPL271W	0
YGL187C	Q0045	0
YBL045C	YDL160C	0
YPL271W	Q0275	0
YGL187C	YGL122C	0
YPR042C	Q0105	0
YGL122C	YLR203C	0
Q0045	YBR009C	0
Q0105	YDL156W	0
YDL160C	YLR203C	0
YMR244C-A	YBR009C	0
YOR065W	YJR121W	0
YBR009C	YLR203C	0
YHR051W	Q0255	0
YDL160C	YPL078C	0
YJL166W	YBL099W	0
YKR016W	YGL187C	0
YGL187C	YGR174C	0
YNL026W	Q0140	0
YHL004W	YJL062W-A	0
YPL078C	YLR320W	0
YNR017W	YGL187C	0
YGR112W	YJL062W-A	0
YNR017W	YBR037C	0
YGR222W	YIL157C	0
YLR382C	Q0080	0
YBR255C-A	Q0275	0
Q0275	YNL026W	0
YDL160C	Q0105	0
YPL078C	YOR065W	0
YGR112W	YBR039W	0
YDR377W	Q0250	0
YNL026W	YNL030W	0
YBL045C	YDL160C	0
YBR039W	YKR016W	0
Q0120	YBL045C	0
YOR065W	YDL160C	0
Q0130	YGR033C	0
YIL111W	YLR295C	0
YBL045C	YKR016W	0
Q0105	YDR231C	0
Q0130	YGR112W	0
YGL064C	YJR045C	0
YDL004W	YBR185C	0
YDR119W-A	YKR016W	0
Q0045	YNR017W	0
Q0045	YJL166W	0
YPL215W	Q0275	0
YPR042C	YNR018W	0
YML129C	Q0140	0
YKL155C	YGL187C	0
YGL122C	YBR039W	0
YPR042C	YEL024W	0
YBL030C	Q0105	0
YPR042C	Q0080	0
YJR045C	YPL078C	0
YJL014W	YNL030W	0
YGL187C	YPR042C	0
YLR393W	YGL122C	0
YDL160C	YEL024W	0
YNL030W	YGL187C	0
Q0130	YBR255C-A	0
YGR112W	YPR125W	0
YJL166W	YDL107W	0
YGR062C	YER154W	0
Q0250	YPR042C	0
YKL016C	YKR016W	0
YLR395C	YPR042C	0
YGL122C	Q0250	0
YER154W	YGL187C	0
YPL271W	YKR016W	0
YOR090C	YGL122C	0
YBL045C	Q0045	0
YPR191W	YNL026W	0
YML081C-A	Q0050	0
YBL099W	YDR119W-A	0
YOR065W	Q0105	0
YDR119W-A	YDL156W	0
YJL166W	YOR090C	0
YHR051W	Q0080	0
YPR191W	YGR132C	0
YDL160C	YGL187C	0
Q0275	YBL045C	0
YDL160C	YGL187C	0
Q0275	YKR016W	0
Q0045	Q0275	0
YIL157C	YBL045C	0
YJR045C	YBL045C	0
YJR045C	YBL030C	0
YGL187C	YGL122C	0
YBL045C	YLR295C	0
YBR120C	YLR320W	0
YLR203C	YML129C	0
YGR062C	YPL078C	0
YPL271W	YBR185C	0
Q0045	YBR120C	0
YLR295C	YDL160C	0
YJR045C	YNL052W	0
