id1	id2	tag	tag_counts	selfpairs
YDR529C	YNR017W	YDR529C_YNR017W	1	0
YDR119W-A	YKL016C	YDR119W-A_YKL016C	1	0
Q0275	YNR019W	Q0275_YNR019W	1	0
YGL187C	YOL027C	YGL187C_YOL027C	1	0
YBR185C	YPR042C	YBR185C_YPR042C	1	0
Q0275	YPR140W	Q0275_YPR140W	1	0
Q0105	YBL045C	Q0105_YBL045C	1	0
YML081C-A	YNR018W	YML081C-A_YNR018W	1	0
Q0250	YGR222W	Q0250_YGR222W	1	0
YBL030C	YLR203C	YBL030C_YLR203C	1	0
YMR244C-A	YPR042C	YMR244C-A_YPR042C	1	0
Q0085	YPR042C	Q0085_YPR042C	1	0
YGL191W	YLR395C	YGL191W_YLR395C	1	0
Q0050	YHL004W	Q0050_YHL004W	1	0
YDL160C	YGR033C	YDL160C_YGR033C	1	0
YBL075C	YGL122C	YBL075C_YGL122C	1	0
Q0105	YBR120C	Q0105_YBR120C	1	0
YBR009C	YDL160C	YBR009C_YDL160C	1	0
YDR375C	YER154W	YDR375C_YER154W	1	0
Q0050	YJR045C	Q0050_YJR045C	1	0
YDR529C	YLR320W	YDR529C_YLR320W	1	0
Q0045	Q0080	Q0045_Q0080	1	0
YLR203C	YML030W	YLR203C_YML030W	1	0
YOR065W	YPL078C	YOR065W_YPL078C	1	0
YBL045C	YKL016C	YBL045C_YKL016C	1	0
YBR039W	YPL078C	YBR039W_YPL078C	1	0
YBR255C-A	YJL062W-A	YBR255C-A_YJL062W-A	1	0
YNL052W	YOR065W	YNL052W_YOR065W	1	0
Q0115	YPR125W	Q0115_YPR125W	1	0
YIL157C	YPR042C	YIL157C_YPR042C	1	0
YDR231C	YHR051W	YDR231C_YHR051W	1	0
YBR120C	YNR018W	YBR120C_YNR018W	1	0
YKR016W	YNR018W	YKR016W_YNR018W	1	0
YGR174C	YLR393W	YGR174C_YLR393W	1	0
YJL062W-A	YLR295C	YJL062W-A_YLR295C	1	0
YGR112W	YIL111W	YGR112W_YIL111W	1	0
