id1	id2	selfpairs
YMR244C-A	Q0105	0
Q0045	YGL122C	0
YLR395C	Q0130	0
YOL027C	YNL030W	0
Q0105	YKR016W	0
YIL111W	YPL078C	0
YOR065W	YGR222W	0
YPL215W	YJR045C	0
YBR039W	YJR045C	0
YDL004W	YKL016C	0
YDR231C	YGL122C	0
YGL064C	YNR019W	0
YHR051W	YGR112W	0
YJR045C	YBR037C	0
YKR016W	YJR045C	0
YBL045C	YJR045C	0
YGL122C	Q0140	0
YKR016W	YJR121W	0
YNL030W	Q0105	0
YER154W	YDL160C	0
YLR203C	Q0045	0
YBL045C	YLR203C	0
YJR121W	YGR174C	0
YER154W	YML129C	0
YEL024W	YGL191W	0
Q0250	Q0275	0
YNL155W	YPR191W	0
YLR203C	YIL111W	0
YGR112W	YHL004W	0
Q0050	YGL122C	0
YPL215W	Q0105	0
YPR042C	YDL160C	0
YBL045C	YGL187C	0
YHR051W	YOR065W	0
YNR017W	YKL016C	0
YML129C	YLR295C	0
Q0250	YGR062C	0
YDL160C	YPL078C	0
YGR033C	YLR203C	0
Q0250	YGL187C	0
YDL160C	YNL052W	0
Q0105	YHL004W	0
Q0110	YNR018W	0
YHL038C	Q0085	0
YER154W	YOR065W	0
Q0115	YNL026W	0
YDR377W	YNL155W	0
YGL122C	YGL187C	0
YMR256C	YBL045C	0
YOR090C	YGL191W	0
YNL026W	YJR045C	0
YBL045C	YGR033C	0
YGR112W	YGR033C	0
YGL187C	Q0275	0
YBL030C	YGR033C	0
Q0110	YJL062W-A	0
Q0045	YPR140W	0
YHR051W	YPR042C	0
YJR121W	YBL030C	0
YKL016C	YOR065W	0
YPL271W	YGL122C	0
YDL160C-A	Q0065	0
YNL305C	Q0050	0
YPL078C	Q0045	0
YGL187C	YER154W	0
YBR120C	YJL014W	0
YGL187C	Q0140	0
YDL004W	YPR140W	0
YOL027C	YOR065W	0
Q0130	YOR090C	0
YHR051W	YPL078C	0
YGL122C	YHR051W	0
YGL187C	YDL160C	0
Q0275	YMR244C-A	0
YDL156W	YDR529C	0
YBR185C	YGL122C	0
YBR255C-A	Q0045	0
YGL122C	YER154W	0
YPL271W	YBL045C	0
YBR009C	YGL191W	0
YPR191W	YGR112W	0
YLR393W	YGR132C	0
YGL187C	YJL062W-A	0
YIL157C	Q0105	0
YDR231C	YLR320W	0
YPR042C	YDR529C	0
YNL026W	YGR033C	0
Q0140	Q0080	0
YDR119W-A	YPR125W	0
YGL122C	YKR016W	0
Q0055	YDR231C	0
YJR045C	YML081C-A	0
YHR076W	YBR009C	0
YGL187C	YML030W	0
YDL160C	YMR256C	0
YLR393W	Q0045	0
YBR039W	YLR393W	0
YDL160C	Q0250	0
YLR295C	YJR121W	0
YKL155C	YGL187C	0
YBR039W	YML081C-A	0
YDL160C	YKR016W	0
YKR016W	YDL160C	0
YPL215W	YDL160C	0
YJL166W	Q0275	0
YJR045C	YBR255C-A	0
YNR018W	YDR231C	0
YDR377W	YGL187C	0
YGL187C	YNL026W	0
YJL062W-A	YKL016C	0
YKR016W	YDR231C	0
YDR231C	YPL078C	0
Q0250	YJR045C	0
YMR256C	YDL160C	0
YBL099W	YJL062W-A	0
Q0140	Q0110	0
YBR024W	YNL026W	0
YJL062W-A	YIL111W	0
Q0250	YHR051W	0
YML129C	YOR065W	0
YPR125W	YJL166W	0
Q0085	YML129C	0
YGL187C	YBR120C	0
YML030W	YIL157C	0
YBR120C	YPR125W	0
YJR045C	YGR222W	0
Q0085	YDR375C	0
YKR016W	YLR203C	0
YEL024W	YKR016W	0
YMR256C	YKR016W	0
YOL027C	YBL030C	0
YLR067C	YKL016C	0
YPR042C	YGL191W	0
YHR051W	YDR529C	0
YDL160C	YJR045C	0
Q0045	YGL187C	0
YGL187C	YKL016C	0
YJL166W	YKR016W	0
YKR016W	YIL111W	0
YGR112W	YBL045C	0
YGR132C	YGR222W	0
YLR320W	YDR375C	0
Q0045	YJR045C	0
YNR018W	YGR062C	0
YHR076W	YDR377W	0
YBL045C	Q0250	0
YGL187C	Q0250	0
YDL160C	YNL305C	0
YHR051W	YML030W	0
YBR039W	YPR191W	0
YML030W	Q0085	0
YNR018W	YDR231C	0
YBR185C	YDR231C	0
Q0255	Q0085	0
Q0250	YBL099W	0
Q0085	YJR045C	0
YJL166W	YPL078C	0
YNR018W	Q0080	0
YOR065W	YLR320W	0
YML129C	Q0250	0
Q0120	YLR203C	0
YBL045C	YER154W	0
YDL160C	YGL187C	0
YJR045C	YBR037C	0
YGL122C	YML030W	0
YHL004W	YLR203C	0
YDR529C	YJL166W	0
YPL078C	YNL026W	0
YML081C-A	YMR256C	0
Q0130	YEL024W	0
YPL271W	YHL004W	0
Q0045	YGR062C	0
YGL187C	YKR016W	0
YDL156W	YLR203C	0
YKR016W	YML129C	0
YKL016C	Q0080	0
YHL038C	Q0275	0
Q0120	YGL187C	0
YBL045C	YDR231C	0
YJR121W	Q0250	0
Q0085	YJR045C	0
YJR121W	YJL166W	0
YKR016W	YPR042C	0
YDL160C	YKR016W	0
YGR174C	Q0045	0
YML081C-A	YEL024W	0
YNR018W	YJR045C	0
YJR045C	YDR377W	0
Q0250	YPR191W	0
YPL215W	YGL122C	0
YNL026W	YDL160C	0
Q0105	YOR065W	0
YLR320W	YBR024W	0
YDL160C	YBR120C	0
Q0085	YBR039W	0
