id1	id2	tag	tag_counts	selfpairs
YDR377W	YML129C	YDR377W_YML129C	1	0
YGL191W	YPR191W	YGL191W_YPR191W	1	0
YJR045C	YPR140W	YJR045C_YPR140W	1	0
YJR045C	YNL305C	YJR045C_YNL305C	1	0
Q0105	YDL160C	Q0105_YDL160C	1	0
YBL030C	YDR231C	YBL030C_YDR231C	1	0
YDL156W	YLR320W	YDL156W_YLR320W	1	0
YGL191W	YNR017W	YGL191W_YNR017W	1	0
YNR018W	YOL027C	YNR018W_YOL027C	1	0
Q0140	YNL030W	Q0140_YNL030W	1	0
YBR039W	YJR045C	YBR039W_YJR045C	1	0
Q0130	Q0255	Q0130_Q0255	1	0
Q0105	YBR255C-A	Q0105_YBR255C-A	1	0
YJR121W	YKL016C	YJR121W_YKL016C	1	0
YDR529C	YGL187C	YDR529C_YGL187C	1	0
YPL078C	YPL271W	YPL078C_YPL271W	1	0
Q0080	YPR042C	Q0080_YPR042C	1	0
YGL122C	YGR222W	YGL122C_YGR222W	1	0
YGL122C	YNR018W	YGL122C_YNR018W	1	0
Q0065	YGL122C	Q0065_YGL122C	1	0
YBL045C	YJR121W	YBL045C_YJR121W	1	0
YBL075C	YKL016C	YBL075C_YKL016C	1	0
YGR112W	YPR191W	YGR112W_YPR191W	1	0
Q0140	YDR231C	Q0140_YDR231C	1	0
YBL045C	YDL004W	YBL045C_YDL004W	1	0
Q0115	YML129C	Q0115_YML129C	1	0
Q0070	YBL030C	Q0070_YBL030C	1	0
YHL004W	YNL026W	YHL004W_YNL026W	1	0
YDL004W	YPR191W	YDL004W_YPR191W	1	0
Q0275	YDR529C	Q0275_YDR529C	1	0
YKL155C	YNR017W	YKL155C_YNR017W	1	0
Q0080	YHR076W	Q0080_YHR076W	1	0
YOR090C	YPL271W	YOR090C_YPL271W	1	0
Q0045	YKL016C	Q0045_YKL016C	1	0
YML030W	YPR042C	YML030W_YPR042C	1	0
YBL045C	YDR231C	YBL045C_YDR231C	1	0
YBL030C	YDR119W-A	YBL030C_YDR119W-A	1	0
YBL099W	YPL078C	YBL099W_YPL078C	1	0
YIL051C	YLR382C	YIL051C_YLR382C	1	0
YBR255C-A	YNR019W	YBR255C-A_YNR019W	1	0
YGR112W	YOL027C	YGR112W_YOL027C	1	0
Q0130	YLR395C	Q0130_YLR395C	1	0
YGR062C	YPR191W	YGR062C_YPR191W	1	0
Q0085	YER154W	Q0085_YER154W	1	0
YBL030C	YOR065W	YBL030C_YOR065W	1	0
YBL045C	YHL004W	YBL045C_YHL004W	1	0
YJL166W	YML129C	YJL166W_YML129C	1	0
YGR037C	YHL038C	YGR037C_YHL038C	1	0
