id1	id2	selfpairs
Q0275	Q0080	0
YNR018W	Q0140	0
Q0085	YGR174C	0
YJR045C	YDR529C	0
YER154W	YDL160C	0
YEL024W	YPR042C	0
Q0250	YKR016W	0
YGL122C	YKR016W	0
YOR090C	YNL155W	0
Q0045	YJR045C	0
YBR185C	YDR529C	0
YDR377W	YEL024W	0
Q0085	YLR295C	0
YGL122C	YLR395C	0
YNL030W	Q0045	0
YGL187C	YPL078C	0
YBL099W	YJR121W	0
YNR018W	Q0105	0
Q0045	YDR231C	0
YGR112W	YBL099W	0
YDR231C	YBL030C	0
YGL122C	Q0140	0
YJR045C	YKL016C	0
YNL026W	YGL187C	0
YBR185C	YLR320W	0
YDL004W	YNR018W	0
Q0250	YBL030C	0
YGL064C	YJR121W	0
YKR016W	YDL160C	0
YNR018W	YER154W	0
YJR045C	YBL045C	0
YEL024W	YPR125W	0
YIL111W	YGL122C	0
YDR231C	YNL026W	0
YJL062W-A	YOR065W	0
YDR119W-A	YPR125W	0
YML081C-A	YOR065W	0
YNL052W	YJL062W-A	0
Q0085	YBL045C	0
YGL122C	Q0115	0
YDR375C	YGR062C	0
Q0080	YBL099W	0
YGL187C	YJR045C	0
YPL271W	Q0250	0
YHR076W	YJR121W	0
YDL156W	YBL099W	0
YGR037C	YBR009C	0
YHL038C	YGR222W	0
Q0105	YJR045C	0
YLR395C	YDL160C	0
YEL024W	YPL078C	0
YML030W	YPR042C	0
YGL187C	YBR255C-A	0
YGL187C	Q0070	0
YPR191W	YPR140W	0
YBL045C	YPR140W	0
YBL045C	YDL156W	0
YKL016C	YJR045C	0
YDL160C	YNL052W	0
YKL016C	YLR393W	0
YDL004W	YGL191W	0
YNL026W	YPR191W	0
YPL215W	Q0050	0
YEL024W	YJR045C	0
YLR295C	YNR017W	0
YBL099W	YNL305C	0
Q0130	YIR021W	0
YPL078C	YGL191W	0
YDL107W	YML081C-A	0
YML129C	YGL122C	0
Q0105	YPR140W	0
Q0250	YBL099W	0
YPR125W	YNL026W	0
YPL271W	YML129C	0
Q0085	YNL026W	0
YLR395C	YBR039W	0
YOL027C	YPR191W	0
YBL045C	YJL062W-A	0
Q0250	YLR395C	0
YBL099W	YGR174C	0
YHR051W	Q0115	0
YJR045C	YDL160C	0
YML129C	YDR377W	0
YBR120C	Q0255	0
Q0275	YDR119W-A	0
YER154W	YLR395C	0
Q0105	YGL187C	0
YKR016W	YJR121W	0
YEL024W	YGL187C	0
YGR112W	Q0130	0
YDL107W	YDR377W	0
YBL030C	YKR016W	0
YML030W	Q0045	0
YPL271W	YEL024W	0
YPL271W	Q0105	0
YDL160C	Q0110	0
YML030W	YNL305C	0
YDL160C	YPR042C	0
YBR037C	YGL191W	0
YMR244C-A	YGL191W	0
YER154W	YML030W	0
YJR121W	YPR191W	0
YHL004W	YGR112W	0
YML030W	YJR045C	0
YLR320W	YKR016W	0
YMR256C	YHR051W	0
YDR375C	YHL038C	0
Q0055	YPL271W	0
YGL187C	YJL062W-A	0
YPR191W	YDR119W-A	0
YDL107W	YHR051W	0
YKR016W	YPL215W	0
YBR255C-A	YGR033C	0
YML129C	YBR039W	0
YNR018W	YGL122C	0
YBL045C	YGR112W	0
YGL122C	YNL026W	0
YBR120C	Q0160	0
YLR295C	YHR051W	0
Q0250	YKL155C	0
YEL024W	YNL030W	0
Q0045	YNL026W	0
YGL187C	YML129C	0
Q0105	YKL016C	0
YPR191W	YER154W	0
YDL004W	YBL045C	0
YPR042C	YLR203C	0
YNL305C	YBR009C	0
YJL062W-A	YEL024W	0
YKR016W	YNL026W	0
YNL052W	YNR018W	0
YEL024W	YIL157C	0
Q0065	YIL157C	0
YPR191W	YDR231C	0
YHR076W	YPR042C	0
YOR065W	YDL156W	0
Q0120	YDL160C	0
YDL160C-A	YEL024W	0
YIL157C	YLR203C	0
YBL030C	YJR045C	0
YPR042C	YBR039W	0
YJL166W	Q0085	0
YGR033C	YGL191W	0
YKR016W	YDR231C	0
YNR017W	YBL075C	0
YBL045C	YJR045C	0
YDR529C	YPR042C	0
YGR033C	YGL187C	0
YHL004W	YHR051W	0
Q0085	YPR191W	0
YOL027C	YGL122C	0
YNL305C	YLR203C	0
YBL030C	YIL111W	0
YBR185C	YDL160C	0
Q0045	YGL187C	0
YLR393W	YPR191W	0
YNR018W	YGL122C	0
YOR090C	YBR039W	0
Q0250	YGR222W	0
YDL160C	YGL191W	0
YPL215W	YGR132C	0
YIL157C	YOL027C	0
YBR255C-A	YPL078C	0
Q0085	Q0275	0
YDL160C	YKR016W	0
YJR121W	Q0130	0
YOR065W	YMR244C-A	0
YPL078C	YBL045C	0
YDR231C	YDR529C	0
Q0275	YLR203C	0
YDR529C	YIL111W	0
YGL122C	Q0105	0
YOR065W	YPR042C	0
YGL122C	YGR112W	0
YOR090C	YDL160C	0
YKR016W	YJL166W	0
Q0050	Q0080	0
Q0055	YDR231C	0
YJL062W-A	YBL045C	0
Q0080	YGR112W	0
YDL160C	YGL122C	0
YIL157C	Q0050	0
YIL051C	YGR112W	0
YPR042C	YDR529C	0
YJL166W	YOL027C	0
YOL027C	YJR045C	0
Q0250	YBR039W	0
YBR009C	YLR295C	0
YDL160C	YBR255C-A	0
YDR231C	YML129C	0
Q0085	YBL045C	0
Q0275	YHR051W	0
YNR018W	YJL062W-A	0
YBL075C	Q0045	0
YEL024W	Q0250	0
YGR112W	Q0105	0
YLR320W	YGR132C	0
YJR121W	YPR042C	0
YLR203C	YEL024W	0
YIR021W	YPL078C	0
YGR222W	YPR125W	0
YGR112W	YHR051W	0
YJR045C	YBR185C	0
YNL026W	YDR231C	0
YGL122C	YPR191W	0
Q0250	YDR119W-A	0
YDL160C	Q0250	0
YDL160C	YJR045C	0
YGR033C	YKR016W	0
YBL045C	YJR045C	0
YPR042C	YBR009C	0
Q0075	YGL122C	0
YJL166W	Q0050	0
YJR045C	YGL064C	0
YGL191W	YNL052W	0
YGR112W	YJL062W-A	0
Q0158	YPR125W	0
