geneA,geneB,selfpairs
YBR009C,YNR018W,0
Q0050,YGL191W,0
YDR231C,YGR033C,0
YBR037C,YKR016W,0
YPR042C,YBR039W,0
Q0045,YDL004W,0
YBL099W,YBR039W,0
YML129C,Q0105,0
YKR016W,Q0045,0
YGL187C,YNL026W,0
Q0105,YPL078C,0
YHR051W,YKR016W,0
YHR076W,YPR125W,0
YBL045C,YGR112W,0
YDR231C,YOR090C,0
Q0130,YJR121W,0
Q0250,YGL122C,0
YBR185C,YNR018W,0
YNL052W,YNL030W,0
Q0105,YLR203C,0
YBL030C,YGL191W,0
YJR045C,YDL107W,0
YGR222W,YKR016W,0
YBL030C,Q0085,0
YGL064C,YNL052W,0
YDR231C,YML030W,0
YMR244C-A,YKR016W,0
Q0130,YBL099W,0
YHR076W,YLR203C,0
YCR106W,YJL166W,0
YBL099W,YDL160C,0
YDL160C,Q0130,0
YJR045C,YGR112W,0
YJL166W,YNL052W,0
Q0070,YNR017W,0
YDR119W-A,Q0045,0
YDR119W-A,YKR016W,0
YBL045C,Q0020,0
YGL187C,YPL078C,0
YGL122C,YNR017W,0
YDR119W-A,YBL030C,0
Q0085,YJR121W,0
YKR016W,YGR112W,0
YJR045C,Q0050,0
YEL024W,YOL027C,0
YJR045C,YDR377W,0
YBL045C,Q0140,0
YER154W,YKR016W,0
Q0115,YKR016W,0
Q0050,YJL062W-A,0
Q0105,YDR231C,0
YBL045C,Q0045,0
YDL004W,YDR377W,0
YBL030C,YGR037C,0
Q0275,Q0085,0
YGL187C,YGL191W,0
YML129C,YGL187C,0
YDR529C,YOL027C,0
YPL172C,YDR231C,0
YPR042C,YPL215W,0
YNL026W,YPL215W,0
Q0140,YMR244C-A,0
YBL045C,YNR017W,0
Q0275,YPL078C,0
YGR222W,YKR016W,0
YPL271W,YDL160C,0
YGL187C,YDR231C,0
YER154W,YLR295C,0
YPL078C,YGL191W,0
YBR255C-A,YNL305C,0
YDR377W,YGR033C,0
YDL004W,YDR231C,0
YPR140W,YGL122C,0
Q0105,YGL122C,0
Q0105,YDR231C,0
YGR033C,YJR121W,0
YPR042C,YJR045C,0
YGL122C,YBR255C-A,0
Q0085,YNL030W,0
YJR045C,Q0130,0
YGR174C,YPL271W,0
Q0250,YGR132C,0
YGR112W,Q0250,0
YIL111W,YBR039W,0
Q0275,YBL045C,0
Q0120,YKR016W,0
YNR018W,YER154W,0
YGR033C,YGL187C,0
YGR033C,YNL026W,0
YDR529C,YPR042C,0
YEL024W,YGL122C,0
YML129C,YHR051W,0
YMR256C,YKR016W,0
YDL160C-A,YDL160C,0
Q0250,YBL045C,0
YBL030C,Q0105,0
YLR203C,YPR191W,0
YML081C-A,YDR231C,0
YLR395C,Q0250,0
YOL027C,YDL160C,0
YJR121W,YEL024W,0
Q0080,YML030W,0
YHR051W,YPR125W,0
YOL027C,YHR051W,0
Q0120,YMR256C,0
Q0085,YPR042C,0
YBR255C-A,YDL160C,0
YLR203C,Q0140,0
YPR042C,YHR051W,0
YGL122C,YML030W,0
YKR016W,YGL187C,0
YBL099W,Q0105,0
YGR112W,YJR045C,0
YEL024W,YDR529C,0
YGL122C,Q0045,0
YGL122C,YJR045C,0
YGL122C,Q0275,0
YDL160C,YOR065W,0
YMR256C,YPR042C,0
YGL122C,YBL045C,0
