geneA,geneB,selfpairs
YJR045C,YBR255C-A,0
YML129C,Q0045,0
YPL078C,YPL271W,0
YKR016W,YBL045C,0
YDL160C,YDR231C,0
YBR009C,YKL155C,0
YPR042C,YGR112W,0
YJR045C,YDL160C-A,0
YOL027C,YDL160C,0
YGR112W,YEL024W,0
Q0085,YDL160C,0
YNL026W,YDR231C,0
YLR295C,YBL045C,0
YHL004W,YHR051W,0
YNL030W,YML129C,0
YJL062W-A,YGL064C,0
YPL172C,Q0130,0
YPR191W,Q0085,0
Q0250,YJR045C,0
YOR065W,Q0045,0
YLR393W,YHR076W,0
Q0065,YBR039W,0
YLR203C,YBL045C,0
YLR203C,YGL187C,0
YIL157C,Q0085,0
YGL187C,Q0060,0
YPR042C,Q0250,0
YKR016W,YNL026W,0
YNR017W,YIL157C,0
YLR203C,YHR076W,0
YJL062W-A,YDR231C,0
YIL157C,YLR203C,0
Q0275,YBR037C,0
YGL122C,YML129C,0
YPR191W,Q0045,0
YIL111W,Q0250,0
YOL027C,Q0120,0
Q0050,YHR051W,0
YGR033C,YDL004W,0
YKR016W,YPR042C,0
YBL045C,YJR045C,0
YOR090C,YNR018W,0
YBL030C,YKL016C,0
YDL160C,YHL038C,0
YGR222W,YNL026W,0
YDL107W,YGR132C,0
YDR231C,YBL099W,0
YKL016C,YML129C,0
YEL024W,YGR174C,0
YBL099W,YDL160C,0
YJR045C,YOR065W,0
YDL160C,YNL026W,0
YLR320W,Q0105,0
YLR203C,YER154W,0
YBR039W,YGL122C,0
YPR042C,YBL030C,0
YDR231C,Q0140,0
YGR112W,YML129C,0
Q0045,YNR017W,0
YGR174C,YDL156W,0
Q0140,YDR377W,0
YBL099W,YDR377W,0
YJR121W,YPR042C,0
YNR017W,YLR320W,0
YNR017W,YKR016W,0
Q0250,YNL052W,0
YBL030C,YDR231C,0
YLR393W,Q0105,0
YGL187C,YML030W,0
YGL122C,YJR045C,0
YBL045C,Q0110,0
YDL160C,YLR203C,0
YDL160C,YDR231C,0
YLR067C,Q0105,0
YDR231C,YPL215W,0
YGL187C,YPR042C,0
YBL045C,YGR033C,0
YDL156W,YGL122C,0
YJR045C,YKR016W,0
YEL024W,YGR222W,0
YMR256C,Q0140,0
YKL155C,YBR255C-A,0
YNL030W,YBL045C,0
YPR140W,YOL027C,0
YDL160C,YGL191W,0
YJR045C,YGL064C,0
YKR016W,YJL166W,0
YGL187C,Q0020,0
YBL099W,YOR090C,0
YOR065W,YML081C-A,0
Q0105,YBL099W,0
YPL271W,Q0130,0
Q0080,YIR021W,0
YPL215W,YGL191W,0
YBR024W,Q0110,0
YBR185C,YGL122C,0
YBL045C,Q0250,0
YLR203C,YKR016W,0
YOL027C,YNR018W,0
YNL026W,YGL187C,0
YPL078C,YGL122C,0
YNL052W,YDL160C,0
YGL122C,YDL107W,0
YIL111W,YGL187C,0
Q0045,YNR017W,0
YNR018W,YJR045C,0
Q0070,YOL027C,0
YGL122C,Q0130,0
YKL016C,Q0045,0
YPR125W,YBL045C,0
YLR395C,YDL004W,0
YHR076W,YGR112W,0
YKL016C,YLR395C,0
Q0105,YBR255C-A,0
YBR255C-A,YPL215W,0
YJL166W,YDR231C,0
YKR016W,YDL160C,0
YDR231C,YML129C,0
YIL157C,YEL024W,0
Q0250,YOR065W,0
YEL024W,YDR529C,0
YPR042C,YDR231C,0
YBL030C,YKL016C,0
YDL160C,YHR051W,0
YOR065W,YKL016C,0
YGL122C,YKL016C,0
YJL166W,YDR377W,0
YBL099W,YGR132C,0
YGL187C,YKR016W,0
YBR039W,YGR222W,0
YEL024W,YGL122C,0
YNR017W,YGR112W,0
YGL187C,Q0120,0
YBL099W,YPR042C,0
Q0275,YJR121W,0
YBL045C,YKL155C,0
YGL191W,Q0110,0
YPR125W,YJR045C,0
YNR018W,YPR042C,0
YBR120C,YGL122C,0
YGR112W,YKR016W,0
Q0080,YML030W,0
Q0085,YNL155W,0
YJR045C,YDL160C,0
YNL155W,YDR529C,0
YOR065W,YKR016W,0
YNR018W,YGL187C,0
YHR076W,YPR042C,0
Q0140,YLR203C,0
Q0160,YBL045C,0
YNL030W,YGL187C,0
Q0085,YDR231C,0
Q0250,YKR016W,0
YBR009C,YKR016W,0
YBL045C,YNL026W,0
YGL187C,YJR121W,0
YJL062W-A,YBL075C,0
YGL122C,YDL160C,0
Q0250,YDL156W,0
YKL016C,YKR016W,0
YNL030W,YPR042C,0
YGL191W,YJR045C,0
YGR112W,YDL156W,0
Q0045,YBL030C,0
Q0250,YJR045C,0
YBL030C,YBL099W,0
YDL160C,Q0140,0
Q0130,Q0055,0
YJR121W,Q0275,0
YJR045C,YLR295C,0
YBL075C,YHR051W,0
YGR132C,YGL187C,0
YJL166W,YPR042C,0
Q0110,YPL271W,0
Q0085,YJL062W-A,0
YLR203C,YDR119W-A,0
YGL187C,YGR222W,0
YOR065W,YJR045C,0
YJR045C,Q0065,0
YKR016W,Q0105,0
Q0130,Q0085,0
Q0120,YNL052W,0
YPL078C,Q0085,0
YMR256C,YBR255C-A,0
YGL191W,Q0105,0
YGR112W,Q0250,0
YJR045C,YKL155C,0
YJL062W-A,YDR529C,0
Q0045,YJR121W,0
YLR203C,YDL156W,0
YBL099W,YDR375C,0
YML129C,YGL187C,0
YDL004W,YDL107W,0
YBR009C,YDR529C,0
YBL045C,YMR256C,0
Q0250,YKR016W,0
Q0250,YML081C-A,0
YDR231C,YNL052W,0
YIL111W,YML030W,0
YNR018W,YKR016W,0
Q0275,YBR037C,0
YGL191W,YBL099W,0
YLR295C,YDL004W,0
YOL027C,YJL166W,0
YKR016W,YDL160C,0
YEL024W,Q0045,0
YDR119W-A,YKR016W,0
YKL016C,YBL045C,0
YDL107W,YPR042C,0
Q0080,YOL027C,0
YPL271W,YBL099W,0
YJR045C,YDR529C,0
YKR016W,YDL107W,0
YGR222W,Q0085,0
Q0130,YMR244C-A,0
Q0105,YKR016W,0
YOR065W,YBR024W,0
YDR231C,YDL107W,0
YPR042C,YNL026W,0
YPL271W,YKL155C,0
Q0275,Q0105,0
YPL078C,Q0250,0
Q0105,YML129C,0
YKR016W,YDR231C,0
YEL024W,YHR051W,0
YLR203C,YNL052W,0
YDR119W-A,Q0275,0
YGR033C,YDR529C,0
YNR018W,YDR529C,0
YGL122C,Q0115,0
YDR119W-A,YGL122C,0
YBL045C,YNL052W,0
YNR017W,YKR016W,0
YNR017W,YNL026W,0
YOR090C,YDR231C,0
YPL215W,YJR045C,0
YGL122C,YGL191W,0
YGL122C,YNL026W,0
YGR062C,YDL160C,0
YML129C,YGL187C,0
YGL187C,YDL160C,0
YBR039W,YPR191W,0
YEL024W,YOR065W,0
YGL187C,YOL027C,0
Q0085,YGR062C,0
Q0130,YPR042C,0
Q0275,YDR377W,0
YBL045C,Q0250,0
YDR377W,YHR076W,0
YJR045C,YJR121W,0
YPR191W,YHL004W,0
YDL160C,Q0045,0
YGL187C,YML129C,0
YMR256C,YIL111W,0
Q0045,Q0085,0
YOR065W,YPL078C,0
YKR016W,YML129C,0
YJR045C,Q0255,0
YPR191W,YEL024W,0
YLR395C,YGR037C,0
YMR244C-A,YBL045C,0
YPR191W,YML129C,0
YML030W,YPL215W,0
YDL156W,YBL045C,0
Q0275,YML030W,0
YNL052W,YOR065W,0
YDR231C,Q0250,0
YNL026W,YGR033C,0
YJR045C,YNL052W,0
YKR016W,YGL191W,0
YDL004W,YIL051C,0
YKR016W,YKL016C,0
YJL062W-A,YJR045C,0
YBL045C,YLR320W,0
YPR042C,YGR112W,0
YGL122C,Q0250,0
YLR393W,YBR039W,0
YLR203C,YDR119W-A,0
YGL122C,YJR045C,0
YOR090C,YBR009C,0
Q0120,YNR018W,0
Q0140,YNL052W,0
YDR119W-A,YDR375C,0
YHR051W,YGL122C,0
Q0045,YJL166W,0
YKR016W,YPL271W,0
YGL187C,YDL160C,0
YJR045C,YML030W,0
YPR125W,YPR042C,0
Q0105,YPL078C,0
