geneA,geneB,selfpairs
YLR203C,YOR065W,0
YKR016W,YIL051C,0
Q0105,YGL187C,0
YLR203C,YNR018W,0
YJR045C,YBL075C,0
YBL099W,YLR067C,0
YDL160C,YPR042C,0
YDR529C,YDR119W-A,0
YNL026W,YDR231C,0
Q0085,YOR065W,0
YKL016C,Q0085,0
YEL024W,YDR231C,0
YKR016W,YPR042C,0
YNL305C,YDL160C,0
YGR222W,YDL107W,0
YGL122C,YNL052W,0
YLR203C,YGL191W,0
YML030W,YKL155C,0
YNR018W,YJL014W,0
YGR112W,YPR042C,0
YPR125W,YGR033C,0
YLR393W,Q0045,0
YPR191W,YGL187C,0
YOR065W,YGR037C,0
YOR065W,YJR045C,0
Q0080,Q0120,0
YBR255C-A,YHR051W,0
YGL122C,YKR016W,0
YDR529C,YIL157C,0
YNL026W,YNR018W,0
YPL078C,YDL160C,0
YDR119W-A,YJR121W,0
YPR042C,Q0045,0
YKL016C,YGL191W,0
YIR021W,YHL038C,0
YJL166W,YHL004W,0
YBL030C,YKR016W,0
YGR112W,YHR051W,0
YGR112W,YGL191W,0
YNR017W,YPL271W,0
YHR051W,YBL045C,0
Q0105,YGL122C,0
YHR076W,Q0045,0
YHL004W,YKR016W,0
YKR016W,YIL051C,0
YBL099W,YML030W,0
YKR016W,YJL166W,0
Q0055,Q0120,0
YNL026W,YJR045C,0
Q0060,YHR051W,0
Q0045,YBR009C,0
Q0250,Q0050,0
YBL045C,YDL160C,0
Q0250,YDL004W,0
YIL157C,YDR119W-A,0
YBL045C,YBR024W,0
YNL305C,Q0130,0
YJR045C,YNL030W,0
YKR016W,YBR255C-A,0
YIR021W,YGL122C,0
Q0250,YPR191W,0
YML030W,Q0045,0
YGL191W,YPR191W,0
YBL045C,YPR125W,0
YNR018W,YGR174C,0
Q0065,YNR019W,0
YKL155C,YGL187C,0
YJR121W,YGL187C,0
YMR256C,YJR045C,0
YPR191W,YDL160C,0
YDL160C,YBL045C,0
Q0250,Q0120,0
Q0085,YIL111W,0
YGL122C,YLR203C,0
YNL026W,YKR016W,0
Q0085,YJL062W-A,0
YBL030C,YNL026W,0
