geneA,geneB,selfpairs
YJR045C,YOR065W,0
YJL166W,YGL187C,0
YPL078C,YOR065W,0
YKR016W,YJL166W,0
YDR119W-A,YMR244C-A,0
YML030W,YPR042C,0
YLR067C,YER154W,0
YDR375C,YBL045C,0
Q0085,YJL062W-A,0
YJL062W-A,YGL187C,0
YPL271W,YIL157C,0
YGL187C,YOR090C,0
YNR018W,YBR024W,0
Q0045,YDR377W,0
Q0250,YJR045C,0
Q0045,Q0105,0
YPL271W,YKL016C,0
YGL187C,YBL099W,0
Q0050,YGR222W,0
YNL052W,YBR185C,0
YBR039W,YPR125W,0
YKR016W,YHR051W,0
YJR121W,YJR045C,0
YNL052W,YGR033C,0
YMR256C,Q0120,0
YBR185C,YOR090C,0
YNL052W,YGR112W,0
YNR018W,YDL160C,0
YNL052W,YPR042C,0
YJR045C,YGL187C,0
YKL155C,YGR112W,0
YGL122C,YDR119W-A,0
YPR042C,YJR045C,0
YNR017W,YDL160C-A,0
YBR185C,Q0105,0
YBL075C,Q0115,0
YHL038C,YGL122C,0
YDR377W,Q0080,0
YLR203C,YGL122C,0
Q0250,Q0275,0
YOR065W,YIL157C,0
YDR377W,YLR067C,0
YDR119W-A,YPL078C,0
YLR395C,YLR393W,0
YBL099W,YBR255C-A,0
YDL156W,YBL099W,0
YML030W,YBL099W,0
YPR191W,YMR256C,0
YDL160C,YPL271W,0
YHL004W,YLR320W,0
YOL027C,Q0250,0
Q0105,YLR203C,0
YEL024W,YPR125W,0
YNL026W,YPR191W,0
YDL160C,YJL062W-A,0
YKR016W,Q0045,0
YGL187C,Q0045,0
YML030W,YML129C,0
YDR377W,YGL122C,0
YOL027C,YDR231C,0
YIL051C,YBL030C,0
YOL027C,YKL155C,0
YHR051W,YNL030W,0
Q0050,YNR017W,0
YDR377W,YGL191W,0
Q0275,YGR132C,0
YDL004W,YBL045C,0
YHR076W,YPR191W,0
YGL187C,YKR016W,0
YKR016W,YIL157C,0
YLR203C,YKL016C,0
YPR191W,YGL191W,0
YML030W,YNL026W,0
YKR016W,YML030W,0
YDL160C,YKR016W,0
YGL122C,YGR112W,0
YDL160C,YER154W,0
YPL078C,YBR009C,0
YPL271W,YPR140W,0
YKR016W,YDR231C,0
YML030W,YNL052W,0
YML030W,YJR045C,0
YKL016C,YBL045C,0
YPR042C,YNL026W,0
Q0275,YDR529C,0
YGL191W,YDR231C,0
Q0160,YJR121W,0
YGL187C,Q0050,0
YBL030C,YPR125W,0
YPR042C,YEL024W,0
YNR017W,YPR042C,0
Q0075,YGL122C,0
Q0140,YEL024W,0
YKR016W,Q0045,0
YPR125W,YDR231C,0
YKR016W,YJR045C,0
YNL052W,YBL030C,0
YBR039W,YJR121W,0
YDL004W,YBL045C,0
YKR016W,YPR125W,0
Q0130,YBL045C,0
Q0250,YOL027C,0
YBL030C,YGL122C,0
YGL122C,YBL030C,0
YOL027C,YDL160C,0
YBL030C,Q0085,0
Q0120,Q0050,0
YJR121W,YLR067C,0
YIL051C,YBL099W,0
Q0085,YER142C,0
YKR016W,YJL166W,0
YBL099W,Q0080,0
YKR016W,YML030W,0
YMR244C-A,YBL045C,0
YER154W,YKL016C,0
YDL160C,YGL122C,0
YJR121W,YKR016W,0
YBL099W,Q0130,0
YHL004W,YBR009C,0
YGL064C,Q0105,0
YLR395C,YGR222W,0
YBR255C-A,Q0080,0
Q0080,YML129C,0
Q0045,YLR203C,0
YJL166W,YNL305C,0
YDL160C,Q0140,0
YPR042C,YDR231C,0
YDR231C,YDR375C,0
YKR016W,Q0110,0
YBL045C,YLR395C,0
YDR119W-A,YBR009C,0
Q0130,YJR045C,0
YGL187C,YJL062W-A,0
Q0250,YML129C,0
YBL045C,YDL107W,0
YDR377W,YOR090C,0
YNR017W,Q0130,0
YDL160C,YML129C,0
YJR045C,Q0085,0
Q0250,YJR045C,0
YLR203C,YPR191W,0
YBR255C-A,YOL027C,0
YGR112W,YDL156W,0
YPR125W,Q0045,0
YPR191W,Q0045,0
YHR076W,YBR037C,0
Q0055,YNR017W,0
YJL062W-A,Q0080,0
YIL157C,YNL052W,0
Q0105,YHR051W,0
YNL026W,Q0250,0
Q0105,YPR042C,0
Q0250,Q0255,0
YPL078C,YBR255C-A,0
Q0115,Q0250,0
YGL187C,YKR016W,0
YBL030C,YGL122C,0
YDR377W,YOL027C,0
YJR045C,YDL160C,0
YDL107W,YJR121W,0
YJR121W,Q0105,0
YEL024W,YLR393W,0
YJR045C,YMR256C,0
YGR037C,YGL187C,0
YML030W,Q0120,0
YDL160C,Q0050,0
YPR191W,YDL004W,0
YNL305C,YKL016C,0
YKL016C,YDR529C,0
Q0105,YPR191W,0
YOR065W,YPL271W,0
YBL045C,YPR191W,0
YOL027C,YGL191W,0
YGR062C,YPL078C,0
YGL187C,YGL122C,0
YDR231C,Q0120,0
Q0045,YJL166W,0
YPL215W,YDL160C,0
YDL156W,YER142C,0
YBR024W,YPR140W,0
YMR256C,YBL030C,0
YBR024W,YHL004W,0
YBL030C,YMR256C,0
YDR377W,YDR529C,0
YNR018W,YKL016C,0
Q0275,YHR051W,0
YGL122C,YPR125W,0
Q0275,YPR191W,0
YGR062C,YNR018W,0
YJR045C,YGR112W,0
YNL030W,YJL014W,0
Q0140,YML030W,0
Q0105,YJL166W,0
Q0055,YHR076W,0
Q0085,YNL026W,0
YDL160C,YNR017W,0
Q0140,YGR222W,0
Q0275,YDL160C,0
YGL187C,Q0158,0
YBR120C,YKR016W,0
Q0045,YGR062C,0
YDR231C,YDL160C,0
YJR045C,YOR065W,0
YBR039W,YJR045C,0
YGL187C,YBL045C,0
YKL155C,YOL027C,0
Q0275,YBR037C,0
Q0020,YLR393W,0
YBL045C,YJR045C,0
YBL045C,YEL024W,0
YDR231C,Q0250,0
YJR045C,YHL038C,0
YDR529C,YNL026W,0
Q0250,YBL045C,0
Q0085,YDL156W,0
YML030W,YML129C,0
YNL052W,YBL030C,0
Q0045,YML081C-A,0
YKR016W,YBL099W,0
YBR185C,YGL122C,0
YPL271W,YPL215W,0
YOL027C,YBL045C,0
YOR090C,YHL038C,0
YPR191W,YNR017W,0
Q0250,YML081C-A,0
Q0130,YPR191W,0
YOL027C,YJL166W,0
Q0158,YDL160C,0
YMR256C,YIL051C,0
Q0275,YHL004W,0
YBR120C,YGR132C,0
Q0105,YJR045C,0
YKR016W,YHR051W,0
Q0085,Q0250,0
YGR112W,YNL052W,0
YPR042C,YDL160C,0
YPL215W,YGL064C,0
YGL122C,Q0115,0
YGL122C,YDL004W,0
YGR112W,YDL004W,0
YGL187C,YIL157C,0
YGL122C,YJR045C,0
YNL026W,YJL014W,0
YOR090C,YPR042C,0
YJR121W,YDR529C,0
Q0085,YGL191W,0
YGR033C,YPL215W,0
YPL078C,YMR244C-A,0
YGL122C,Q0085,0
Q0085,YJR045C,0
YNR017W,YDL160C,0
YBL030C,YML129C,0
YKR016W,YNR019W,0
YDL160C,YDR375C,0
YNL026W,YGL191W,0
YBL045C,Q0045,0
YGL187C,YLR393W,0
YBL045C,Q0250,0
YOR065W,Q0065,0
YOR065W,YKL016C,0
YDL160C,YJR045C,0
YCR106W,YPR042C,0
YGL187C,YML129C,0
YKR016W,YPR042C,0
YOR065W,YHR051W,0
YLR295C,YDL160C,0
YGL122C,YLR203C,0
YBL045C,YPL215W,0
YNR017W,YGL122C,0
YLR295C,YBR255C-A,0
YGL122C,YNL052W,0
YGL187C,YJR121W,0
YEL024W,YGL122C,0
YNL305C,YGL191W,0
YKR016W,YDR231C,0
YGR062C,YDL107W,0
Q0020,YHL004W,0
YJR121W,YDL004W,0
Q0105,YDL160C,0
YDR377W,YJR045C,0
YGL187C,Q0120,0
Q0250,YBL030C,0
YHR051W,YNR018W,0
Q0105,YDR529C,0
YNR018W,YDR231C,0
Q0250,YGL187C,0
YNL026W,YDR231C,0
YHR051W,YDL160C,0
Q0275,Q0080,0
YBR255C-A,YNR018W,0
YJR121W,YER154W,0
YML081C-A,YGR132C,0
YDR231C,YPL271W,0
YDL156W,YIL051C,0
YDL004W,YKL155C,0
YLR382C,Q0045,0
Q0045,YKR016W,0
YNL305C,YGR062C,0
YGR037C,YPL078C,0
YPR042C,YKR016W,0
YPL078C,YHR076W,0
YOL027C,YJR045C,0
Q0080,YBR009C,0
YDL160C,YIL157C,0
YGL187C,YML081C-A,0
Q0250,Q0045,0
YKL155C,Q0080,0
YHR051W,YPR042C,0
Q0045,YGR112W,0
Q0140,YEL024W,0
YDR231C,Q0275,0
YBR009C,YKR016W,0
YPL078C,YNL030W,0
Q0250,YLR395C,0
YDL160C,YML030W,0
YGL122C,YPR042C,0
YIL111W,YDR529C,0
YKR016W,YGL064C,0
YPR042C,YJR045C,0
YNL026W,YHR051W,0
YEL024W,YOR090C,0
YBL045C,YBL099W,0
YGR222W,YKR016W,0
YHR051W,YPL078C,0
YGR174C,YBR009C,0
YJR045C,YDL160C,0
YDR529C,YNL026W,0
Q0275,YGL064C,0
Q0250,YPR042C,0
YGR037C,YGL191W,0
YJL062W-A,YPR042C,0
YDR231C,YDL156W,0
Q0105,YBR039W,0
YEL024W,Q0045,0
YPR042C,Q0060,0
YBL045C,YPR191W,0
YGL122C,YJR045C,0
YHR051W,YML030W,0
YOR065W,Q0250,0
YPR191W,YJR121W,0
YGR033C,YGR112W,0
YGL187C,YDL160C,0
YKR016W,YDR119W-A,0
YDR529C,YLR295C,0
YJL062W-A,YGL122C,0
YJR121W,YLR295C,0
Q0080,YPL078C,0
Q0275,YNL052W,0
YNL026W,YBL045C,0
YNL155W,YIL157C,0
Q0085,YGR033C,0
YGL187C,YGL122C,0
YOR065W,YER154W,0
YBL030C,YBL045C,0
YGL187C,YNR018W,0
YGL122C,YPR042C,0
YGL187C,YPR042C,0
YNR019W,YPR042C,0
YML129C,YDR231C,0
YGL122C,YBL099W,0
YGL122C,YDR119W-A,0
YBR039W,YKL155C,0
YJR045C,YLR203C,0
